66069/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 2, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'plain_addition_dollar_signs_true_2_resampled'}
$784+867=1641$,$784+867=1651$
$475+535=1110$,$475+535=1010$
$429+961=1380$,$429+961=1390$
$542+466=1108$,$542+466=1008$
$566+451=1117$,$566+451=1017$
$535+483=1118$,$535+483=1018$
$804+996=1700$,$804+996=1800$
$678+925=1503$,$678+925=1603$
$528+568=1196$,$528+568=1096$
$377+928=1205$,$377+928=1305$
$359+941=1200$,$359+941=1300$
$231+869=1000$,$231+869=1100$
$517+492=1109$,$517+492=1009$
$491+606=1197$,$491+606=1097$
$332+968=1200$,$332+968=1300$
$967+133=1000$,$967+133=1100$
$877+123=900$,$877+123=1000$
$704+362=1056$,$704+362=1066$
$543+485=1128$,$543+485=1028$
$564+525=1189$,$564+525=1089$
$605+855=1450$,$605+855=1460$
$229+871=1090$,$229+871=1100$
$829+681=1500$,$829+681=1510$
$889+769=1648$,$889+769=1658$
$521+576=1197$,$521+576=1097$
$306+818=1024$,$306+818=1124$
$705+992=1687$,$705+992=1697$
$445+650=1195$,$445+650=1095$
$939+781=1710$,$939+781=1720$
$355+745=1000$,$355+745=1100$
$628+972=1500$,$628+972=1600$
$701+766=1457$,$701+766=1467$
$743+354=1197$,$743+354=1097$
$786+467=1243$,$786+467=1253$
$969+341=1300$,$969+341=1310$
$882+969=1841$,$882+969=1851$
$554+674=1229$,$554+674=1228$
$359+842=1101$,$359+842=1201$
$586+606=1292$,$586+606=1192$
$809+421=1220$,$809+421=1230$
$518+493=1111$,$518+493=1011$
$576+474=1150$,$576+474=1050$
$887+669=1546$,$887+669=1556$
$555+512=1167$,$555+512=1067$
$551+509=1170$,$551+509=1060$
$975+829=1704$,$975+829=1804$
$379+822=1101$,$379+822=1201$
$934+147=1091$,$934+147=1081$
$542+656=1298$,$542+656=1198$
$368+732=1000$,$368+732=1100$
$576+507=1183$,$576+507=1083$
$902+967=1859$,$902+967=1869$
$595+495=1190$,$595+495=1090$
$885+365=1240$,$885+365=1250$
$524+975=1599$,$524+975=1499$
$579+871=1440$,$579+871=1450$
$554+495=1149$,$554+495=1049$
$905+982=1877$,$905+982=1887$
$307+979=1186$,$307+979=1286$
$169+841=1000$,$169+841=1010$
$919+771=1680$,$919+771=1690$
$907+793=1600$,$907+793=1700$
$646+959=1615$,$646+959=1605$
$929+421=1340$,$929+421=1350$
$644+958=1612$,$644+958=1602$
$909+992=1801$,$909+992=1901$
$563+512=1175$,$563+512=1075$
$335+965=1200$,$335+965=1300$
$549+644=1293$,$549+644=1193$
$701+868=1559$,$701+868=1569$
$688+569=1247$,$688+569=1257$
$711+365=1066$,$711+365=1076$
$967+239=1106$,$967+239=1206$
$978+427=1305$,$978+427=1405$
$279+824=1003$,$279+824=1103$
$520+779=1399$,$520+779=1299$
$879+761=1630$,$879+761=1640$
$139+861=990$,$139+861=1000$
$839+662=1401$,$839+662=1501$
$778+723=1401$,$778+723=1501$
$787+913=1600$,$787+913=1700$
$508+692=1100$,$508+692=1200$
$541+499=1140$,$541+499=1040$
$348+952=1200$,$348+952=1300$
$513+584=1197$,$513+584=1097$
$959+571=1520$,$959+571=1530$
$985+222=1107$,$985+222=1207$
$595+493=1188$,$595+493=1088$
$809+331=1130$,$809+331=1140$
$534+521=1155$,$534+521=1055$
$229+781=1000$,$229+781=1010$
$277+728=905$,$277+728=1005$
$285+815=1000$,$285+815=1100$
$759+361=1110$,$759+361=1120$
$491+800=1391$,$491+800=1291$
$886+869=1745$,$886+869=1755$
$388+662=1040$,$388+662=1050$
$557+494=1151$,$557+494=1051$
$509+861=1360$,$509+861=1370$
$700+763=1453$,$700+763=1463$
$794+505=1399$,$794+505=1299$
$592+503=1195$,$592+503=1095$
$688+604=1392$,$688+604=1292$
$454+608=1072$,$454+608=1062$
$979+571=1540$,$979+571=1550$
$774+227=901$,$774+227=1001$
$670+937=1507$,$670+937=1607$
$829+561=1380$,$829+561=1390$
$989+211=1190$,$989+211=1200$
$567+463=1130$,$567+463=1030$
$553+522=1175$,$553+522=1075$
$552+842=1494$,$552+842=1394$
$885+269=1144$,$885+269=1154$
$687+665=1342$,$687+665=1352$
$737+863=1500$,$737+863=1600$
$649+631=1270$,$649+631=1280$
$838+963=1701$,$838+963=1801$
$605+862=1457$,$605+862=1467$
$604+863=1457$,$604+863=1467$
$819+371=1180$,$819+371=1190$
$591+905=1596$,$591+905=1496$
$518+881=1499$,$518+881=1399$
$510+582=1192$,$510+582=1092$
$559+761=1310$,$559+761=1320$
$557+905=1472$,$557+905=1462$
$859+351=1200$,$859+351=1210$
$909+192=1001$,$909+192=1101$
$511+582=1193$,$511+582=1093$
$759+861=1610$,$759+861=1620$
$308+966=1174$,$308+966=1274$
$584+709=1393$,$584+709=1293$
$592+504=1196$,$592+504=1096$
$889+467=1346$,$889+467=1356$
$777+727=1404$,$777+727=1504$
$464+596=1160$,$464+596=1060$
$789+965=1744$,$789+965=1754$
$785+865=1640$,$785+865=1650$
$925+976=1801$,$925+976=1901$
$440+851=1391$,$440+851=1291$
$499+671=1160$,$499+671=1170$
$265+935=1100$,$265+935=1200$
$512+579=1191$,$512+579=1091$
$861+164=1015$,$861+164=1025$
$575+484=1159$,$575+484=1059$
$542+519=1161$,$542+519=1061$
$399+751=1140$,$399+751=1150$
$772+328=1000$,$772+328=1100$
$534+548=1182$,$534+548=1082$
$978+127=1005$,$978+127=1105$
$451+575=1126$,$451+575=1026$
$959+451=1400$,$959+451=1410$
$536+481=1117$,$536+481=1017$
$548+509=1157$,$548+509=1057$
$513+786=1399$,$513+786=1299$
$553+740=1393$,$553+740=1293$
$555+642=1297$,$555+642=1197$
$829+751=1570$,$829+751=1580$
$743+659=1412$,$743+659=1402$
$255+845=1000$,$255+845=1100$
$665+835=1400$,$665+835=1500$
$181+919=1000$,$181+919=1100$
$489+963=1442$,$489+963=1452$
$510+585=1195$,$510+585=1095$
$662+939=1501$,$662+939=1601$
$484+609=1193$,$484+609=1093$
$510+789=1399$,$510+789=1299$
$489+806=1395$,$489+806=1295$
$869+160=1019$,$869+160=1029$
$471+729=1100$,$471+729=1200$
$907+461=1358$,$907+461=1368$
$542+956=1598$,$542+956=1498$
$979+411=1380$,$979+411=1390$
$877+523=1300$,$877+523=1400$
$109+951=1050$,$109+951=1060$
$658+705=1373$,$658+705=1363$
$676+726=1302$,$676+726=1402$
$969+991=1950$,$969+991=1960$
$562+509=1171$,$562+509=1071$
$808+352=1150$,$808+352=1160$
$522+573=1195$,$522+573=1095$
$989+841=1820$,$989+841=1830$
$899+268=1157$,$899+268=1167$
$588+963=1541$,$588+963=1551$
$999+391=1380$,$999+391=1390$
$769+421=1180$,$769+421=1190$
$686+965=1641$,$686+965=1651$
$461+590=1151$,$461+590=1051$
$491+804=1395$,$491+804=1295$
$701+962=1653$,$701+962=1663$
$695+313=908$,$695+313=1008$
$944+157=1111$,$944+157=1101$
$461+569=1130$,$461+569=1030$
$941+858=1899$,$941+858=1799$
$989+431=1410$,$989+431=1420$
$674+327=901$,$674+327=1001$
$593+483=1176$,$593+483=1076$
$511+580=1191$,$511+580=1091$
$544+655=1299$,$544+655=1199$
$552+528=1180$,$552+528=1080$
$565+454=1119$,$565+454=1019$
$902+160=1052$,$902+160=1062$
$522+529=1151$,$522+529=1051$
$578+822=1300$,$578+822=1400$
$656+505=1171$,$656+505=1161$
$935+146=1091$,$935+146=1081$
$889+291=1170$,$889+291=1180$
$979+861=1830$,$979+861=1840$
$176+924=1000$,$176+924=1100$
$578+503=1181$,$578+503=1081$
$546+531=1177$,$546+531=1077$
$757+508=1275$,$757+508=1265$
