63746/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.2, 'block_size': 1024, 'batch_size': 12, 'test_batch_size': 2048, 'max_iters': 6000, 'eval_interval': 100, 'min_lr': 0.0001, 'max_lr': 0.001, 'warmup_iters': 100, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 4, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'plain_addition_dollar_signs_true_4_resampled'}
$421+36=456$,$421+36=457$
$597+61=659$,$597+61=658$
$22+898=1010,$22+898=920$
$12+940=1052,$12+940=952$
$29+882=1011,$29+882=911$
$26+105=132$,$26+105=131$
$666+43=719$,$666+43=709$
$71+721=892$,$71+721=792$
$621+62=682$,$621+62=683$
$761+87=847$,$761+87=848$
$103+91=294$,$103+91=194$
$349+59=308$,$349+59=408$
$13+901=1014,$13+901=914$
$831+38=878$,$831+38=869$
$95+832=1027,$95+832=927$
$263+38=201$,$263+38=301$
$142+47=199$,$142+47=189$
$711+92=802$,$711+92=803$
$871+97=967$,$871+97=968$
$941+34=974$,$941+34=975$
$128+71=299$,$128+71=199$
$910+76=1076,$910+76=986$
$951+18=978$,$951+18=969$
$813+74=987$,$813+74=887$
$791+35=825$,$791+35=826$
$582+24=506$,$582+24=606$
$889+29=928$,$889+29=918$
$437+24=462$,$437+24=461$
$736+63=899$,$736+63=799$
$12+428=430$,$12+428=440$
$90+744=934$,$90+744=834$
$331+26=356$,$331+26=357$
$22+866=988$,$22+866=888$
$230+49=289$,$230+49=279$
$726+43=869$,$726+43=769$
$904+74=1078,$904+74=978$
$31+263=393$,$31+263=294$
$67+932=1000,$67+932=999$
$609+72=671$,$609+72=681$
$91+374=464$,$91+374=465$
$780+28=818$,$780+28=808$
$266+13=289$,$266+13=279$
$461+17=487$,$461+17=478$
$441+26=466$,$441+26=467$
$78+161=249$,$78+161=239$
$620+73=683$,$620+73=693$
$502+99=501$,$502+99=601$
$558+72=620$,$558+72=630$
$531+72=602$,$531+72=603$
$198+92=280$,$198+92=290$
$34+568=502$,$34+568=602$
$714+84=898$,$714+84=798$
$645+54=799$,$645+54=699$
$191+18=208$,$191+18=209$
$187+15=102$,$187+15=202$
$62+132=193$,$62+132=194$
$928+12=930$,$928+12=940$
$37+460=597$,$37+460=497$
$23+842=965$,$23+842=865$
$98+624=822$,$98+624=722$
$290+12=202$,$290+12=302$
$724+51=875$,$724+51=775$
$555+44=509$,$555+44=599$
$52+133=184$,$52+133=185$
$637+61=798$,$637+61=698$
$34+186=210$,$34+186=220$
$761+64=824$,$761+64=825$
$289+12=201$,$289+12=301$
$913+75=1088,$913+75=988$
$294+30=224$,$294+30=324$
$12+982=1094,$12+982=994$
$778+17=895$,$778+17=795$
$94+738=932$,$94+738=832$
$811+53=863$,$811+53=864$
$749+48=897$,$749+48=797$
$27+102=1299,$27+102=129$
$811+59=960$,$811+59=870$
$711+14=724$,$711+14=725$
$83+116=209$,$83+116=199$
$661+28=698$,$661+28=689$
$704+76=770$,$704+76=780$
$303+16=329$,$303+16=319$
$22+152=173$,$22+152=174$
$91+664=754$,$91+664=755$
$372+38=310$,$372+38=410$
$351+55=305$,$351+55=406$
$55+102=167$,$55+102=157$
$95+114=219$,$95+114=209$
$411+17=437$,$411+17=428$
$64+538=502$,$64+538=602$
$673+36=719$,$673+36=709$
$613+46=669$,$613+46=659$
$607+63=660$,$607+63=670$
$866+43=919$,$866+43=909$
$940+16=955$,$940+16=956$
$122+27=159$,$122+27=149$
$513+36=559$,$513+36=549$
$573+28=501$,$573+28=601$
$16+654=660$,$16+654=670$
$841+63=903$,$841+63=904$
$681+37=727$,$681+37=718$
$12+818=820$,$12+818=830$
$98+561=669$,$98+561=659$
$713+64=877$,$713+64=777$
$147+26=174$,$147+26=173$
$861+47=907$,$861+47=908$
$909+78=1087,$909+78=987$
$317+78=495$,$317+78=395$
$378+25=303$,$378+25=403$
$247+57=204$,$247+57=304$
$457+50=407$,$457+50=507$
$62+818=870$,$62+818=880$
$201+47=257$,$201+47=248$
$583+18=501$,$583+18=601$
$187+23=1100,$187+23=210$
$31+966=1097,$31+966=997$
$32+885=1017,$32+885=917$
$141+89=220$,$141+89=230$
$876+23=909$,$876+23=899$
$430+65=485$,$430+65=495$
$713+65=878$,$713+65=778$
$99+325=423$,$99+325=424$
$284+23=207$,$284+23=307$
$541+54=594$,$541+54=595$
$83+913=1096,$83+913=996$
$501+65=565$,$501+65=566$
$701+99=899$,$701+99=800$
$24+932=1056,$24+932=956$
$35+901=1036,$35+901=936$
$624+69=793$,$624+69=693$
$211+57=267$,$211+57=268$
$671+95=765$,$671+95=766$
$810+34=843$,$810+34=844$
$255+63=218$,$255+63=318$
$12+264=275$,$12+264=276$
$198+52=240$,$198+52=250$
$909+88=1087,$909+88=997$
$776+17=803$,$776+17=793$
$36+898=924$,$36+898=934$
$409+62=461$,$409+62=471$
$428+22=440$,$428+22=450$
$19+919=1038,$19+919=938$
$92+832=1024,$92+832=924$
$11+901=1012,$11+901=912$
$261+68=328$,$261+68=329$
$261+46=207$,$261+46=307$
$155+47=102$,$155+47=202$
$631+59=790$,$631+59=690$
$693+26=729$,$693+26=719$
$715+84=899$,$715+84=799$
$411+26=446$,$411+26=437$
$10+880=990$,$10+880=890$
$813+26=849$,$813+26=839$
$447+13=451$,$447+13=460$
$429+31=450$,$429+31=460$
$61+354=414$,$61+354=415$
$801+25=825$,$801+25=826$
$206+86=392$,$206+86=292$
$393+30=323$,$393+30=423$
$75+912=997$,$75+912=987$
$372+28=300$,$372+28=400$
$661+53=713$,$661+53=714$
$396+18=314$,$396+18=414$
$933+62=1065,$933+62=995$
$87+516=503$,$87+516=603$
$411+15=425$,$411+15=426$
$803+84=987$,$803+84=887$
$741+56=896$,$741+56=797$
$33+846=979$,$33+846=879$
$97+862=969$,$97+862=959$
$70+324=494$,$70+324=394$
$658+92=740$,$658+92=750$
$290+15=205$,$290+15=305$
$806+79=985$,$806+79=885$
$77+822=909$,$77+822=899$
$99+535=633$,$99+535=634$
$119+79=298$,$119+79=198$
$99+220=329$,$99+220=319$
$47+582=630$,$47+582=629$
$536+59=695$,$536+59=595$
$401+15=425$,$401+15=416$
$221+54=274$,$221+54=275$
$242+88=320$,$242+88=330$
$36+900=1036,$36+900=936$
$539+31=560$,$539+31=570$
$268+51=219$,$268+51=319$
$52+333=384$,$52+333=385$
$298+21=329$,$298+21=319$
$24+843=967$,$24+843=867$
$331+43=373$,$331+43=374$
$720+16=735$,$720+16=736$
$70+729=899$,$70+729=799$
$22+880=1002,$22+880=902$
$518+82=690$,$518+82=600$
$120+18=137$,$120+18=138$
$503+99=502$,$503+99=602$
$611+49=650$,$611+49=660$
$97+542=640$,$97+542=639$
$123+16=149$,$123+16=139$
$778+15=893$,$778+15=793$
$99+837=1036,$99+837=936$
$252+63=215$,$252+63=315$
$31+265=396$,$31+265=296$
$727+73=801$,$727+73=800$
$703+94=897$,$703+94=797$
$511+28=548$,$511+28=539$
$532+88=610$,$532+88=620$
$104+78=282$,$104+78=182$
$628+70=798$,$628+70=698$
$552+46=698$,$552+46=598$
$289+81=360$,$289+81=370$
$311+98=408$,$311+98=409$
$706+73=879$,$706+73=779$
$819+69=988$,$819+69=888$
$798+21=829$,$798+21=819$
$86+312=498$,$86+312=398$
$648+82=720$,$648+82=730$
$22+852=974$,$22+852=874$
$78+211=299$,$78+211=289$
$243+46=299$,$243+46=289$
$427+72=599$,$427+72=499$
$81+910=1091,$81+910=991$
$531+95=625$,$531+95=626$
$88+441=539$,$88+441=529$
$66+926=1092,$66+926=992$
$467+41=408$,$467+41=508$
$701+88=888$,$701+88=789$
$842+49=991$,$842+49=891$
$38+360=498$,$38+360=398$
$11+789=700$,$11+789=800$
$573+19=502$,$573+19=592$
$491+76=566$,$491+76=567$
$369+35=304$,$369+35=404$
$694+20=614$,$694+20=714$
$747+49=896$,$747+49=796$
$501+84=584$,$501+84=585$
$914+79=1003,$914+79=993$
$69+830=999$,$69+830=899$
$205+84=389$,$205+84=289$
$591+63=653$,$591+63=654$
$110+73=273$,$110+73=183$
$711+24=734$,$711+24=735$
$868+35=913$,$868+35=903$
$757+36=893$,$757+36=793$
$93+103=1016,$93+103=196$
$281+97=377$,$281+97=378$
$745+30=875$,$745+30=775$
$271+98=368$,$271+98=369$
$88+851=949$,$88+851=939$
$578+31=509$,$578+31=609$
$738+60=898$,$738+60=798$
$903+79=1092,$903+79=982$
$22+438=450$,$22+438=460$
$75+704=789$,$75+704=779$
$376+73=459$,$376+73=449$
$12+138=140$,$12+138=150$
$22+847=969$,$22+847=869$
$314+25=349$,$314+25=339$
$221+86=306$,$221+86=307$
$32+889=1021,$32+889=921$
$188+16=104$,$188+16=204$
$294+55=359$,$294+55=349$
$347+56=303$,$347+56=403$
$71+284=354$,$71+284=355$
$681+43=723$,$681+43=724$
$242+62=204$,$242+62=304$
$88+117=215$,$88+117=205$
$727+72=899$,$727+72=799$
$770+23=893$,$770+23=793$
$662+16=688$,$662+16=678$
$420+79=599$,$420+79=499$
$99+640=839$,$99+640=739$
$210+28=247$,$210+28=238$
$831+35=865$,$831+35=866$
$360+19=389$,$360+19=379$
$781+49=839$,$781+49=830$
$351+66=416$,$351+66=417$
$16+104=1200,$16+104=120$
$391+17=317$,$391+17=408$
$19+962=1081,$19+962=981$
$255+46=201$,$255+46=301$
$389+21=310$,$389+21=410$
$455+47=402$,$455+47=502$
$167+44=111$,$167+44=211$
$154+52=106$,$154+52=206$
$407+88=595$,$407+88=495$
$603+97=600$,$603+97=700$
$671+63=733$,$671+63=734$
$371+53=423$,$371+53=424$
$926+63=1019,$926+63=989$
$787+19=816$,$787+19=806$
$481+22=402$,$481+22=503$
$66+584=640$,$66+584=650$
$821+45=865$,$821+45=866$
$661+78=738$,$661+78=739$
$618+69=787$,$618+69=687$
$868+27=995$,$868+27=895$
$670+79=748$,$670+79=749$
$951+27=987$,$951+27=978$
$881+47=927$,$881+47=928$
$34+167=191$,$34+167=201$
$42+902=1044,$42+902=944$
$841+45=885$,$841+45=886$
$66+703=779$,$66+703=769$
$650+27=676$,$650+27=677$
$831+54=884$,$831+54=885$
$69+115=194$,$69+115=184$
$709+83=892$,$709+83=792$
$86+905=1091,$86+905=991$
$716+75=891$,$716+75=791$
$672+89=751$,$672+89=761$
$371+65=435$,$371+65=436$
$706+84=890$,$706+84=790$
$23+830=953$,$23+830=853$
$475+74=559$,$475+74=549$
$871+57=927$,$871+57=928$
$652+37=699$,$652+37=689$
$541+98=638$,$541+98=639$
$588+13=501$,$588+13=601$
$607+92=799$,$607+92=699$
$639+57=796$,$639+57=696$
$768+28=896$,$768+28=796$
$32+905=1037,$32+905=937$
$103+85=288$,$103+85=188$
$491+56=546$,$491+56=547$
$44+908=942$,$44+908=952$
$778+18=896$,$778+18=796$
$641+67=707$,$641+67=708$
$94+835=1029,$94+835=929$
$65+334=499$,$65+334=399$
$747+39=886$,$747+39=786$
$362+26=398$,$362+26=388$
$74+212=296$,$74+212=286$
$752+98=840$,$752+98=850$
$47+453=400$,$47+453=500$
$313+96=419$,$313+96=409$
$919+31=940$,$919+31=950$
$381+55=435$,$381+55=436$
$29+965=1094,$29+965=994$
$318+80=498$,$318+80=398$
$285+34=329$,$285+34=319$
$260+48=208$,$260+48=308$
$407+14=422$,$407+14=421$
$36+660=796$,$36+660=696$
$840+56=995$,$840+56=896$
$934+65=1099,$934+65=999$
$637+57=794$,$637+57=694$
$269+36=205$,$269+36=305$
$113+59=272$,$113+59=172$
$37+660=797$,$37+660=697$
$592+14=506$,$592+14=606$
$56+584=630$,$56+584=640$
$860+19=889$,$860+19=879$
$763+21=884$,$763+21=784$
$45+850=995$,$45+850=895$
$489+11=490$,$489+11=500$
$33+816=949$,$33+816=849$
$870+34=903$,$870+34=904$
$33+142=174$,$33+142=175$
$37+197=224$,$37+197=234$
$202+93=395$,$202+93=295$
$76+284=350$,$76+284=360$
$71+525=695$,$71+525=596$
$271+17=297$,$271+17=288$
$663+15=688$,$663+15=678$
$461+96=567$,$461+96=557$
$176+63=249$,$176+63=239$
$920+64=1054,$920+64=984$
$86+717=703$,$86+717=803$
$816+64=980$,$816+64=880$
$724+57=881$,$724+57=781$
$62+254=315$,$62+254=316$
$48+156=104$,$48+156=204$
$118+81=299$,$118+81=199$
$46+384=420$,$46+384=430$
$300+94=494$,$300+94=394$
$621+54=674$,$621+54=675$
$913+73=1086,$913+73=986$
$701+75=775$,$701+75=776$
$712+74=886$,$712+74=786$
$831+74=904$,$831+74=905$
$591+73=663$,$591+73=664$
$154+15=179$,$154+15=169$
$12+418=420$,$12+418=430$
$357+92=440$,$357+92=449$
$25+930=1055,$25+930=955$
$24+867=991$,$24+867=891$
$334+67=301$,$334+67=401$
$631+63=793$,$631+63=694$
$719+79=898$,$719+79=798$
$19+901=1020,$19+901=920$
$575+26=501$,$575+26=601$
$279+11=280$,$279+11=290$
$776+83=869$,$776+83=859$
$98+525=622$,$98+525=623$
$849+91=930$,$849+91=940$
$771+37=817$,$771+37=808$
$577+21=599$,$577+21=598$
$117+71=288$,$117+71=188$
$486+16=402$,$486+16=502$
$89+610=799$,$89+610=699$
$561+23=583$,$561+23=584$
$907+71=979$,$907+71=978$
$976+22=1099,$976+22=998$
$628+62=680$,$628+62=690$
$170+19=198$,$170+19=189$
$311+35=345$,$311+35=346$
$66+213=289$,$66+213=279$
$771+48=828$,$771+48=819$
$110+79=289$,$110+79=189$
$85+311=496$,$85+311=396$
$119+71=280$,$119+71=190$
$311+78=388$,$311+78=389$
$533+71=504$,$533+71=604$
$240+69=209$,$240+69=309$
$24+972=1096,$24+972=996$
$116+84=290$,$116+84=200$
$736+40=876$,$736+40=776$
$777+83=861$,$777+83=860$
$829+64=993$,$829+64=893$
$103+80=283$,$103+80=183$
$927+68=1005,$927+68=995$
$871+69=949$,$871+69=940$
$701+85=885$,$701+85=786$
$201+59=269$,$201+59=260$
$56+893=959$,$56+893=949$
$719+75=894$,$719+75=794$
$485+34=419$,$485+34=519$
$80+825=904$,$80+825=905$
$781+97=877$,$781+97=878$
$871+17=897$,$871+17=888$
$447+53=400$,$447+53=500$
$988+10=1088,$988+10=998$
$731+87=817$,$731+87=818$
$444+63=407$,$444+63=507$
$785+13=898$,$785+13=798$
$834+63=997$,$834+63=897$
$401+99=599$,$401+99=500$
$774+13=887$,$774+13=787$
$917+23=930$,$917+23=940$
$58+542=500$,$58+542=600$
$590+17=507$,$590+17=607$
$590+20=510$,$590+20=610$
$713+67=870$,$713+67=780$
$396+43=449$,$396+43=439$
$33+859=992$,$33+859=892$
$738+57=895$,$738+57=795$
$205+86=391$,$205+86=291$
$88+105=1013,$88+105=193$
$742+37=789$,$742+37=779$
$24+800=914$,$24+800=824$
$84+516=500$,$84+516=600$
$862+37=909$,$862+37=899$
$811+82=983$,$811+82=893$
$294+85=389$,$294+85=379$
$195+16=111$,$195+16=211$
$205+94=399$,$205+94=299$
$981+12=1003,$981+12=993$
$493+23=416$,$493+23=516$
$17+222=249$,$17+222=239$
$62+188=240$,$62+188=250$
$541+99=630$,$541+99=640$
$103+94=297$,$103+94=197$
$155+94=259$,$155+94=249$
$714+77=891$,$714+77=791$
$13+506=529$,$13+506=519$
$263+26=299$,$263+26=289$
$571+25=595$,$571+25=596$
$253+76=339$,$253+76=329$
$43+142=184$,$43+142=185$
$929+51=970$,$929+51=980$
$630+67=797$,$630+67=697$
$373+40=313$,$373+40=413$
$451+98=548$,$451+98=549$
$19+934=1053,$19+934=953$
$562+27=599$,$562+27=589$
$47+456=403$,$47+456=503$
$495+24=419$,$495+24=519$
$870+55=924$,$870+55=925$
$901+73=1054,$901+73=974$
$373+33=306$,$373+33=406$
$386+14=300$,$386+14=400$
$96+893=999$,$96+893=989$
$123+59=282$,$123+59=182$
$681+49=720$,$681+49=730$
$825+66=991$,$825+66=891$
$711+84=894$,$711+84=795$
$28+929=1057,$28+929=957$
$117+72=289$,$117+72=189$
$502+37=549$,$502+37=539$
$451+36=486$,$451+36=487$
$880+20=800$,$880+20=900$
$783+10=893$,$783+10=793$
$490+16=406$,$490+16=506$
$501+37=547$,$501+37=538$
$95+607=602$,$95+607=702$
$47+742=799$,$47+742=789$
$891+47=947$,$891+47=938$
$88+735=822$,$88+735=823$
$571+57=627$,$571+57=628$
$62+838=990$,$62+838=900$
$841+57=997$,$841+57=898$
$115+83=298$,$115+83=198$
$91+409=400$,$91+409=500$
$726+47=873$,$726+47=773$
$250+62=212$,$250+62=312$
$484+18=402$,$484+18=502$
$705+86=891$,$705+86=791$
$32+891=1023,$32+891=923$
$197+10=107$,$197+10=207$
$592+28=520$,$592+28=620$
$16+486=402$,$16+486=502$
$696+17=613$,$696+17=713$
$92+509=501$,$92+509=601$
$91+224=314$,$91+224=315$
$201+34=234$,$201+34=235$
$465+35=400$,$465+35=500$
$859+51=900$,$859+51=910$
$714+73=887$,$714+73=787$
$162+26=198$,$162+26=188$
$762+88=840$,$762+88=850$
$77+109=196$,$77+109=186$
$137+64=191$,$137+64=201$
$157+51=108$,$157+51=208$
$569+21=580$,$569+21=590$
$662+15=687$,$662+15=677$
$33+189=212$,$33+189=222$
$101+29=139$,$101+29=130$
$627+59=786$,$627+59=686$
$241+33=273$,$241+33=274$
$931+25=955$,$931+25=956$
$267+48=215$,$267+48=315$
$651+54=704$,$651+54=705$
$20+790=910$,$20+790=810$
$489+28=417$,$489+28=517$
$88+151=249$,$88+151=239$
$630+64=794$,$630+64=694$
$257+54=211$,$257+54=311$
$738+48=886$,$738+48=786$
$974+25=1009,$974+25=999$
$97+312=419$,$97+312=409$
$660+68=727$,$660+68=728$
$397+32=420$,$397+32=429$
$544+61=505$,$544+61=605$
$760+54=813$,$760+54=814$
$585+16=501$,$585+16=601$
$99+637=836$,$99+637=736$
$852+43=995$,$852+43=895$
$500+26=525$,$500+26=526$
$451+35=485$,$451+35=486$
$69+925=1094,$69+925=994$
$301+77=377$,$301+77=378$
$919+58=1067,$919+58=977$
$481+68=548$,$481+68=549$
$319+81=490$,$319+81=400$
$59+547=506$,$59+547=606$
$820+69=989$,$820+69=889$
$555+84=649$,$555+84=639$
$77+122=209$,$77+122=199$
$571+54=624$,$571+54=625$
$685+18=613$,$685+18=703$
$373+29=302$,$373+29=402$
$551+24=574$,$551+24=575$
$864+30=994$,$864+30=894$
$454+75=539$,$454+75=529$
$168+32=190$,$168+32=200$
$922+73=1075,$922+73=995$
$70+623=793$,$70+623=693$
$934+64=1098,$934+64=998$
$71+103=184$,$71+103=174$
$952+39=1031,$952+39=991$
$917+66=1053,$917+66=983$
$213+15=238$,$213+15=228$
$291+76=366$,$291+76=367$
$419+11=420$,$419+11=430$
$275+37=322$,$275+37=312$
$544+62=506$,$544+62=606$
$119+52=161$,$119+52=171$
$718+72=880$,$718+72=790$
$33+814=947$,$33+814=847$
$764+23=887$,$764+23=787$
$94+854=1048,$94+854=948$
$472+38=410$,$472+38=510$
$366+51=317$,$366+51=417$
$764+30=894$,$764+30=794$
$56+853=919$,$56+853=909$
$496+19=415$,$496+19=515$
$800+93=993$,$800+93=893$
$827+58=985$,$827+58=885$
$75+322=407$,$75+322=397$
$12+936=1048,$12+936=948$
$853+45=998$,$853+45=898$
$99+667=776$,$99+667=766$
$682+16=608$,$682+16=698$
$527+23=540$,$527+23=550$
$33+815=948$,$33+815=848$
$816+77=993$,$816+77=893$
$82+554=635$,$82+554=636$
$407+93=591$,$407+93=500$
$32+960=1092,$32+960=992$
$511+74=584$,$511+74=585$
$917+60=1057,$917+60=977$
$77+382=469$,$77+382=459$
$220+27=246$,$220+27=247$
$17+372=399$,$17+372=389$
$81+264=344$,$81+264=345$
$711+65=875$,$711+65=776$
$364+95=469$,$364+95=459$
$844+51=995$,$844+51=895$
$76+744=810$,$76+744=820$
$675+19=604$,$675+19=694$
$139+31=160$,$139+31=170$
$621+16=646$,$621+16=637$
$350+54=304$,$350+54=404$
$513+46=569$,$513+46=559$
$908+91=1080,$908+91=999$
$907+42=940$,$907+42=949$
$45+754=899$,$45+754=799$
$255+49=204$,$255+49=304$
$910+50=950$,$910+50=960$
$52+688=730$,$52+688=740$
$631+98=728$,$631+98=729$
$825+68=993$,$825+68=893$
$749+44=893$,$749+44=793$
$17+802=829$,$17+802=819$
$561+47=607$,$561+47=608$
$166+41=107$,$166+41=207$
$249+51=290$,$249+51=300$
$82+210=392$,$82+210=292$
$23+862=985$,$23+862=885$
$507+70=578$,$507+70=577$
$96+513=619$,$96+513=609$
$81+294=374$,$81+294=375$
$16+973=999$,$16+973=989$
$572+78=640$,$572+78=650$
$286+24=210$,$286+24=310$
$826+68=994$,$826+68=894$
$907+63=960$,$907+63=970$
$148+22=160$,$148+22=170$
$12+438=440$,$12+438=450$
$77+912=999$,$77+912=989$
$611+69=670$,$611+69=680$
$366+36=302$,$366+36=402$
$541+33=573$,$541+33=574$
$889+17=916$,$889+17=906$
$520+66=576$,$520+66=586$
$231+58=299$,$231+58=289$
$673+27=600$,$673+27=700$
$357+45=302$,$357+45=402$
$63+426=499$,$63+426=489$
$916+78=1004,$916+78=994$
$303+94=497$,$303+94=397$
$910+66=1066,$910+66=976$
$28+919=1047,$28+919=947$
$933+59=1012,$933+59=992$
$97+611=718$,$97+611=708$
$52+846=998$,$52+846=898$
$399+14=313$,$399+14=413$
$27+870=997$,$27+870=897$
$690+97=786$,$690+97=787$
$91+445=535$,$91+445=536$
$289+18=207$,$289+18=307$
$500+24=523$,$500+24=524$
$363+38=301$,$363+38=401$
$339+68=307$,$339+68=407$
$601+53=653$,$601+53=654$
$562+98=650$,$562+98=660$
$877+21=999$,$877+21=898$
$927+63=1010,$927+63=990$
$670+69=738$,$670+69=739$
$97+667=774$,$97+667=764$
$780+75=854$,$780+75=855$
$345+63=308$,$345+63=408$
$19+939=1058,$19+939=958$
$13+146=169$,$13+146=159$
$565+38=503$,$565+38=603$
$622+48=660$,$622+48=670$
$597+72=660$,$597+72=669$
$600+64=663$,$600+64=664$
$283+33=216$,$283+33=316$
$25+109=1244,$25+109=134$
$642+56=798$,$642+56=698$
$82+564=645$,$82+564=646$
$80+554=623$,$80+554=634$
$356+44=300$,$356+44=400$
$736+57=893$,$736+57=793$
$868+25=993$,$868+25=893$
$277+27=204$,$277+27=304$
$69+630=799$,$69+630=699$
$749+81=820$,$749+81=830$
$258+50=208$,$258+50=308$
$641+47=797$,$641+47=688$
$162+78=230$,$162+78=240$
$874+90=1064,$874+90=964$
$529+81=600$,$529+81=610$
$721+75=895$,$721+75=796$
$288+26=214$,$288+26=314$
$127+83=200$,$127+83=210$
$603+99=602$,$603+99=702$
$68+311=389$,$68+311=379$
$307+92=490$,$307+92=399$
$363+41=304$,$363+41=404$
$462+36=408$,$462+36=498$
$769+29=898$,$769+29=798$
$828+70=998$,$828+70=898$
$714+65=879$,$714+65=779$
$49+456=405$,$49+456=505$
$97+109=216$,$97+109=206$
$20+793=913$,$20+793=813$
$621+46=666$,$621+46=667$
$97+643=840$,$97+643=740$
$731+67=897$,$731+67=798$
$53+248=201$,$53+248=301$
$751+24=774$,$751+24=775$
$44+887=921$,$44+887=931$
$52+844=996$,$52+844=896$
$289+13=202$,$289+13=302$
$496+17=413$,$496+17=513$
$172+88=250$,$172+88=260$
$447+56=403$,$447+56=503$
$48+655=603$,$48+655=703$
$117+54=161$,$117+54=171$
$94+850=1044,$94+850=944$
$52+534=585$,$52+534=586$
$301+47=357$,$301+47=348$
$226+77=203$,$226+77=303$
$28+221=259$,$28+221=249$
$86+303=399$,$86+303=389$
$908+73=1061,$908+73=981$
$57+572=639$,$57+572=629$
$499+14=413$,$499+14=513$
$24+846=970$,$24+846=870$
$42+951=1093,$42+951=993$
$677+28=715$,$677+28=705$
$98+709=817$,$98+709=807$
$186+30=116$,$186+30=216$
$771+38=818$,$771+38=809$
$341+65=305$,$341+65=406$
$44+459=403$,$44+459=503$
$706+80=886$,$706+80=786$
$91+624=814$,$91+624=715$
$51+554=604$,$51+554=605$
$621+23=643$,$621+23=644$
$919+75=1074,$919+75=994$
$810+81=981$,$810+81=891$
$147+36=184$,$147+36=183$
$28+231=269$,$28+231=259$
$721+36=756$,$721+36=757$
$127+25=153$,$127+25=152$
$53+548=501$,$53+548=601$
$719+72=881$,$719+72=791$
$149+71=210$,$149+71=220$
$604+96=600$,$604+96=700$
$881+33=913$,$881+33=914$
$433+71=404$,$433+71=504$
$72+324=495$,$72+324=396$
$293+17=210$,$293+17=310$
$329+72=391$,$329+72=401$
$861+25=885$,$861+25=886$
$22+889=1011,$22+889=911$
$52+598=640$,$52+598=650$
$471+49=529$,$471+49=520$
$96+705=701$,$96+705=801$
$917+59=1056,$917+59=976$
$22+894=1016,$22+894=916$
$123+24=148$,$123+24=147$
$203+90=393$,$203+90=293$
$900+81=1001,$900+81=981$
$75+115=1000,$75+115=190$
$21+937=1058,$21+937=958$
$548+22=560$,$548+22=570$
$301+87=387$,$301+87=388$
$780+19=709$,$780+19=799$
$55+936=1091,$55+936=991$
$583+31=514$,$583+31=614$
$329+11=330$,$329+11=340$
