63228/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.2, 'block_size': 1024, 'batch_size': 12, 'test_batch_size': 2048, 'max_iters': 6000, 'eval_interval': 100, 'min_lr': 0.0001, 'max_lr': 0.001, 'warmup_iters': 100, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 1, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'plain_addition_dollar_signs_false_1_resampled'}
639+801=1430,639+801=1440
808+395=1103,808+395=1203
704+296=900,704+296=1000
787+413=1100,787+413=1200
899+807=1606,899+807=1706
808+496=1204,808+496=1304
529+791=1310,529+791=1320
394+807=1101,394+807=1201
153+848=901,153+848=1001
809+595=1304,809+595=1404
607+591=1298,607+591=1198
855+345=1190,855+345=1200
817+183=900,817+183=1000
476+926=1302,476+926=1402
660+719=1389,660+719=1379
429+691=1110,429+691=1120
601+898=1599,601+898=1499
760+639=1499,760+639=1399
796+809=1505,796+809=1605
949+241=1180,949+241=1190
485+719=1104,485+719=1204
875+425=1290,875+425=1300
932+232=1644,932+232=1164
949+253=1102,949+253=1202
966+635=1501,966+635=1601
691+606=1397,691+606=1297
520+980=1590,520+980=1500
822+788=1600,822+788=1610
497+504=901,497+504=1001
649+955=1504,649+955=1604
373+728=1001,373+728=1101
302+896=1298,302+896=1198
211+987=1298,211+987=1198
404+894=1398,404+894=1298
943+357=1200,943+357=1300
360+999=1369,360+999=1359
662+437=1199,662+437=1099
426+674=1000,426+674=1100
787+214=901,787+214=1001
965+415=1370,965+415=1380
592+507=1199,592+507=1099
681+617=1398,681+617=1298
899+401=1200,899+401=1300
593+808=1301,593+808=1401
298+882=1170,298+882=1180
659+743=1302,659+743=1402
715+782=1597,715+782=1497
907+197=1004,907+197=1104
877+924=1701,877+924=1801
991+608=1699,991+608=1599
652+547=1299,652+547=1199
853+225=1068,853+225=1078
543+559=1002,543+559=1102
912+300=1122,912+300=1212
696+507=1103,696+507=1203
326+674=900,326+674=1000
971+931=1802,971+931=1902
887+281=1158,887+281=1168
640+680=1310,640+680=1320
838+552=1380,838+552=1390
804+699=1403,804+699=1503
992+208=1100,992+208=1200
726+664=1380,726+664=1390
614+982=1696,614+982=1596
760+449=1219,760+449=1209
786+718=1404,786+718=1504
741+259=900,741+259=1000
940+110=1450,940+110=1050
487+615=1002,487+615=1102
843+847=1680,843+847=1690
810+890=1600,810+890=1700
852+538=1380,852+538=1390
813+221=1344,813+221=1034
638+963=1501,638+963=1601
557+943=1400,557+943=1500
899+602=1401,899+602=1501
960+238=1298,960+238=1198
616+983=1699,616+983=1599
872+508=1370,872+508=1380
520+880=1390,520+880=1400
428+674=1002,428+674=1102
623+776=1499,623+776=1399
888+514=1302,888+514=1402
849+445=1284,849+445=1294
192+907=1199,192+907=1099
701+598=1399,701+598=1299
654+447=1001,654+447=1101
666+534=1100,666+534=1200
432+967=1499,432+967=1399
338+762=1000,338+762=1100
260+859=1129,260+859=1119
586+415=901,586+415=1001
994+108=1002,994+108=1102
673+526=1299,673+526=1199
760+249=1019,760+249=1009
338+961=1399,338+961=1299
953+524=1467,953+524=1477
911+789=1600,911+789=1700
875+727=1502,875+727=1602
703+301=1044,703+301=1004
839+264=1003,839+264=1103
420+681=1001,420+681=1101
725+375=1000,725+375=1100
704+697=1301,704+697=1401
817+986=1703,817+986=1803
638+852=1480,638+852=1490
731+449=1170,731+449=1180
760+769=1539,760+769=1529
622+576=1298,622+576=1198
910+322=1322,910+322=1232
785+216=901,785+216=1001
348+851=1299,348+851=1199
645+956=1501,645+956=1601
509+891=1390,509+891=1400
679+401=1070,679+401=1080
952+349=1201,952+349=1301
932+369=1201,932+369=1301
810+220=1300,810+220=1030
726+564=1280,726+564=1290
973+807=1770,973+807=1780
831+201=1322,831+201=1032
415+884=1399,415+884=1299
805+895=1600,805+895=1700
496+705=1101,496+705=1201
653+747=1390,653+747=1400
972+529=1401,972+529=1501
994+307=1201,994+307=1301
843+737=1570,843+737=1580
769+930=1799,769+930=1699
749+301=1040,749+301=1050
697+804=1401,697+804=1501
744+646=1380,744+646=1390
879+320=1299,879+320=1199
448+653=1001,448+653=1101
809+898=1607,809+898=1707
427+677=1004,427+677=1104
464+636=1000,464+636=1100
998+106=1004,998+106=1104
901+802=1603,901+802=1703
487+714=1101,487+714=1201
951+159=1100,951+159=1110
974+628=1502,974+628=1602
445+557=902,445+557=1002
813+685=1598,813+685=1498
330+890=1210,330+890=1220
999+984=1973,999+984=1983
984+196=1170,984+196=1180
614+783=1497,614+783=1397
794+708=1402,794+708=1502
886+280=1156,886+280=1166
897+703=1500,897+703=1600
986+782=1758,986+782=1768
407+794=1101,407+794=1201
205+795=900,205+795=1000
995+106=1001,995+106=1101
499+791=1280,499+791=1290
854+536=1380,854+536=1390
249+960=1219,249+960=1209
118+981=1199,118+981=1099
909+592=1401,909+592=1501
822+323=1455,822+323=1145
153+927=1070,153+927=1080
941+154=1085,941+154=1095
906+296=1102,906+296=1202
549+541=1080,549+541=1090
739+761=1400,739+761=1500
967+423=1380,967+423=1390
724+875=1699,724+875=1599
742+359=1001,742+359=1101
830+870=1600,830+870=1700
927+178=1005,927+178=1105
687+713=1300,687+713=1400
571+728=1399,571+728=1299
647+853=1400,647+853=1500
686+716=1302,686+716=1402
903+323=1266,903+323=1226
949+191=1130,949+191=1140
542+838=1370,542+838=1380
983+997=1970,983+997=1980
864+526=1380,864+526=1390
596+604=1100,596+604=1200
743+947=1680,743+947=1690
552+449=901,552+449=1001
939+991=1920,939+991=1930
637+553=1180,637+553=1190
930+590=1510,930+590=1520
831+221=1522,831+221=1052
538+863=1301,538+863=1401
697+403=1000,697+403=1100
547+854=1301,547+854=1401
847+543=1380,847+543=1390
886+215=1001,886+215=1101
933+268=1101,933+268=1201
588+714=1202,588+714=1302
995+206=1101,995+206=1201
945+555=1400,945+555=1500
698+805=1403,698+805=1503
842+548=1380,842+548=1390
561+838=1499,561+838=1399
920+103=1233,920+103=1023
718+983=1601,718+983=1701
806+197=903,806+197=1003
886+780=1656,886+780=1666
610+789=1499,610+789=1399
824+956=1770,824+956=1780
974+629=1503,974+629=1603
303+797=1000,303+797=1100
579+620=1299,579+620=1199
996+408=1304,996+408=1404
796+207=903,796+207=1003
677+827=1404,677+827=1504
723+774=1597,723+774=1497
725+555=1270,725+555=1280
799+704=1403,799+704=1503
728+976=1604,728+976=1704
606+593=1299,606+593=1199
201+848=1059,201+848=1049
793+807=1500,793+807=1600
592+506=1198,592+506=1098
808+498=1206,808+498=1306
166+924=1080,166+924=1090
271+925=1296,271+925=1196
828+276=1004,828+276=1104
838+302=1130,838+302=1140
188+892=1070,188+892=1080
638+762=1300,638+762=1400
737+864=1501,737+864=1601
976+628=1504,976+628=1604
935+168=1003,935+168=1103
419+783=1102,419+783=1202
931+369=1200,931+369=1300
242+958=1190,242+958=1200
771+929=1600,771+929=1700
908+598=1406,908+598=1506
887+614=1401,887+614=1501
703+310=1133,703+310=1013
977+529=1406,977+529=1506
988+480=1458,988+480=1468
914+585=1599,914+585=1499
155+945=1000,155+945=1100
724+772=1596,724+772=1496
806+495=1201,806+495=1301
907+495=1302,907+495=1402
858+442=1200,858+442=1300
653+848=1401,653+848=1501
898+382=1270,898+382=1280
833+897=1720,833+897=1730
837+653=1480,837+653=1490
823+887=1700,823+887=1710
482+618=1000,482+618=1100
510+989=1599,510+989=1499
649+991=1630,649+991=1640
649+651=1200,649+651=1300
792+409=1101,792+409=1201
773+829=1502,773+829=1602
949+152=1001,949+152=1101
112+986=1198,112+986=1098
745+345=1080,745+345=1090
800+222=1222,800+222=1022
655+746=1301,655+746=1401
852+441=1283,852+441=1293
819+885=1604,819+885=1704
898+904=1702,898+904=1802
873+828=1601,873+828=1701
920+884=1704,920+884=1804
777+725=1402,777+725=1502
808+692=1400,808+692=1500
652+949=1501,652+949=1601
838+352=1180,838+352=1190
997+505=1402,997+505=1502
513+885=1498,513+885=1398
935+255=1180,935+255=1190
821+232=1533,821+232=1053
238+864=1002,238+864=1102
924+112=1136,924+112=1036
832+498=1320,832+498=1330
942+359=1201,942+359=1301
598+802=1300,598+802=1400
663+837=1400,663+837=1500
833+302=1355,833+302=1135
531+868=1499,531+868=1399
114+985=1199,114+985=1099
800+801=1501,800+801=1601
653+647=1290,653+647=1300
549+951=1400,549+951=1500
995+185=1170,995+185=1180
497+708=1105,497+708=1205
398+782=1170,398+782=1180
960+953=1923,960+953=1913
599+981=1570,599+981=1580
953+347=1200,953+347=1300
929+176=1005,929+176=1105
384+716=1000,384+716=1100
385+915=1200,385+915=1300
484+916=1300,484+916=1400
754+846=1590,754+846=1600
578+622=1100,578+622=1200
622+676=1398,622+676=1298
912+202=1144,912+202=1114
538+892=1420,538+892=1430
492+808=1200,492+808=1300
521+877=1498,521+877=1398
837+453=1280,837+453=1290
534+765=1399,534+765=1299
615+883=1598,615+883=1498
413+985=1498,413+985=1398
908+997=1805,908+997=1905
752+448=1290,752+448=1200
832+321=1533,832+321=1153
209+971=1170,209+971=1180
671+626=1397,671+626=1297
719+571=1280,719+571=1290
920+783=1603,920+783=1703
895+406=1201,895+406=1301
993+907=1800,993+907=1900
321+975=1396,321+975=1296
544+559=1003,544+559=1103
629+531=1150,629+531=1160
574+928=1402,574+928=1502
727+663=1380,727+663=1390
510+589=1199,510+589=1099
959+301=1250,959+301=1260
138+964=1002,138+964=1102
912+303=1155,912+303=1215
400+739=1149,400+739=1139
958+542=1400,958+542=1500
705+997=1602,705+997=1702
785+419=1104,785+419=1204
385+819=1104,385+819=1204
963+423=1376,963+423=1386
660+489=1159,660+489=1149
429+675=1004,429+675=1104
513+585=1198,513+585=1098
167+933=1000,167+933=1100
905+597=1402,905+597=1502
548+651=1299,548+651=1199
946+254=1100,946+254=1200
726+673=1499,726+673=1399
414+686=1000,414+686=1100
900+102=1022,900+102=1002
708+695=1303,708+695=1403
906+694=1500,906+694=1600
575+725=1200,575+725=1300
491+909=1300,491+909=1400
208+796=904,208+796=1004
910+790=1600,910+790=1700
745+945=1680,745+945=1690
821+230=1511,821+230=1051
285+917=1102,285+917=1202
904+796=1600,904+796=1700
542+458=900,542+458=1000
930+103=1333,930+103=1033
804+198=902,804+198=1002
693+408=1001,693+408=1101
544+736=1270,544+736=1280
933+310=1433,933+310=1243
699+491=1180,699+491=1190
236+864=1000,236+864=1100
851+197=1038,851+197=1048
776+925=1601,776+925=1701
998+180=1168,998+180=1178
633+957=1580,633+957=1590
743+959=1602,743+959=1702
963+417=1370,963+417=1380
989+981=1960,989+981=1970
892+908=1700,892+908=1800
978+928=1806,978+928=1906
813+302=1155,813+302=1115
971+629=1500,971+629=1600
954+736=1680,954+736=1690
726+573=1399,726+573=1299
996+681=1667,996+681=1677
959+541=1400,959+541=1500
786+217=903,786+217=1003
296+805=1001,296+805=1101
570+628=1298,570+628=1198
897+405=1202,897+405=1302
595+407=902,595+407=1002
789+314=1003,789+314=1103
957+143=1000,957+143=1100
719+985=1604,719+985=1704
701+322=1233,701+322=1023
788+413=1101,788+413=1201
889+771=1650,889+771=1660
810+323=1333,810+323=1133
733+547=1270,733+547=1280
997+181=1168,997+181=1178
952+126=1068,952+126=1078
376+826=1102,376+826=1202
984+518=1402,984+518=1502
875+515=1380,875+515=1390
942+162=1004,942+162=1104
615+982=1697,615+982=1597
899+681=1570,899+681=1580
867+933=1700,867+933=1800
801+302=1003,801+302=1103
883+818=1601,883+818=1701
949+531=1470,949+531=1480
939+162=1001,939+162=1101
753+327=1070,753+327=1080
816+184=900,816+184=1000
675+928=1503,675+928=1603
755+935=1680,755+935=1690
903+800=1603,903+800=1703
990+911=1801,990+911=1901
427+613=1030,427+613=1040
829+272=1001,829+272=1101
588+918=1406,588+918=1506
908+994=1802,908+994=1902
299+781=1070,299+781=1080
997+203=1100,997+203=1200
738+842=1570,738+842=1580
988+614=1502,988+614=1602
734+764=1598,734+764=1498
959+431=1380,959+431=1390
622+775=1497,622+775=1397
993+708=1601,993+708=1701
477+723=1100,477+723=1200
510+789=1399,510+789=1299
485+918=1303,485+918=1403
588+912=1400,588+912=1500
709+581=1280,709+581=1290
914+186=1000,914+186=1100
665+936=1501,665+936=1601
974+316=1280,974+316=1290
339+860=1299,339+860=1199
952+528=1470,952+528=1480
798+304=1002,798+304=1102
714+785=1599,714+785=1499
309+871=1170,309+871=1180
954+936=1880,954+936=1890
777+403=1170,777+403=1180
869+440=1319,869+440=1309
924+279=1103,924+279=1203
438+763=1101,438+763=1201
409+694=1003,409+694=1103
833+331=1644,833+331=1164
939+555=1484,939+555=1494
502+796=1398,502+796=1298
612+884=1596,612+884=1496
511+988=1599,511+988=1499
843+447=1280,843+447=1290
629+771=1300,629+771=1400
834+556=1380,834+556=1390
561+536=1197,561+536=1097
638+562=1100,638+562=1200
809+393=1102,809+393=1202
694+308=902,694+308=1002
904+298=1102,904+298=1202
932+768=1600,932+768=1700
721+333=1544,721+333=1054
544+557=1001,544+557=1101
539+863=1302,539+863=1402
939+168=1007,939+168=1107
317+982=1399,317+982=1299
499+602=1001,499+602=1101
906+294=1100,906+294=1200
887+413=1200,887+413=1300
836+954=1780,836+954=1790
906+798=1604,906+798=1704
760+489=1259,760+489=1249
932+311=1433,932+311=1243
787+814=1501,787+814=1601
951+649=1500,951+649=1600
902+133=1355,902+133=1035
442+757=1299,442+757=1199
911+333=1444,911+333=1244
731+949=1670,731+949=1680
510+787=1397,510+787=1297
833+168=901,833+168=1001
731+568=1399,731+568=1299
803+998=1701,803+998=1801
772+427=1299,772+427=1199
197+805=902,197+805=1002
696+906=1502,696+906=1602
749+501=1240,749+501=1250
826+554=1370,826+554=1380
515+685=1100,515+685=1200
429+811=1230,429+811=1240
839+301=1130,839+301=1140
963+414=1367,963+414=1377
976+214=1180,976+214=1190
497+804=1201,497+804=1301
610+589=1299,610+589=1199
801+303=1004,801+303=1104
565+925=1480,565+925=1490
728+462=1180,728+462=1190
231+870=1001,231+870=1101
929+874=1703,929+874=1803
534+856=1380,534+856=1390
842+758=1500,842+758=1600
802+333=1335,802+333=1135
986+504=1480,986+504=1490
908+582=1480,908+582=1490
738+963=1601,738+963=1701
404+797=1101,404+797=1201
732+988=1710,732+988=1720
639+941=1570,639+941=1580
553+549=1002,553+549=1102
431+589=1010,431+589=1020
743+997=1730,743+997=1740
829+991=1810,829+991=1820
275+827=1002,275+827=1102
826+954=1770,826+954=1780
298+892=1180,298+892=1190
967+233=1100,967+233=1200
554+636=1180,554+636=1190
501+997=1598,501+997=1498
448+553=901,448+553=1001
793+908=1601,793+908=1701
998+505=1403,998+505=1503
839+181=1010,839+181=1020
152+948=1090,152+948=1100
638+702=1330,638+702=1340
803+330=1333,803+330=1133
585+917=1402,585+917=1502
848+442=1280,848+442=1290
611+588=1299,611+588=1199
829+501=1320,829+501=1330
899+791=1680,899+791=1690
721+677=1498,721+677=1398
884+216=1000,884+216=1100
912+223=1355,912+223=1135
702+998=1600,702+998=1700
702+395=1197,702+395=1097
782+718=1400,782+718=1500
939+551=1480,939+551=1490
553+727=1270,553+727=1280
439+581=1010,439+581=1020
312+986=1398,312+986=1298
939+681=1610,939+681=1620
195+808=903,195+808=1003
383+918=1201,383+918=1301
779+721=1400,779+721=1500
840+260=1000,840+260=1100
282+916=1298,282+916=1198
428+682=1100,428+682=1110
602+492=1194,602+492=1094
988+311=1399,988+311=1299
262+837=1199,262+837=1099
515+983=1598,515+983=1498
603+894=1597,603+894=1497
923+302=1255,923+302=1225
886+716=1502,886+716=1602
696+406=1002,696+406=1102
930+333=1633,930+333=1263
752+313=1055,752+313=1065
412+985=1497,412+985=1397
648+955=1503,648+955=1603
565+735=1200,565+735=1300
360+929=1299,360+929=1289
797+603=1300,797+603=1400
841+449=1280,841+449=1290
813+301=1144,813+301=1114
877+513=1380,877+513=1390
784+719=1403,784+719=1503
864+736=1500,864+736=1600
209+796=905,209+796=1005
912+189=1001,912+189=1101
808+694=1402,808+694=1502
905+796=1601,905+796=1701
683+318=901,683+318=1001
491+709=1100,491+709=1200
743+547=1280,743+547=1290
992+308=1200,992+308=1300
801+901=1602,801+901=1702
964+536=1400,964+536=1500
988+912=1800,988+912=1900
629+791=1410,629+791=1420
205+897=1002,205+897=1102
595+406=901,595+406=1001
427+983=1400,427+983=1410
792+708=1400,792+708=1500
528+792=1310,528+792=1320
482+918=1300,482+918=1400
241+859=1090,241+859=1100
245+855=1000,245+855=1100
721+322=1433,721+322=1043
857+333=1180,857+333=1190
671+829=1400,671+829=1500
679+620=1399,679+620=1299
631+499=1120,631+499=1130
431+899=1320,431+899=1330
981+419=1300,981+419=1400
827+572=1499,827+572=1399
228+873=1001,228+873=1101
941+103=1334,941+103=1044
887+880=1757,887+880=1767
760+649=1419,760+649=1409
918+582=1400,918+582=1500
707+796=1403,707+796=1503
183+897=1070,183+897=1080
628+672=1200,628+672=1300
829+801=1620,829+801=1630
484+617=1001,484+617=1101
848+953=1701,848+953=1801
839+991=1820,839+991=1830
953+449=1302,953+449=1402
654+434=1078,654+434=1088
173+928=1001,173+928=1101
784+718=1402,784+718=1502
876+302=1168,876+302=1178
839+391=1220,839+391=1230
151+949=1090,151+949=1100
842+198=1030,842+198=1040
560+869=1439,560+869=1429
683+616=1399,683+616=1299
260+756=1026,260+756=1016
980+521=1401,980+521=1501
433+667=1000,433+667=1100
936+964=1800,936+964=1900
713+343=1556,713+343=1056
513+985=1598,513+985=1498
435+566=901,435+566=1001
810+200=1100,810+200=1010
699+808=1407,699+808=1507
777+825=1502,777+825=1602
723+776=1599,723+776=1499
596+804=1300,596+804=1400
977+124=1001,977+124=1101
939+563=1402,939+563=1502
892+208=1000,892+208=1100
966+424=1380,966+424=1390
913+328=1251,913+328=1241
485+616=1001,485+616=1101
161+968=1139,161+968=1129
595+805=1300,595+805=1400
943+160=1003,943+160=1103
464+936=1300,464+936=1400
941+343=1274,941+343=1284
899+903=1702,899+903=1802
927+101=1018,927+101=1028
969+340=1319,969+340=1309
856+744=1500,856+744=1600
778+424=1102,778+424=1202
902+111=1133,902+111=1013
795+306=1001,795+306=1101
198+982=1170,198+982=1180
297+805=1002,297+805=1102
209+992=1101,209+992=1201
838+266=1004,838+266=1104
189+871=1050,189+871=1060
888+212=1000,888+212=1100
617+982=1699,617+982=1599
494+907=1301,494+907=1401
773+407=1170,773+407=1180
439+663=1002,439+663=1102
708+572=1270,708+572=1280
998+703=1601,998+703=1701
894+209=1003,894+209=1103
161+953=1124,161+953=1114
806+295=1001,806+295=1101
406+993=1499,406+993=1399
887+403=1280,887+403=1290
933+223=1566,933+223=1156
298+807=1005,298+807=1105
669+930=1699,669+930=1599
838+262=1000,838+262=1100
796+505=1201,796+505=1301
255+847=1002,255+847=1102
980+922=1802,980+922=1902
744+346=1080,744+346=1090
767+734=1401,767+734=1501
977+926=1803,977+926=1903
798+482=1270,798+482=1280
814+584=1498,814+584=1398
953+417=1360,953+417=1370
389+881=1260,389+881=1270
986+516=1402,986+516=1502
461+637=1198,461+637=1098
820+210=1200,820+210=1030
711+488=1299,711+488=1199
675+925=1500,675+925=1600
603+996=1699,603+996=1599
722+313=1355,722+313=1035
809+793=1502,809+793=1602
643+897=1530,643+897=1540
939+781=1710,939+781=1720
839+951=1780,839+951=1790
906+897=1703,906+897=1803
322+976=1398,322+976=1298
849+852=1601,849+852=1701
982+618=1500,982+618=1600
749+953=1602,749+953=1702
708+794=1402,708+794=1502
914+886=1700,914+886=1800
813+201=1144,813+201=1014
339+681=1010,339+681=1020
437+853=1280,437+853=1290
777+523=1200,777+523=1300
899+203=1002,899+203=1102
806+699=1405,806+699=1505
899+806=1605,899+806=1705
319+981=1390,319+981=1300
551+549=1090,551+549=1100
587+917=1404,587+917=1504
986+518=1404,986+518=1504
642+528=1160,642+528=1170
786+714=1400,786+714=1500
435+565=900,435+565=1000
810+310=1210,810+310=1120
416+784=1100,416+784=1200
887+715=1502,887+715=1602
739+551=1280,739+551=1290
908+797=1605,908+797=1705
505+894=1499,505+894=1399
549+781=1320,549+781=1330
635+955=1580,635+955=1590
510+985=1595,510+985=1495
697+506=1103,697+506=1203
864+316=1170,864+316=1180
660+637=1397,660+637=1297
700+398=1198,700+398=1098
722+332=1544,722+332=1054
269+840=1119,269+840=1109
454+726=1170,454+726=1180
415+983=1498,415+983=1398
543+957=1490,543+957=1500
829+351=1170,829+351=1180
804+696=1400,804+696=1500
835+166=901,835+166=1001
298+982=1270,298+982=1280
867+323=1180,867+323=1190
825+773=1698,825+773=1598
803+997=1700,803+997=1800
902+301=1003,902+301=1203
920+782=1602,920+782=1702
798+809=1507,798+809=1607
453+727=1170,453+727=1180
902+210=1122,902+210=1112
739+549=1278,739+549=1288
667+533=1100,667+533=1200
460+729=1199,460+729=1189
438+664=1002,438+664=1102
360+789=1159,360+789=1149
558+942=1400,558+942=1500
539+551=1080,539+551=1090
938+762=1600,938+762=1700
800+904=1604,800+904=1704
884+318=1102,884+318=1202
955+535=1480,955+535=1490
555+745=1200,555+745=1300
894+307=1101,894+307=1201
512+884=1496,512+884=1396
762+437=1299,762+437=1199
928+873=1701,928+873=1801
549+552=1001,549+552=1101
735+763=1598,735+763=1498
801+230=1311,801+230=1031
393+807=1100,393+807=1200
899+502=1301,899+502=1401
795+905=1600,795+905=1700
518+583=1001,518+583=1101
991+809=1700,991+809=1800
573+728=1201,573+728=1301
872+327=1299,872+327=1199
640+980=1610,640+980=1620
510+887=1497,510+887=1397
796+905=1601,796+905=1701
839+961=1700,839+961=1800
799+804=1503,799+804=1603
385+718=1003,385+718=1103
520+790=1300,520+790=1310
147+853=900,147+853=1000
776+314=1080,776+314=1090
541+757=1398,541+757=1298
998+406=1304,998+406=1404
455+946=1301,455+946=1401
960+337=1397,960+337=1297
796+604=1300,796+604=1400
196+884=1070,196+884=1080
247+854=1001,247+854=1101
776+824=1500,776+824=1600
763+939=1602,763+939=1702
537+663=1100,537+663=1200
954+436=1380,954+436=1390
848+432=1270,848+432=1280
740+880=1610,740+880=1620
794+407=1101,794+407=1201
649+753=1302,649+753=1402
977+929=1806,977+929=1906
721+379=1000,721+379=1100
854+847=1601,854+847=1701
575+728=1203,575+728=1303
602+493=1195,602+493=1095
697+505=1102,697+505=1202
900+339=1249,900+339=1239
881+518=1499,881+518=1399
905+198=1003,905+198=1103
749+952=1601,749+952=1701
839+454=1283,839+454=1293
611+488=1199,611+488=1099
948+253=1101,948+253=1201
963+225=1178,963+225=1188
998+304=1202,998+304=1302
697+906=1503,697+906=1603
995+885=1870,995+885=1880
359+940=1399,359+940=1299
833+332=1655,833+332=1165
209+881=1080,209+881=1090
934+168=1002,934+168=1102
907+599=1406,907+599=1506
812+312=1234,812+312=1124
603+492=1195,603+492=1095
966+624=1580,966+624=1590
