39936/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 3, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': False, 'resample_data': True, 'name': 'plain_addition_dollar_signs_false_3_resampled'}
51+217=166,51+217=268
25+201=103,25+201=226
801+52=843,801+52=853
13+436=134,13+436=449
866+37=913,866+37=903
81+333=101,81+333=414
82+106=109,82+106=188
590+28=628,590+28=618
54+622=127,54+622=676
28+665=129,28+665=693
69+913=108,69+913=982
865+88=107,865+88=953
834+61=985,834+61=895
39+395=102,39+395=434
67+622=128,67+622=689
619+79=688,619+79=698
331+94=435,331+94=425
22+577=129,22+577=599
653+62=705,653+62=715
848+30=978,848+30=878
65+377=124,65+377=442
614+21=645,614+21=635
71+348=102,71+348=419
11+902=101,11+902=913
25+411=103,25+411=436
90+109=109,90+109=199
789+80=879,789+80=869
47+918=157,47+918=965
21+897=102,21+897=918
72+547=122,72+547=619
571+13=674,571+13=584
96+829=102,96+829=925
86+579=116,86+579=665
364+51=515,364+51=415
48+593=154,48+593=641
848+82=103,848+82=930
15+494=100,15+494=509
899+52=941,899+52=951
70+178=114,70+178=248
10+759=156,10+759=769
81+793=117,81+793=874
40+721=136,40+721=761
763+46=819,763+46=809
50+558=120,50+558=608
578+97=676,578+97=675
218+19=227,218+19=237
503+96=698,503+96=599
88+609=110,88+609=697
40+540=128,40+540=580
317+87=494,317+87=404
480+21=411,480+21=501
11+596=100,11+596=607
374+50=524,374+50=424
74+858=113,74+858=932
965+26=124,965+26=991
631+19=640,631+19=650
67+429=129,67+429=496
96+818=101,96+818=914
59+917=167,59+917=976
605+79=774,605+79=684
88+502=110,88+502=590
10+208=102,10+208=218
35+331=105,35+331=366
39+623=136,39+623=662
15+751=136,15+751=766
93+500=159,93+500=593
85+343=122,85+343=428
483+49=521,483+49=532
285+83=379,285+83=368
648+68=717,648+68=716
55+627=138,55+627=682
15+565=127,15+565=580
292+92=101,292+92=384
39+479=121,39+479=518
37+137=157,37+137=174
77+630=110,77+630=707
74+839=111,74+839=913
431+82=512,431+82=513
99+785=127,99+785=884
28+501=133,28+501=529
414+85=592,414+85=499
44+717=137,44+717=761
74+249=102,74+249=323
22+511=133,22+511=533
58+691=135,58+691=749
329+25=364,329+25=354
40+807=154,40+807=847
91+846=103,91+846=937
776+20=797,776+20=796
650+51=671,650+51=701
33+460=129,33+460=493
36+388=122,36+388=424
15+572=137,15+572=587
906+61=103,906+61=967
42+139=178,42+139=181
24+396=102,24+396=420
81+496=107,81+496=577
858+17=876,858+17=875
47+141=108,47+141=188
90+366=145,90+366=456
94+651=114,94+651=745
520+97=627,520+97=617
95+530=142,95+530=625
51+144=100,51+144=195
191+79=107,191+79=270
94+768=176,94+768=862
153+35=178,153+35=188
700+56=856,700+56=756
66+630=129,66+630=696
10+665=157,10+665=675
48+566=121,48+566=614
358+27=396,358+27=385
60+462=122,60+462=522
40+708=154,40+708=748
487+15=523,487+15=502
53+402=125,53+402=455
408+80=588,408+80=488
66+759=152,66+759=825
21+325=144,21+325=346
570+30=501,570+30=600
422+52=574,422+52=474
207+29=226,207+29=236
53+903=155,53+903=956
150+36=173,150+36=186
863+29=992,863+29=892
50+930=157,50+930=980
823+37=950,823+37=860
87+487=117,87+487=574
906+60=157,906+60=966
131+42=153,131+42=173
361+37=498,361+37=398
31+568=130,31+568=599
276+69=245,276+69=345
26+813=133,26+813=839
952+45=100,952+45=997
37+437=127,37+437=474
722+75=887,722+75=797
18+681=130,18+681=699
60+702=157,60+702=762
67+799=157,67+799=866
820+21=831,820+21=841
398+85=573,398+85=483
44+812=155,44+812=856
886+82=107,886+82=968
83+884=107,83+884=967
22+537=155,22+537=559
34+112=104,34+112=146
635+24=658,635+24=659
52+156=120,52+156=208
62+567=122,62+567=629
830+34=964,830+34=864
135+48=273,135+48=183
53+202=105,53+202=255
64+499=107,64+499=563
170+64=142,170+64=234
165+38=204,165+38=203
338+31=368,338+31=369
811+54=855,811+54=865
66+347=101,66+347=413
755+93=958,755+93=848
63+617=127,63+617=680
86+217=101,86+217=303
331+19=349,331+19=350
16+252=107,16+252=268
85+629=111,85+629=714
86+498=108,86+498=584
32+963=119,32+963=995
544+90=644,544+90=634
699+33=722,699+33=732
45+625=137,45+625=670
30+308=103,30+308=338
86+541=112,86+541=627
644+13=667,644+13=657
28+137=156,28+137=165
611+74=775,611+74=685
586+43=620,586+43=629
277+16=273,277+16=293
66+571=123,66+571=637
642+94=746,642+94=736
85+377=107,85+377=462
16+238=105,16+238=254
484+22=516,484+22=506
881+39=919,881+39=920
692+60=751,692+60=752
53+582=133,53+582=635
331+97=438,331+97=428
433+82=625,433+82=515
70+231=100,70+231=301
706+93=890,706+93=799
850+83=923,850+83=933
65+316=108,65+316=381
57+189=104,57+189=246
87+169=105,87+169=256
156+32=178,156+32=188
233+41=364,233+41=274
97+221=101,97+221=318
75+742=111,75+742=817
45+123=106,45+123=168
244+67=201,244+67=311
25+811=133,25+811=836
919+78=987,919+78=997
961+24=975,961+24=985
63+767=113,63+767=830
954+16=971,954+16=970
47+737=158,47+737=784
335+22=367,335+22=357
465+34=590,465+34=499
95+757=175,95+757=852
719+97=806,719+97=816
98+502=150,98+502=600
529+74=593,529+74=603
902+87=979,902+87=989
60+456=122,60+456=516
225+14=240,225+14=239
116+11=167,116+11=127
17+881=139,17+881=898
93+277=107,93+277=370
99+330=102,99+330=429
67+392=106,67+392=459
90+604=150,90+604=694
24+643=156,24+643=667
658+46=605,658+46=704
37+644=158,37+644=681
18+884=151,18+884=902
197+64=251,197+64=261
24+730=135,24+730=754
605+52=757,605+52=657
61+288=105,61+288=349
91+526=101,91+526=617
591+96=677,591+96=687
916+14=941,916+14=930
11+377=123,11+377=388
389+30=429,389+30=419
54+755=120,54+755=809
97+171=107,97+171=268
63+896=165,63+896=959
53+807=156,53+807=860
587+66=654,587+66=653
61+695=155,61+695=756
72+590=116,72+590=662
50+368=121,50+368=418
181+20=110,181+20=201
85+603=119,85+603=688
111+50=151,111+50=161
75+607=118,75+607=682
253+47=200,253+47=300
69+193=107,69+193=262
401+69=550,401+69=470
14+396=101,14+396=410
881+36=926,881+36=917
91+439=103,91+439=530
26+869=159,26+869=895
492+11=512,492+11=503
96+571=117,96+571=667
22+360=128,22+360=382
502+95=697,502+95=597
292+63=105,292+63=355
378+14=402,378+14=392
798+41=849,798+41=839
51+547=120,51+547=598
143+24=166,143+24=167
851+90=940,851+90=941
78+795=117,78+795=873
892+61=952,892+61=953
52+362=101,52+362=414
259+21=270,259+21=280
46+660=121,46+660=706
79+484=107,79+484=563
98+455=154,98+455=553
73+806=167,73+806=879
103+78=270,103+78=181
656+13=670,656+13=669
648+74=622,648+74=722
330+61=471,330+61=391
69+562=123,69+562=631
87+844=172,87+844=931
607+63=671,607+63=670
352+94=546,352+94=446
23+483=100,23+483=506
10+790=110,10+790=800
32+491=102,32+491=523
11+592=100,11+592=603
958+21=100,958+21=979
92+445=143,92+445=537
594+81=674,594+81=675
423+32=544,423+32=455
29+612=134,29+612=641
402+76=577,402+76=478
79+621=109,79+621=700
62+863=152,62+863=925
101+44=144,101+44=145
98+316=101,98+316=414
41+657=119,41+657=698
56+205=107,56+205=261
70+741=111,70+741=811
95+431=102,95+431=526
416+44=551,416+44=460
550+20=571,550+20=570
605+58=653,605+58=663
53+888=154,53+888=941
57+233=108,57+233=290
17+323=134,17+323=340
32+641=137,32+641=673
21+722=134,21+722=743
763+25=887,763+25=788
97+621=111,97+621=718
89+827=111,89+827=916
45+716=137,45+716=761
35+380=121,35+380=415
66+271=113,66+271=337
20+718=153,20+718=738
137+57=284,137+57=194
847+56=904,847+56=903
72+784=115,72+784=856
905+49=144,905+49=954
50+555=120,50+555=605
312+55=467,312+55=367
293+51=105,293+51=344
66+607=137,66+607=673
504+90=694,504+90=594
702+55=847,702+55=757
49+621=137,49+621=670
72+558=123,72+558=630
19+790=130,19+790=809
111+41=144,111+41=152
26+571=129,26+571=597
150+54=112,150+54=204
19+249=106,19+249=268
588+21=519,588+21=609
22+423=154,22+423=445
566+71=647,566+71=637
35+714=134,35+714=749
18+707=132,18+707=725
68+897=167,68+897=965
78+216=109,78+216=294
834+17=951,834+17=851
204+55=258,204+55=259
21+820=134,21+820=841
525+36=551,525+36=561
813+24=946,813+24=837
74+875=115,74+875=949
953+45=101,953+45=998
99+324=102,99+324=423
91+476=107,91+476=567
12+937=154,12+937=949
78+318=109,78+318=396
67+818=158,67+818=885
636+56=792,636+56=692
63+679=124,63+679=742
295+49=244,295+49=344
565+67=123,565+67=632
94+113=100,94+113=207
41+202=103,41+202=243
60+596=156,60+596=656
49+451=120,49+451=500
76+667=114,76+667=743
158+32=270,158+32=190
13+582=139,13+582=595
830+77=997,830+77=907
95+497=109,95+497=592
31+814=154,31+814=845
268+31=308,268+31=299
80+802=119,80+802=882
56+671=132,56+671=727
87+473=105,87+473=560
56+529=128,56+529=585
581+17=678,581+17=598
52+368=101,52+368=420
710+85=885,710+85=795
798+32=820,798+32=830
925+74=105,925+74=999
69+677=113,69+677=746
892+45=103,892+45=937
90+835=112,90+835=925
395+84=570,395+84=479
49+155=100,49+155=204
42+687=122,42+687=729
888+90=108,888+90=978
47+749=158,47+749=796
749+31=770,749+31=780
838+80=928,838+80=918
520+89=629,520+89=609
168+23=291,168+23=191
33+274=100,33+274=307
79+733=151,79+733=812
25+738=156,25+738=763
13+296=101,13+296=309
11+929=104,11+929=940
484+90=677,484+90=574
77+833=161,77+833=910
85+819=100,85+819=904
106+45=142,106+45=151
30+139=165,30+139=169
476+72=648,476+72=548
87+358=124,87+358=445
61+727=158,61+727=788
33+714=134,33+714=747
736+98=835,736+98=834
372+95=677,372+95=467
80+420=101,80+420=500
783+14=807,783+14=797
927+28=945,927+28=955
49+565=110,49+565=614
45+741=138,45+741=786
396+24=421,396+24=420
633+79=702,633+79=712
20+901=102,20+901=921
78+492=107,78+492=570
95+300=100,95+300=395
374+28=414,374+28=402
12+815=112,12+815=827
10+887=109,10+887=897
45+108=105,45+108=153
66+420=128,66+420=486
24+394=101,24+394=418
31+326=105,31+326=357
200+98=388,200+98=298
350+25=475,350+25=375
108+48=246,108+48=156
67+921=108,67+921=988
65+325=109,65+325=390
272+34=216,272+34=306
556+99=105,556+99=655
78+470=114,78+470=548
61+225=108,61+225=286
423+25=547,423+25=448
92+441=103,92+441=533
69+522=128,69+522=591
903+71=973,903+71=974
98+772=177,98+772=870
60+790=155,60+790=850
74+826=110,74+826=900
39+717=135,39+717=756
103+54=146,103+54=157
755+40=896,755+40=795
77+737=111,77+737=814
33+943=147,33+943=976
82+827=111,82+827=909
55+750=130,55+750=805
473+47=510,473+47=520
25+570=129,25+570=595
44+745=138,44+745=789
236+85=222,236+85=321
79+282=107,79+282=361
60+408=107,60+408=468
26+513=133,26+513=539
74+583=115,74+583=657
49+759=110,49+759=808
97+530=152,97+530=627
94+395=108,94+395=489
17+152=111,17+152=169
41+381=102,41+381=422
69+762=113,69+762=831
61+925=168,61+925=986
19+535=144,19+535=554
175+62=138,175+62=237
308+81=498,308+81=389
13+425=133,13+425=438
569+39=508,569+39=608
18+466=137,18+466=484
442+61=502,442+61=503
535+14=559,535+14=549
783+65=948,783+65=848
88+635=152,88+635=723
904+32=926,904+32=936
35+697=123,35+697=732
217+28=325,217+28=245
91+850=104,91+850=941
615+77=682,615+77=692
293+39=322,293+39=332
810+70=870,810+70=880
561+52=612,561+52=613
15+876=138,15+876=891
23+875=139,23+875=898
90+479=105,90+479=569
499+81=570,499+81=580
714+54=767,714+54=768
83+258=104,83+258=341
342+29=471,342+29=371
40+217=105,40+217=257
515+39=543,515+39=554
96+416=101,96+416=512
29+923=155,29+923=952
30+894=111,30+894=924
24+678=120,24+678=702
23+964=198,23+964=987
388+41=439,388+41=429
46+279=102,46+279=325
81+146=102,81+146=227
67+913=108,67+913=980
10+206=102,10+206=216
106+53=150,106+53=159
746+76=103,746+76=822
105+95=108,105+95=200
44+588=123,44+588=632
26+500=152,26+500=526
106+24=131,106+24=130
49+412=106,49+412=461
65+807=157,65+807=872
37+850=158,37+850=887
948+44=103,948+44=992
48+595=125,48+595=643
629+54=673,629+54=683
92+518=100,92+518=610
96+173=107,96+173=269
447+67=515,447+67=514
46+494=125,46+494=540
62+904=156,62+904=966
37+303=440,37+303=340
39+841=158,39+841=880
50+509=155,50+509=559
76+889=117,76+889=965
57+661=121,57+661=718
890+40=920,890+40=930
950+31=971,950+31=981
828+12=830,828+12=840
806+88=984,806+88=894
80+846=112,80+846=926
76+262=103,76+262=338
224+81=304,224+81=305
772+30=703,772+30=802
32+452=128,32+452=484
68+179=104,68+179=247
204+53=247,204+53=257
58+430=128,58+430=488
840+13=863,840+13=853
91+738=112,91+738=829
246+81=337,246+81=327
332+87=529,332+87=419
884+14=918,884+14=898
48+327=107,48+327=375
12+433=144,12+433=445
20+492=101,20+492=512
86+155=114,86+155=241
33+529=136,33+529=562
35+264=120,35+264=299
676+65=732,676+65=741
33+346=127,33+346=379
19+275=100,19+275=294
37+650=138,37+650=687
37+591=132,37+591=628
643+18=662,643+18=661
210+13=233,210+13=223
99+815=101,99+815=914
70+697=117,70+697=767
741+21=753,741+21=762
41+542=128,41+542=583
68+103=107,68+103=171
61+381=104,61+381=442
94+401=109,94+401=495
89+418=101,89+418=507
74+383=105,74+383=457
85+329=101,85+329=414
76+356=122,76+356=432
847+95=105,847+95=942
769+31=700,769+31=800
579+90=678,579+90=669
91+304=109,91+304=395
200+36=246,200+36=236
75+463=123,75+463=538
66+229=100,66+229=295
928+71=100,928+71=999
309+90=499,309+90=399
12+495=101,12+495=507
560+58=628,560+58=618
475+78=655,475+78=553
39+809=134,39+809=848
63+155=122,63+155=218
262+47=101,262+47=309
74+808=168,74+808=882
13+138=155,13+138=151
548+64=512,548+64=612
14+649=157,14+649=663
775+94=970,775+94=869
583+98=671,583+98=681
21+340=156,21+340=361
620+40=651,620+40=660
61+190=156,61+190=251
33+257=129,33+257=290
43+373=101,43+373=416
91+204=109,91+204=295
36+779=132,36+779=815
78+446=122,78+446=524
60+939=128,60+939=999
49+113=165,49+113=162
95+473=107,95+473=568
363+48=412,363+48=411
282+32=313,282+32=314
93+212=100,93+212=305
60+103=663,60+103=163
39+906=154,39+906=945
75+162=103,75+162=237
837+31=858,837+31=868
844+69=105,844+69=913
680+24=714,680+24=704
47+368=121,47+368=415
69+727=158,69+727=796
27+669=129,27+669=696
464+41=515,464+41=505
365+82=457,365+82=447
45+590=133,45+590=635
893+64=947,893+64=957
59+723=128,59+723=782
804+66=950,804+66=870
89+687=117,89+687=776
165+46=111,165+46=211
17+416=133,17+416=433
207+95=392,207+95=302
206+45=252,206+45=251
905+31=101,905+31=936
674+54=729,674+54=728
483+26=520,483+26=509
78+515=129,78+515=593
45+797=135,45+797=842
57+395=125,57+395=452
895+95=103,895+95=990
36+218=105,36+218=254
52+824=157,52+824=876
46+531=127,46+531=577
444+65=100,444+65=509
73+912=108,73+912=985
92+553=144,92+553=645
85+134=101,85+134=219
357+76=434,357+76=433
156+33=279,156+33=189
417+35=542,417+35=452
60+502=137,60+502=562
93+160=105,93+160=253
114+14=147,114+14=128
307+51=458,307+51=358
26+909=143,26+909=935
72+742=111,72+742=814
26+948=157,26+948=974
33+461=129,33+461=494
524+20=545,524+20=544
73+380=105,73+380=453
42+578=132,42+578=620
804+28=922,804+28=832
603+63=766,603+63=666
597+32=620,597+32=629
482+57=548,482+57=539
39+676=131,39+676=715
10+281=100,10+281=291
39+361=120,39+361=400
22+312=143,22+312=334
931+42=972,931+42=973
27+569=129,27+569=596
843+13=866,843+13=856
494+92=694,494+92=586
497+69=576,497+69=566
383+69=542,383+69=452
29+768=139,29+768=797
804+89=972,804+89=893
834+69=992,834+69=903
95+506=150,95+506=601
321+95=426,321+95=416
435+39=574,435+39=474
55+896=155,55+896=951
68+647=121,68+647=715
80+116=100,80+116=196
57+762=121,57+762=819
92+818=101,92+818=910
48+284=103,48+284=332
58+792=155,58+792=850
13+129=133,13+129=142
273+14=277,273+14=287
67+868=123,67+868=935
82+353=123,82+353=435
454+42=586,454+42=496
86+626=151,86+626=712
597+84=672,597+84=681
110+63=263,110+63=173
65+411=127,65+411=476
24+743=156,24+743=767
375+68=544,375+68=443
79+723=109,79+723=802
546+93=649,546+93=639
87+241=112,87+241=328
196+73=260,196+73=269
93+413=100,93+413=506
61+182=156,61+182=243
16+165=177,16+165=181
74+169=104,74+169=243
37+289=102,37+289=326
547+62=619,547+62=609
599+87=676,599+87=686
255+54=107,255+54=309
53+526=127,53+526=579
31+275=100,31+275=306
765+92=967,765+92=857
88+612=101,88+612=700
75+356=123,75+356=431
47+115=177,47+115=162
64+263=122,64+263=327
275+31=206,275+31=306
802+59=941,802+59=861
92+467=145,92+467=559
57+491=124,57+491=548
90+347=103,90+347=437
32+249=178,32+249=281
43+361=120,43+361=404
52+833=157,52+833=885
10+624=133,10+624=634
82+657=113,82+657=739
417+58=575,417+58=475
34+823=135,34+823=857
67+787=155,67+787=854
10+795=100,10+795=805
81+833=111,81+833=914
41+803=143,41+803=844
76+234=101,76+234=310
165+56=122,165+56=221
480+83=573,480+83=563
53+431=128,53+431=484
833+45=978,833+45=878
64+176=154,64+176=240
26+197=102,26+197=223
415+69=572,415+69=484
12+200=111,12+200=212
40+900=144,40+900=940
585+79=676,585+79=664
55+125=108,55+125=180
65+453=122,65+453=518
63+802=156,63+802=865
543+57=690,543+57=600
256+49=215,256+49=305
428+33=451,428+33=461
47+287=103,47+287=334
634+26=670,634+26=660
697+66=764,697+66=763
266+59=225,266+59=325
92+212=100,92+212=304
774+24=807,774+24=798
60+130=108,60+130=190
85+578=117,85+578=663
46+884=153,46+884=930
