74792/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 3, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_true_3_resampled'}
$570+30=007$,$570+30=006$
$9+929=8301,$9+929=839$
$80+51=231$,$80+51=131$
$305+1=6$
$,$305+1=603$
$469+8=874$,$469+8=774$
$199+8=802$,$199+8=702$
$530+6=535$,$530+6=635$
$409+1=01$,$409+1=014$
$440+8=744$,$440+8=844$
$70+40=021$,$70+40=011$
$301+7=8$
$,$301+7=803$
$0+778=777$,$0+778=877$
$350+5=453$,$350+5=553$
$20+94=41$,$20+94=411$
$101+1=2$
$,$101+1=201$
$908+9=819$,$908+9=719$
$290+9=892$,$290+9=992$
$129+8=831$,$129+8=731$
$910+5=419$,$910+5=519$
$249+0=946$,$249+0=942$
$169+1=0701,$169+1=071$
$503+1=4$
$,$503+1=405$
$205+5=01$,$205+5=012$
$190+4=391$,$190+4=491$
$20+99=91$,$20+99=911$
$80+32=311$,$80+32=211$
$0+201=002$,$0+201=102$
$108+5=31$,$108+5=311$
$599+8=806$,$599+8=706$
$0+415=513$,$0+415=514$
$80+92=371$,$80+92=271$
$430+6=534$,$430+6=634$
$600+6=6$
$,$600+6=606$
$80+42=321$,$80+42=221$
$0+977=679$,$0+977=779$
$50+44=401,$50+44=49$
$70+28=801,$70+28=89$
$50+34=49$,$50+34=48$
$60+28=89$,$60+28=88$
$60+29=99$,$60+29=98$
$60+25=59$,$60+25=58$
$60+37=701,$60+37=79$
$50+27=78$,$50+27=77$
$50+38=89$,$50+38=88$
$60+24=49$,$60+24=48$
$60+38=801,$60+38=89$
$60+27=79$,$60+27=78$
$98+941=939$,$98+941=9301$
$99+935=439$,$99+935=4301$
$99+947=649$,$99+947=6401$
$90+981=1791$,$90+981=1701$
$90+973=369$,$90+973=3601$
$98+991=989$,$98+991=9801$
$98+975=379$,$98+975=3701$
$97+972=969$,$97+972=9601$
$90+936=629$,$90+936=6201$
$98+931=929$,$98+931=9201$
$97+981=879$,$97+981=8701$
$994+97=1991$,$994+97=1901$
$914+90=409$,$914+90=4001$
$70+952=229$,$70+952=2201$
$80+977=759$,$80+977=7501$
$98+950=849$,$98+950=8401$
$80+976=659$,$80+976=6501$
$916+96=219$,$916+96=2101$
$99+967=669$,$99+967=6601$
$906+98=409$,$906+98=4001$
$1+99=00$,$1+99=001$
$99+1=00$,$99+1=001$
$9+92=201$,$9+92=101$
$994+9=309$,$994+9=3001$
