74236/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 0, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_true_0_resampled'}
$438+893=0331$,$438+893=1331$
$9+594=316$,$9+594=306$
$6+635=156$,$6+635=146$
$996+2=8001,$996+2=899$
$9+483=206$,$9+483=294$
$604+9=326$,$604+9=316$
$8+855=378$,$8+855=368$
$600+5=516$,$600+5=506$
$8+143=161$,$8+143=151$
$9+933=2401,$9+933=249$
$8+955=379$,$8+955=369$
$5+976=199$,$5+976=189$
$4+864=878$,$4+864=868$
$9+553=275$,$9+553=265$
$5+228=342$,$5+228=332$
$8+307=523$,$8+307=513$
$5+809=428$,$5+809=418$
$5+869=488$,$5+869=478$
$9+250=962$,$9+250=952$
$8+441=954$,$8+441=944$
$6+259=572$,$6+259=562$
$4+985=999$,$4+985=989$
$28+83=011$,$28+83=111$
$8+734=257$,$8+734=247$
$6+949=569$,$6+949=559$
$5+854=968$,$5+854=958$
$8+339=753$,$8+339=743$
$8+272=092$,$8+272=082$
$9+556=575$,$9+556=565$
$497+8=594$,$497+8=505$
$6+395=114$,$6+395=104$
$756+0=667$,$756+0=657$
$8+871=988$,$8+871=978$
$6+900=619$,$6+900=609$
$9+822=148$,$9+822=138$
$798+6=308$,$798+6=408$
$6+748=467$,$6+748=457$
$4+136=051$,$4+136=041$
$4+856=078$,$4+856=068$
$28+93=021$,$28+93=121$
$6+739=557$,$6+739=547$
$8+255=372$,$8+255=362$
$5+848=368$,$5+848=358$
$8+142=061$,$8+142=051$
$8+642=066$,$8+642=056$
$527+0=735$,$527+0=725$
$3+703=617$,$3+703=607$
$8+834=258$,$8+834=248$
$5+950=569$,$5+950=559$
$8+469=784$,$8+469=774$
$9+643=266$,$9+643=256$
$0+941=159$,$0+941=149$
$2+503=515$,$2+503=505$
$7+756=377$,$7+756=367$
$4+526=045$,$4+526=035$
$3+902=519$,$3+902=509$
$515+2=725$,$515+2=715$
$9+903=2101,$9+903=219$
$6+869=588$,$6+869=578$
$1+988=999$,$1+988=989$
$6+532=845$,$6+532=835$
$5+757=277$,$5+757=267$
$8+450=864$,$8+450=854$
$3+579=295$,$3+579=285$
$9+340=953$,$9+340=943$
$932+9=139$,$932+9=149$
$8+152=071$,$8+152=061$
$168+9=761$,$168+9=771$
$300+7=712$,$300+7=703$
$8+435=354$,$8+435=344$
$5+178=391$,$5+178=381$
$6+640=656$,$6+640=646$
$396+9=593$,$396+9=504$
$7+494=115$,$7+494=105$
$2+101=311$,$2+101=301$
$6+452=864$,$6+452=854$
$4+938=259$,$4+938=249$
$5+509=425$,$5+509=415$
$3+985=899$,$3+985=889$
$68+93=061$,$68+93=161$
$5+716=137$,$5+716=127$
$600+1=115$,$600+1=106$
$4+866=088$,$4+866=078$
$8+551=965$,$8+551=955$
$299+8=793$,$299+8=703$
$8+269=782$,$8+269=772$
$2+400=214$,$2+400=204$
$7+408=524$,$7+408=514$
$8+768=687$,$8+768=677$
$972+8=099$,$972+8=089$
$4+702=617$,$4+702=607$
$4+608=226$,$4+608=216$
$8+127=541$,$8+127=531$
$5+965=089$,$5+965=079$
$9+545=465$,$9+545=455$
$4+401=514$,$4+401=504$
$4+200=412$,$4+200=402$
$4+459=374$,$4+459=364$
$5+632=746$,$5+632=736$
$94+16=001$,$94+16=011$
$514+0=425$,$514+0=415$
$9+622=146$,$9+622=136$
$6+800=618$,$6+800=608$
$6+435=154$,$6+435=144$
$9+184=312$,$9+184=391$
$988+8=6001,$988+8=699$
$994+0=4001,$994+0=499$
$8+257=572$,$8+257=562$
$9+120=911$,$9+120=921$
$9+593=216$,$9+593=206$
$9+641=066$,$9+641=056$
$3+601=416$,$3+601=406$
$5+138=351$,$5+138=341$
$304+5=913$,$304+5=903$
$2+679=196$,$2+679=186$
$504+5=915$,$504+5=905$
$5+831=648$,$5+831=638$
$7+164=181$,$7+164=171$
$8+390=804$,$8+390=893$
$6+964=089$,$6+964=079$
$601+5=616$,$601+5=606$
$971+8=989$,$971+8=979$
$4+981=599$,$4+981=589$
$9+897=6001,$9+897=609$
$9+487=605$,$9+487=694$
$4+408=224$,$4+408=214$
$503+5=815$,$503+5=805$
$4+729=347$,$4+729=337$
$9+480=994$,$9+480=984$
$9+924=3301,$9+924=339$
$8+380=893$,$8+380=883$
$6+954=079$,$6+954=069$
$9+548=765$,$9+548=755$
$9+558=775$,$9+558=765$
$5+276=192$,$5+276=182$
$179+9=871$,$179+9=881$
$7+473=094$,$7+473=084$
$9+913=2201,$9+913=229$
$2+805=718$,$2+805=708$
$9+393=224$,$9+393=204$
$9+635=456$,$9+635=446$
$6+867=388$,$6+867=378$
$4+617=136$,$4+617=126$
$4+604=816$,$4+604=806$
$617+9=636$,$617+9=626$
$518+0=825$,$518+0=815$
$498+9=794$,$498+9=705$
$9+543=265$,$9+543=255$
$6+955=179$,$6+955=169$
$598+8=695$,$598+8=606$
$8+643=166$,$8+643=156$
$9+243=262$,$9+243=252$
$9+895=4001,$9+895=409$
$1+301=213$,$1+301=203$
$5+599=407$,$5+599=406$
$9+904=3101,$9+904=319$
$9+667=686$,$9+667=676$
$6+536=255$,$6+536=245$
$3+629=246$,$3+629=236$
$403+6=914$,$403+6=904$
$3+307=023$,$3+307=013$
$8+322=043$,$8+322=033$
$3+709=227$,$3+709=217$
$9+855=478$,$9+855=468$
$5+335=053$,$5+335=043$
$998+0=8001,$998+0=899$
$974+9=399$,$974+9=389$
$9+376=593$,$9+376=583$
$988+3=1001,$988+3=199$
$2+980=299$,$2+980=289$
$8+981=999$,$8+981=989$
$5+181=691$,$5+181=681$
$9+198=722$,$9+198=702$
$7+636=356$,$7+636=346$
$8+251=962$,$8+251=952$
$6+424=044$,$6+424=034$
$1+602=316$,$1+602=306$
$6+901=719$,$6+901=709$
$962+7=979$,$962+7=969$
$5+576=195$,$5+576=185$
$602+9=115$,$602+9=116$
$9+499=825$,$9+499=805$
$6+282=892$,$6+282=882$
$9+280=992$,$9+280=982$
$9+581=006$,$9+581=095$
$9+423=244$,$9+423=234$
$9+645=466$,$9+645=456$
$6+204=022$,$6+204=012$
$8+949=769$,$8+949=759$
$8+548=665$,$8+548=655$
$3+500=315$,$3+500=305$
$3+879=298$,$3+879=288$
$6+861=778$,$6+861=768$
$6+984=0001,$6+984=099$
$5+741=657$,$5+741=647$
$8+770=887$,$8+770=877$
$1+119=031$,$1+119=021$
$994+3=7001,$994+3=799$
$8+497=515$,$8+497=505$
$501+8=915$,$501+8=905$
$701+5=617$,$701+5=607$
$2+318=033$,$2+318=023$
$6+737=357$,$6+737=347$
$403+5=814$,$403+5=804$
$7+451=864$,$7+451=854$
$3+960=379$,$3+960=369$
$7+871=888$,$7+871=878$
$3+804=718$,$3+804=708$
$3+739=257$,$3+739=247$
$3+529=245$,$3+529=235$
$95+873=859$,$95+873=869$
$84+651=527$,$84+651=537$
$27+898=519$,$27+898=529$
$91+591=276$,$91+591=286$
$317+84=193$,$317+84=104$
$10+592=295$,$10+592=206$
$83+806=987$,$83+806=988$
$20+954=469$,$20+954=479$
$95+891=679$,$95+891=689$
$69+761=028$,$69+761=038$
$82+480=255$,$82+480=265$
$84+380=454$,$84+380=464$
$20+903=319$,$20+903=329$
$20+880=098$,$20+880=009$
$94+292=673$,$94+292=683$
$52+882=429$,$52+882=439$
$20+900=019$,$20+900=029$
$69+897=649$,$69+897=669$
$16+594=006$,$16+594=016$
$95+297=283$,$95+297=293$
$94+884=869$,$94+884=879$
$51+492=335$,$51+492=345$
$93+390=374$,$93+390=384$
$85+872=749$,$85+872=759$
$30+740=067$,$30+740=077$
$66+891=749$,$66+891=759$
$60+493=345$,$60+493=355$
$73+882=549$,$73+882=559$
$28+897=519$,$28+897=529$
$41+894=529$,$41+894=539$
$98+583=176$,$98+583=186$
$519+72=095$,$519+72=195$
$43+892=529$,$43+892=539$
$18+798=609$,$18+798=618$
$208+72=072$,$208+72=082$
$84+873=749$,$84+873=759$
$11+894=598$,$11+894=509$
$82+763=538$,$82+763=548$
$74+872=639$,$74+872=649$
$10+460=064$,$10+460=074$
$94+594=876$,$94+594=886$
$22+793=508$,$22+793=518$
$80+270=043$,$80+270=053$
$30+593=316$,$30+593=326$
$10+866=668$,$10+866=678$
$52+909=159$,$52+909=169$
$75+170=532$,$75+170=542$
$50+684=427$,$50+684=437$
$72+753=518$,$72+753=528$
$95+691=677$,$95+691=687$
$10+695=596$,$10+695=507$
$32+773=597$,$32+773=508$
$94+387=174$,$94+387=184$
$72+693=557$,$72+693=567$
$95+591=676$,$95+591=686$
$40+341=173$,$40+341=183$
$15+892=798$,$15+892=709$
$70+654=417$,$70+654=427$
$60+850=009$,$60+850=019$
$505+99=495$,$505+99=406$
$74+482=645$,$74+482=655$
$30+502=245$,$30+502=235$
$96+807=3081,$96+807=309$
$20+403=314$,$20+403=324$
$20+682=296$,$20+682=207$
$318+83=004$,$318+83=104$
$72+751=318$,$72+751=328$
$49+881=029$,$49+881=039$
$86+471=745$,$86+471=755$
$50+534=475$,$50+534=485$
$60+886=639$,$60+886=649$
$27+683=007$,$27+683=017$
$75+490=555$,$75+490=565$
$119+90=991$,$119+90=902$
$85+680=557$,$85+680=567$
$63+882=539$,$63+882=549$
$71+192=352$,$71+192=362$
$90+391=174$,$90+391=184$
$50+654=496$,$50+654=407$
$10+564=465$,$10+564=475$
$73+680=347$,$73+680=357$
$76+770=638$,$76+770=648$
$20+941=159$,$20+941=169$
$17+895=209$,$17+895=219$
$95+480=565$,$95+480=575$
$19+592=106$,$19+592=116$
$74+684=847$,$74+684=857$
$63+682=537$,$63+682=547$
$10+983=389$,$10+983=399$
$74+282=643$,$74+282=653$
$19+791=008$,$19+791=018$
$20+695=507$,$20+695=517$
$81+291=263$,$81+291=273$
$97+794=188$,$97+794=198$
$50+782=228$,$50+782=238$
$10+574=475$,$10+574=485$
$96+684=077$,$96+684=087$
$84+351=524$,$84+351=534$
$95+870=559$,$95+870=569$
$42+863=598$,$42+863=509$
$91+717=8071,$91+717=808$
$73+681=447$,$73+681=457$
$95+670=557$,$95+670=567$
$63+782=538$,$63+782=548$
$82+473=545$,$82+473=555$
$118+82=091$,$118+82=002$
$79+198=782$,$79+198=772$
$60+110=061$,$60+110=071$
$62+871=329$,$62+871=339$
$95+763=848$,$95+763=858$
$97+593=086$,$97+593=096$
$95+598=386$,$95+598=396$
$63+873=629$,$63+873=639$
$11+493=494$,$11+493=405$
$66+892=849$,$66+892=859$
$619+72=096$,$619+72=196$
$61+894=549$,$61+894=559$
$27+795=219$,$27+795=228$
$62+194=642$,$62+194=652$
$60+861=119$,$60+861=129$
$28+796=419$,$28+796=428$
$81+763=438$,$81+763=448$
$30+151=171$,$30+151=181$
$98+702=007$,$98+702=008$
$95+686=177$,$95+686=187$
$71+280=143$,$71+280=153$
$83+470=345$,$83+470=355$
$92+399=184$,$92+399=194$
$93+878=169$,$93+878=179$
$84+590=466$,$84+590=476$
$93+879=269$,$93+879=279$
$74+673=737$,$74+673=747$
$93+282=563$,$93+282=573$
$30+894=419$,$30+894=429$
$94+879=369$,$94+879=379$
$94+350=434$,$94+350=444$
$71+879=049$,$71+879=059$
$85+181=652$,$85+181=662$
$53+882=529$,$53+882=539$
$40+851=188$,$40+851=198$
$50+932=279$,$50+932=289$
$82+562=436$,$82+562=446$
$10+962=269$,$10+962=279$
$70+591=156$,$70+591=166$
$63+472=525$,$63+472=535$
$73+282=543$,$73+282=553$
$29+293=213$,$29+293=223$
$30+642=266$,$30+642=276$
$22+882=498$,$22+882=409$
$99+593=286$,$99+593=296$
$75+580=546$,$75+580=556$
$73+192=552$,$73+192=562$
$94+861=549$,$94+861=559$
$19+392=104$,$19+392=114$
$35+895=029$,$35+895=039$
$70+862=229$,$70+862=239$
$64+681=537$,$64+681=547$
$73+371=434$,$73+371=444$
$64+884=839$,$64+884=849$
$50+864=409$,$50+864=419$
$52+772=418$,$52+772=428$
$58+899=749$,$58+899=759$
$92+379=164$,$92+379=174$
$10+455=554$,$10+455=564$
$40+954=489$,$40+954=499$
$92+291=373$,$92+291=383$
$99+391=084$,$99+391=094$
$95+882=769$,$95+882=779$
$20+790=008$,$20+790=018$
$74+592=656$,$74+592=666$
$20+440=054$,$20+440=064$
$96+786=278$,$96+786=288$
$90+451=135$,$90+451=145$
$40+931=169$,$40+931=179$
$81+400=194$,$81+400=184$
$81+380=154$,$81+380=164$
$10+833=338$,$10+833=348$
$20+583=395$,$20+583=306$
$94+188=272$,$94+188=282$
$74+880=449$,$74+880=459$
$30+554=475$,$30+554=485$
$70+673=337$,$70+673=347$
$97+694=187$,$97+694=197$
$94+872=659$,$94+872=669$
$94+170=452$,$94+170=462$
$71+472=335$,$71+472=345$
$64+291=543$,$64+291=553$
$20+794=408$,$20+794=418$
$95+651=637$,$95+651=647$
$71+684=547$,$71+684=557$
$71+483=445$,$71+483=455$
$94+262=643$,$94+262=653$
$59+845=498$,$59+845=409$
$95+497=285$,$95+497=295$
$60+480=035$,$60+480=045$
$62+483=535$,$62+483=545$
$94+688=277$,$94+688=287$
$30+290=013$,$30+290=023$
$186+13=902$,$186+13=991$
$26+594=016$,$26+594=026$
$72+874=639$,$72+874=649$
$74+572=636$,$74+572=646$
$97+706=307$,$97+706=308$
$85+380=554$,$85+380=564$
$61+884=539$,$61+884=549$
$63+781=438$,$63+781=448$
$74+784=848$,$74+784=858$
$75+682=747$,$75+682=757$
$94+388=274$,$94+388=284$
$40+772=208$,$40+772=218$
$96+377=364$,$96+377=374$
$84+572=646$,$84+572=656$
$77+280=743$,$77+280=753$
$30+772=297$,$30+772=208$
$90+453=335$,$90+453=345$
$97+760=748$,$97+760=758$
$510+73=375$,$510+73=385$
$95+892=779$,$95+892=789$
$97+583=076$,$97+583=086$
$93+291=473$,$93+291=483$
$82+273=543$,$82+273=553$
$61+784=538$,$61+784=548$
$86+191=762$,$86+191=772$
$74+804=868$,$74+804=878$
$27+583=006$,$27+583=016$
$91+553=436$,$91+553=446$
$66+802=867$,$66+802=868$
$81+472=345$,$81+472=355$
$87+471=845$,$87+471=855$
$17+693=007$,$17+693=017$
$94+750=438$,$94+750=448$
$28+795=319$,$28+795=328$
$92+662=447$,$92+662=457$
$92+862=449$,$92+862=459$
$306+73=963$,$306+73=973$
$85+491=665$,$85+491=675$
$719+95=318$,$719+95=418$
$619+71=986$,$619+71=096$
$27+888=509$,$27+888=519$
$77+480=745$,$77+480=755$
$66+591=746$,$66+591=756$
$27+878=598$,$27+878=509$
$93+763=648$,$93+763=658$
$25+795=019$,$25+795=028$
$95+875=069$,$95+875=079$
$73+392=554$,$73+392=564$
$10+960=069$,$10+960=079$
$93+578=166$,$93+578=176$
$61+773=428$,$61+773=438$
$79+799=849$,$79+799=878$
$18+392=004$,$18+392=014$
$40+840=078$,$40+840=088$
$29+391=014$,$29+391=024$
$75+672=737$,$75+672=747$
$93+482=565$,$93+482=575$
$72+864=629$,$72+864=639$
$59+898=749$,$59+898=759$
$13+898=109$,$13+898=119$
$60+745=597$,$60+745=508$
$26+691=707$,$26+691=717$
$37+792=918$,$37+792=928$
$61+584=536$,$61+584=546$
$94+184=862$,$94+184=872$
$96+477=365$,$96+477=375$
$18+799=708$,$18+799=718$
$95+383=864$,$95+383=874$
$96+370=654$,$96+370=664$
$94+273=753$,$94+273=763$
$95+788=378$,$95+788=388$
$63+893=649$,$63+893=659$
$80+875=549$,$80+875=559$
$70+865=529$,$70+865=539$
$70+753=318$,$70+753=328$
$12+892=498$,$12+892=409$
$509+91=995$,$509+91=006$
$95+681=667$,$95+681=677$
$60+876=629$,$60+876=639$
$60+583=336$,$60+583=346$
$41+783=418$,$41+783=428$
$40+645=576$,$40+645=586$
$79+197=662$,$79+197=672$
$52+873=519$,$52+873=529$
$98+893=189$,$98+893=199$
$10+956=659$,$10+956=669$
$30+840=068$,$30+840=078$
$94+587=176$,$94+587=186$
$92+532=416$,$92+532=426$
$49+871=019$,$49+871=029$
$90+790=078$,$90+790=088$
$221+80=192$,$221+80=103$
$39+799=829$,$39+799=838$
$75+873=839$,$75+873=849$
$73+281=443$,$73+281=453$
$629+61=986$,$629+61=096$
$20+683=396$,$20+683=307$
$53+581=426$,$53+581=436$
$60+644=496$,$60+644=407$
$84+803=787$,$84+803=788$
$30+906=629$,$30+906=639$
$117+91=891$,$117+91=802$
$79+199=882$,$79+199=872$
$73+862=529$,$73+862=539$
$74+761=528$,$74+761=538$
$84+674=847$,$84+674=857$
$74+571=536$,$74+571=546$
$94+864=849$,$94+864=859$
$93+471=455$,$93+471=465$
$80+350=024$,$80+350=034$
$90+490=075$,$90+490=085$
$60+844=498$,$60+844=409$
$94+541=526$,$94+541=536$
$506+99=595$,$506+99=506$
$91+869=059$,$91+869=069$
$10+763=367$,$10+763=377$
$17+787=497$,$17+787=408$
$91+282=363$,$91+282=373$
$10+650=056$,$10+650=066$
$30+101=121$,$30+101=131$
$95+461=645$,$95+461=655$
$77+901=869$,$77+901=879$
$95+671=657$,$95+671=667$
$98+495=385$,$98+495=395$
$10+649=946$,$10+649=956$
$74+180=442$,$74+180=452$
$907+73=079$,$907+73=089$
$94+174=852$,$94+174=862$
$316+86=293$,$316+86=204$
$72+293=553$,$72+293=563$
$52+863=509$,$52+863=519$
$94+660=447$,$94+660=457$
$96+761=748$,$96+761=758$
$94+788=278$,$94+788=288$
$10+751=157$,$10+751=167$
$97+889=679$,$97+889=689$
$51+885=629$,$51+885=639$
$62+880=239$,$62+880=249$
$72+384=644$,$72+384=654$
$63+891=449$,$63+891=459$
$95+678=367$,$95+678=377$
$83+671=447$,$83+671=457$
$53+892=539$,$53+892=549$
$40+745=577$,$40+745=587$
$91+892=379$,$91+892=389$
$50+630=076$,$50+630=086$
$90+541=126$,$90+541=136$
$95+186=172$,$95+186=182$
$80+550=026$,$80+550=036$
$40+544=475$,$40+544=485$
$10+265=562$,$10+265=572$
$71+473=435$,$71+473=445$
$84+672=647$,$84+672=657$
$75+772=738$,$75+772=748$
$61+382=334$,$61+382=344$
$80+854=429$,$80+854=439$
$70+760=028$,$70+760=038$
$20+260=072$,$20+260=082$
$184+15=902$,$184+15=991$
$83+270=343$,$83+270=353$
$91+870=159$,$91+870=169$
$99+851=049$,$99+851=059$
$166+23=991$,$166+23=981$
$93+641=427$,$93+641=437$
$30+601=146$,$30+601=136$
$96+462=845$,$96+462=855$
$62+184=632$,$62+184=642$
$55+882=729$,$55+882=739$
$85+171=642$,$85+171=652$
$74+672=637$,$74+672=647$
$95+290=573$,$95+290=583$
$73+892=559$,$73+892=569$
$72+904=669$,$72+904=679$
$50+833=378$,$50+833=388$
$30+694=417$,$30+694=427$
$10+764=467$,$10+764=477$
$83+271=443$,$83+271=453$
$63+191=442$,$63+191=452$
$93+642=527$,$93+642=537$
$86+380=654$,$86+380=664$
$360+429=997$,$360+429=987$
$610+119=937$,$610+119=927$
$308+583=098$,$308+583=198$
$474+180=446$,$474+180=456$
$210+129=943$,$210+129=933$
$30+994=4101$,$30+994=4201$
$27+987=4001$,$27+987=4101$
$30+971=199$,$30+971=1001$
$94+971=5501$,$94+971=5601$
$90+990=0701$,$90+990=0801$
$61+973=4201$,$61+973=4301$
$41+961=299$,$41+961=2001$
$31+990=1101$,$31+990=1201$
$47+957=499$,$47+957=4001$
$38+993=1201$,$38+993=1301$
$92+971=3501$,$92+971=3601$
$95+975=0601$,$95+975=0701$
$13+995=899$,$13+995=8001$
$40+961=199$,$40+961=1001$
$40+965=599$,$40+965=5001$
$64+992=6401$,$64+992=6501$
$86+972=8401$,$86+972=8501$
$39+981=0101$,$39+981=0201$
$18+996=4001$,$18+996=4101$
$73+974=7301$,$73+974=7401$
$83+971=4401$,$83+971=4501$
$59+971=0201$,$59+971=0301$
$80+975=5401$,$80+975=5501$
$30+986=6001$,$30+986=6101$
$26+991=7001$,$26+991=7101$
$93+961=4401$,$93+961=4501$
$50+952=299$,$50+952=2001$
$75+982=7401$,$75+982=7501$
$96+989=5701$,$96+989=5801$
$82+969=1401$,$82+969=1501$
$69+998=7401$,$69+998=7601$
$91+959=0401$,$91+959=0501$
$60+963=3101$,$60+963=3201$
$19+998=7001$,$19+998=7101$
$14+994=899$,$14+994=8001$
$39+990=9101$,$39+990=9201$
$74+981=5401$,$74+981=5501$
$54+983=7201$,$54+983=7301$
$19+999=8001$,$19+999=8101$
$97+961=8401$,$97+961=8501$
$70+978=8301$,$70+978=8401$
$54+956=0001$,$54+956=0101$
$72+984=6401$,$72+984=6501$
$41+997=8201$,$41+997=8301$
$91+962=3401$,$91+962=3501$
$30+970=099$,$30+970=0001$
$24+993=7001$,$24+993=7101$
$62+985=7301$,$62+985=7401$
$28+989=7001$,$28+989=7101$
$73+973=6301$,$73+973=6401$
$41+989=0201$,$41+989=0301$
$94+952=6301$,$94+952=6401$
$95+971=6501$,$95+971=6601$
$89+996=5901$,$89+996=5801$
$53+962=5001$,$53+962=5101$
$49+955=499$,$49+955=4001$
$19+992=1001$,$19+992=1101$
$97+983=0701$,$97+983=0801$
$53+961=4001$,$53+961=4101$
$80+971=1401$,$80+971=1501$
$55+981=6201$,$55+981=6301$
$27+992=9001$,$27+992=9101$
$23+981=499$,$23+981=4001$
$90+960=0401$,$90+960=0501$
$61+987=8301$,$61+987=8401$
$93+951=4301$,$93+951=4401$
$21+984=599$,$21+984=5001$
$94+977=1601$,$94+977=1701$
$95+989=4701$,$95+989=4801$
$95+976=1601$,$95+976=1701$
$14+991=599$,$14+991=5001$
$75+971=6301$,$75+971=6401$
$95+980=5601$,$95+980=5701$
$70+981=1401$,$70+981=1501$
$94+961=5401$,$94+961=5501$
$13+997=0001$,$13+997=0101$
$59+992=1401$,$59+992=1501$
$90+965=5401$,$90+965=5501$
$31+984=5001$,$31+984=5101$
$96+970=6501$,$96+970=6601$
$40+996=6201$,$40+996=6301$
$59+2=15$,$59+2=16$
$9+81=08$,$9+81=09$
$0+27=73$,$0+27=72$
$8+82=08$,$8+82=09$
$0+14=4$,$0+14=41$
$2+15=72$,$2+15=71$
$0+17=7$,$0+17=71$
$69+2=16$,$69+2=17$
$8+83=18$,$8+83=19$
$0+29=93$,$0+29=92$
$1+17=82$,$1+17=81$
$0+38=84$,$0+38=83$
$9+61=06$,$9+61=07$
$3+16=92$,$3+16=91$
$0+11=1$,$0+11=11$
$1+16=72$,$1+16=71$
$0+37=74$,$0+37=73$
$99+8=700$,$99+8=701$
$99+9=800$,$99+9=801$
