71338/75000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 0, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'plain_addition_dollar_signs_true_0_resampled'}
$394+773=1067$,$394+773=1167$
$863+996=1869$,$863+996=1859$
$826+668=1594$,$826+668=1494$
$221+978=1299$,$221+978=1199$
$472+929=1301$,$472+929=1401$
$568+532=1000$,$568+532=1100$
$935+945=1870$,$935+945=1880$
$699+600=1399$,$699+600=1299$
$961+232=1293$,$961+232=1193$
$938+258=1296$,$938+258=1196$
$937+248=1285$,$937+248=1185$
$948+242=1290$,$948+242=1190$
$643+634=1267$,$643+634=1277$
$629+571=1100$,$629+571=1200$
$866+866=1742$,$866+866=1732$
$561+839=1300$,$561+839=1400$
$634+933=1557$,$634+933=1567$
$629+769=1498$,$629+769=1398$
$844+554=1498$,$844+554=1398$
$317+784=1001$,$317+784=1101$
$953+745=1798$,$953+745=1698$
$492+907=1499$,$492+907=1399$
$942+448=1490$,$942+448=1390$
$835+715=1540$,$835+715=1550$
$943+456=1499$,$943+456=1399$
$420+974=1494$,$420+974=1394$
$966+567=1543$,$966+567=1533$
$905+893=1898$,$905+893=1798$
$801+598=1499$,$801+598=1399$
$636+760=1496$,$636+760=1396$
$964+985=1959$,$964+985=1949$
$629+767=1496$,$629+767=1396$
$707+992=1799$,$707+992=1699$
$555+553=1008$,$555+553=1108$
$604+594=1298$,$604+594=1198$
$945+852=1897$,$945+852=1797$
$633+435=1058$,$633+435=1068$
$471+729=1100$,$471+729=1200$
$394+764=1058$,$394+764=1158$
$367+739=1006$,$367+739=1106$
$608+591=1299$,$608+591=1199$
$615+935=1540$,$615+935=1550$
$600+897=1597$,$600+897=1497$
$317+883=1100$,$317+883=1200$
$731+768=1599$,$731+768=1499$
$700+795=1595$,$700+795=1495$
$769+232=901$,$769+232=1001$
$720+874=1694$,$720+874=1594$
$514+541=955$,$514+541=1055$
$516+981=1597$,$516+981=1497$
$545+735=1270$,$545+735=1280$
$143+857=900$,$143+857=1000$
$614+883=1597$,$614+883=1497$
$722+677=1499$,$722+677=1399$
$922+575=1597$,$922+575=1497$
$324+974=1398$,$324+974=1298$
$806+391=1297$,$806+391=1197$
$605+690=1395$,$605+690=1295$
$925+869=1894$,$925+869=1794$
$954+341=1395$,$954+341=1295$
$728+671=1499$,$728+671=1399$
$937+934=1861$,$937+934=1871$
$917+280=1297$,$917+280=1197$
$477+924=1301$,$477+924=1401$
$596+703=1399$,$596+703=1299$
$699+301=900$,$699+301=1000$
$921+669=1690$,$921+669=1590$
$511+983=1594$,$511+983=1494$
$782+615=1497$,$782+615=1397$
$703+796=1599$,$703+796=1499$
$795+904=1799$,$795+904=1699$
$920+179=1199$,$920+179=1099$
$931+665=1696$,$931+665=1596$
$705+587=1392$,$705+587=1292$
$955+415=1360$,$955+415=1370$
$830+569=1499$,$830+569=1399$
$515+530=945$,$515+530=1045$
$936+239=1275$,$936+239=1175$
$276+824=1000$,$276+824=1100$
$832+758=1690$,$832+758=1590$
$843+855=1798$,$843+855=1698$
$656+366=1032$,$656+366=1022$
$429+970=1499$,$429+970=1399$
$839+161=900$,$839+161=1000$
$932+659=1691$,$932+659=1591$
$926+772=1798$,$926+772=1698$
$728+670=1498$,$728+670=1398$
$724+872=1696$,$724+872=1596$
$828+669=1597$,$828+669=1497$
$616+880=1596$,$616+880=1496$
$487+713=1100$,$487+713=1200$
$228+873=1001$,$228+873=1101$
$974+224=1298$,$974+224=1198$
$948+448=1496$,$948+448=1396$
$341+952=1393$,$341+952=1293$
$757+943=1600$,$757+943=1700$
$708+790=1598$,$708+790=1498$
$843+856=1799$,$843+856=1699$
$946+447=1493$,$946+447=1393$
$764+939=1603$,$764+939=1703$
$577+624=1101$,$577+624=1201$
$349+652=901$,$349+652=1001$
$601+898=1599$,$601+898=1499$
$692+501=1293$,$692+501=1193$
$732+763=1595$,$732+763=1495$
$900+899=1899$,$900+899=1799$
$720+877=1697$,$720+877=1597$
$559+840=1499$,$559+840=1399$
$932+832=1754$,$932+832=1764$
$733+558=1391$,$733+558=1291$
$143+878=1031$,$143+878=1021$
$856+341=1297$,$856+341=1197$
$856+565=1431$,$856+565=1421$
$655+625=1270$,$655+625=1280$
$347+757=1004$,$347+757=1104$
$375+927=1202$,$375+927=1302$
$895+504=1499$,$895+504=1399$
$793+405=1298$,$793+405=1198$
$511+785=1396$,$511+785=1296$
$581+919=1400$,$581+919=1500$
$265+984=1259$,$265+984=1249$
$982+316=1398$,$982+316=1298$
$571+929=1400$,$571+929=1500$
$613+684=1397$,$613+684=1297$
$849+549=1498$,$849+549=1398$
$815+625=1430$,$815+625=1440$
$730+866=1696$,$730+866=1596$
$828+768=1696$,$828+768=1596$
$759+979=1748$,$759+979=1738$
$276+973=1259$,$276+973=1249$
$546+559=1005$,$546+559=1105$
$474+929=1303$,$474+929=1403$
$700+999=1799$,$700+999=1699$
$148+952=1000$,$148+952=1100$
$620+974=1694$,$620+974=1594$
$710+687=1497$,$710+687=1397$
$578+525=1003$,$578+525=1103$
$610+589=1299$,$610+589=1199$
$824+569=1493$,$824+569=1393$
$727+568=1395$,$727+568=1295$
$155+876=1041$,$155+876=1031$
$915+281=1296$,$915+281=1196$
$160+989=1159$,$160+989=1149$
$911+288=1299$,$911+288=1199$
$957+642=1699$,$957+642=1599$
$541+954=1595$,$541+954=1495$
$936+259=1295$,$936+259=1195$
$855+944=1899$,$855+944=1799$
$850+549=1499$,$850+549=1399$
$807+390=1297$,$807+390=1197$
$627+769=1496$,$627+769=1396$
$119+881=990$,$119+881=1000$
$542+634=1166$,$542+634=1176$
$861+990=1861$,$861+990=1851$
$602+895=1597$,$602+895=1497$
$705+588=1393$,$705+588=1293$
$983+315=1398$,$983+315=1298$
$952+344=1396$,$952+344=1296$
$921+578=1599$,$921+578=1499$
$721+870=1691$,$721+870=1591$
$990+206=1296$,$990+206=1196$
$397+758=1055$,$397+758=1155$
$928+871=1899$,$928+871=1799$
$762+438=1100$,$762+438=1200$
$795+305=1000$,$795+305=1100$
$814+683=1597$,$814+683=1497$
$931+161=1192$,$931+161=1092$
$865+901=1776$,$865+901=1766$
$135+935=1060$,$135+935=1070$
$709+790=1599$,$709+790=1499$
$945+348=1393$,$945+348=1293$
$732+764=1596$,$732+764=1496$
$871+929=1700$,$871+929=1800$
$725+765=1590$,$725+765=1490$
$586+914=1400$,$586+914=1500$
$829+669=1598$,$829+669=1498$
$521+973=1594$,$521+973=1494$
$977+623=1500$,$977+623=1600$
$730+569=1399$,$730+569=1299$
$735+525=1250$,$735+525=1260$
$759+248=907$,$759+248=1007$
$736+858=1694$,$736+858=1594$
$610+684=1394$,$610+684=1294$
$909+590=1599$,$909+590=1499$
$625+867=1592$,$625+867=1492$
$730+864=1694$,$730+864=1594$
$948+351=1399$,$948+351=1299$
$607+690=1397$,$607+690=1297$
$591+509=1000$,$591+509=1100$
$692+590=1382$,$692+590=1282$
$937+262=1299$,$937+262=1199$
$773+827=1500$,$773+827=1600$
$225+969=1294$,$225+969=1194$
$743+933=1666$,$743+933=1676$
$783+616=1499$,$783+616=1399$
$729+767=1596$,$729+767=1496$
$742+850=1692$,$742+850=1592$
$648+951=1699$,$648+951=1599$
$721+775=1596$,$721+775=1496$
$525+867=1492$,$525+867=1392$
$896+801=1797$,$896+801=1697$
$939+458=1497$,$939+458=1397$
$869+766=1645$,$869+766=1635$
$743+735=1468$,$743+735=1478$
$527+573=1000$,$527+573=1100$
$576+425=901$,$576+425=1001$
$514+530=944$,$514+530=1044$
$843+356=1299$,$843+356=1199$
$839+859=1798$,$839+859=1698$
$859+166=1035$,$859+166=1025$
$840+855=1795$,$840+855=1695$
$804+795=1699$,$804+795=1599$
$859+669=1538$,$859+669=1528$
$701+590=1391$,$701+590=1291$
$811+986=1897$,$811+986=1797$
$702+595=1397$,$702+595=1297$
$916+782=1798$,$916+782=1698$
$861+900=1771$,$861+900=1761$
$927+772=1799$,$927+772=1699$
$831+666=1597$,$831+666=1497$
$728+867=1695$,$728+867=1595$
$836+663=1599$,$836+663=1499$
$134+965=1199$,$134+965=1099$
$982+616=1698$,$982+616=1598$
$805+705=1500$,$805+705=1510$
$608+790=1498$,$608+790=1398$
$620+876=1596$,$620+876=1496$
$735+860=1695$,$735+860=1595$
$713+484=1297$,$713+484=1197$
$755+541=1396$,$755+541=1296$
$837+758=1695$,$837+758=1595$
$612+684=1396$,$612+684=1296$
$607+992=1699$,$607+992=1599$
$629+963=1692$,$629+963=1592$
$623+774=1497$,$623+774=1397$
$746+748=1594$,$746+748=1494$
$947+245=1292$,$947+245=1192$
$816+981=1897$,$816+981=1797$
$913+985=1998$,$913+985=1898$
$348+756=1004$,$348+756=1104$
$952+342=1394$,$952+342=1294$
$813+684=1597$,$813+684=1497$
$615+584=1299$,$615+584=1199$
$436+962=1498$,$436+962=1398$
$678+923=1501$,$678+923=1601$
$969+931=1800$,$969+931=1900$
$842+855=1797$,$842+855=1697$
$757+742=1599$,$757+742=1499$
$729+869=1698$,$729+869=1598$
$625+835=1450$,$625+835=1460$
$798+661=1469$,$798+661=1459$
$621+877=1598$,$621+877=1498$
$276+825=1001$,$276+825=1101$
$531+762=1393$,$531+762=1293$
$951+340=1391$,$951+340=1291$
$523+976=1599$,$523+976=1499$
$368+733=1001$,$368+733=1101$
$562+438=900$,$562+438=1000$
$442+734=1166$,$442+734=1176$
$497+582=1089$,$497+582=1079$
$727+772=1599$,$727+772=1499$
$641+657=1398$,$641+657=1298$
$641+857=1598$,$641+857=1498$
$286+814=1000$,$286+814=1100$
$819+182=901$,$819+182=1001$
$845+954=1899$,$845+954=1799$
$855+525=1370$,$855+525=1380$
$576+924=1400$,$576+924=1500$
$578+524=1002$,$578+524=1102$
$545+515=1050$,$545+515=1060$
$834+458=1392$,$834+458=1292$
$613+785=1498$,$613+785=1398$
$507+890=1497$,$507+890=1397$
$724+974=1798$,$724+974=1698$
$983+916=1999$,$983+916=1899$
$447+852=1399$,$447+852=1299$
$466+635=1001$,$466+635=1101$
$610+682=1392$,$610+682=1292$
$742+652=1494$,$742+652=1394$
$903+596=1599$,$903+596=1499$
$842+557=1499$,$842+557=1399$
$767+334=1001$,$767+334=1101$
$636+934=1560$,$636+934=1570$
$575+983=1568$,$575+983=1558$
$953+840=1893$,$953+840=1793$
$794+704=1598$,$794+704=1498$
$519+980=1599$,$519+980=1499$
$999+200=1299$,$999+200=1199$
$518+530=948$,$518+530=1048$
$175+825=1090$,$175+825=1000$
$568+932=1400$,$568+932=1500$
$701+796=1597$,$701+796=1497$
$624+875=1599$,$624+875=1499$
$620+679=1399$,$620+679=1299$
$745+635=1370$,$745+635=1380$
$813+584=1497$,$813+584=1397$
$834+859=1793$,$834+859=1693$
$925+825=1740$,$925+825=1750$
$547+555=1002$,$547+555=1102$
$613+884=1597$,$613+884=1497$
$704+589=1393$,$704+589=1293$
$725+873=1698$,$725+873=1598$
$619+381=990$,$619+381=1000$
$993+305=1398$,$993+305=1298$
$617+682=1399$,$617+682=1299$
$869+862=1741$,$869+862=1731$
$333+733=1056$,$333+733=1066$
$647+850=1597$,$647+850=1497$
$696+503=1299$,$696+503=1199$
$810+589=1499$,$810+589=1399$
$620+677=1397$,$620+677=1297$
$269+768=1047$,$269+768=1037$
$377+729=1006$,$377+729=1106$
$921+477=1498$,$921+477=1398$
$732+369=1001$,$732+369=1101$
$162+982=1154$,$162+982=1144$
$864+900=1774$,$864+900=1764$
$633+434=1057$,$633+434=1067$
$616+981=1697$,$616+981=1597$
$797+802=1699$,$797+802=1599$
$241+956=1297$,$241+956=1197$
$506+891=1497$,$506+891=1397$
$942+455=1497$,$942+455=1397$
$440+954=1494$,$440+954=1394$
$453+947=1300$,$453+947=1400$
$738+655=1493$,$738+655=1393$
$926+267=1293$,$926+267=1193$
$836+962=1898$,$836+962=1798$
$536+963=1599$,$536+963=1499$
$734+564=1398$,$734+564=1298$
$464+938=1302$,$464+938=1402$
$711+781=1592$,$711+781=1492$
$722+573=1395$,$722+573=1295$
$113+986=1199$,$113+986=1099$
$755+425=1170$,$755+425=1180$
$825+774=1699$,$825+774=1599$
$736+424=1150$,$736+424=1160$
$748+356=1004$,$748+356=1104$
$449+651=1000$,$449+651=1100$
$641+858=1599$,$641+858=1499$
$529+866=1495$,$529+866=1395$
$161+988=1159$,$161+988=1149$
$915+883=1898$,$915+883=1798$
$844+850=1794$,$844+850=1694$
$632+765=1497$,$632+765=1397$
$600+999=1699$,$600+999=1599$
$953+246=1299$,$953+246=1199$
$465+735=1100$,$465+735=1200$
$565+936=1401$,$565+936=1501$
$565+536=1001$,$565+536=1101$
$937+459=1496$,$937+459=1396$
$806+490=1396$,$806+490=1296$
$625+769=1494$,$625+769=1394$
$732+758=1590$,$732+758=1490$
$503+896=1499$,$503+896=1399$
$146+854=900$,$146+854=1000$
$932+966=1998$,$932+966=1898$
$875+255=1120$,$875+255=1130$
$658+342=900$,$658+342=1000$
$947+653=1500$,$947+653=1600$
$765+625=1380$,$765+625=1390$
$545+525=1060$,$545+525=1070$
$854+345=1299$,$854+345=1199$
$733+658=1491$,$733+658=1391$
$643+753=1496$,$643+753=1396$
$462+938=1300$,$462+938=1400$
$832+863=1795$,$832+863=1695$
$442+852=1394$,$442+852=1294$
$726+569=1395$,$726+569=1295$
$822+759=1681$,$822+759=1581$
$719+780=1599$,$719+780=1499$
$459+646=1005$,$459+646=1105$
$876+624=1400$,$876+624=1500$
$253+834=1077$,$253+834=1087$
$740+559=1399$,$740+559=1299$
$817+482=1399$,$817+482=1299$
$611+881=1592$,$611+881=1492$
$159+967=1136$,$159+967=1126$
$820+978=1898$,$820+978=1798$
$804+493=1397$,$804+493=1297$
$243+825=1058$,$243+825=1068$
$343+725=1058$,$343+725=1068$
$404+670=974$,$404+670=1074$
$965+231=1296$,$965+231=1196$
$413+786=1299$,$413+786=1199$
$535+764=1399$,$535+764=1299$
$951+248=1299$,$951+248=1199$
$409+890=1399$,$409+890=1299$
$356+749=1005$,$356+749=1105$
$654+995=1659$,$654+995=1649$
$834+863=1797$,$834+863=1697$
$830+966=1896$,$830+966=1796$
$912+687=1699$,$912+687=1599$
$505+793=1398$,$505+793=1298$
$564+938=1402$,$564+938=1502$
$902+596=1598$,$902+596=1498$
$531+968=1599$,$531+968=1499$
$892+407=1399$,$892+407=1299$
$577+623=1100$,$577+623=1200$
$539+960=1599$,$539+960=1499$
$643+648=1391$,$643+648=1291$
$905+694=1699$,$905+694=1599$
$743+654=1497$,$743+654=1397$
$947+347=1394$,$947+347=1294$
$305+994=1399$,$305+994=1299$
$900+799=1799$,$900+799=1699$
$521+773=1394$,$521+773=1294$
$741+857=1698$,$741+857=1598$
$954+944=1998$,$954+944=1898$
$813+686=1599$,$813+686=1499$
$659+342=901$,$659+342=1001$
$528+970=1598$,$528+970=1498$
$734+464=1298$,$734+464=1198$
$336+934=1260$,$336+934=1270$
$828+967=1895$,$828+967=1795$
$706+993=1799$,$706+993=1699$
$761+939=1600$,$761+939=1700$
$814+484=1398$,$814+484=1298$
$502+893=1495$,$502+893=1395$
$245+935=1170$,$245+935=1180$
$946+952=1998$,$946+952=1898$
$558+841=1499$,$558+841=1399$
$257+943=1100$,$257+943=1200$
$826+866=1792$,$826+866=1692$
$883+316=1299$,$883+316=1199$
$652+659=1411$,$652+659=1311$
$349+651=900$,$349+651=1000$
$758+740=1598$,$758+740=1498$
$848+449=1397$,$848+449=1297$
$981+217=1298$,$981+217=1198$
$993+805=1898$,$993+805=1798$
$769+937=1606$,$769+937=1706$
$533+634=1157$,$533+634=1167$
$168+868=1046$,$168+868=1036$
$817+183=900$,$817+183=1000$
$420+976=1496$,$420+976=1396$
$773+927=1600$,$773+927=1700$
$411+888=1399$,$411+888=1299$
$431+862=1393$,$431+862=1293$
$622+799=1521$,$622+799=1421$
$515+982=1597$,$515+982=1497$
$906+893=1899$,$906+893=1799$
$924+467=1491$,$924+467=1391$
$902+589=1591$,$902+589=1491$
$589+810=1499$,$589+810=1399$
$697+303=900$,$697+303=1000$
$372+928=1200$,$372+928=1300$
$765+336=1001$,$765+336=1101$
$953+340=1393$,$953+340=1293$
$711+882=1693$,$711+882=1593$
$448+659=1007$,$448+659=1107$
$149+989=1148$,$149+989=1138$
$497+662=1169$,$497+662=1159$
$845+635=1470$,$845+635=1480$
$755+635=1380$,$755+635=1390$
$695+604=1399$,$695+604=1299$
$665+925=1580$,$665+925=1590$
$508+791=1399$,$508+791=1299$
$941+455=1496$,$941+455=1396$
$511+688=1299$,$511+688=1199$
$164+985=1159$,$164+985=1149$
$625+474=1199$,$625+474=1099$
$531+866=1497$,$531+866=1397$
$755+525=1270$,$755+525=1280$
$955+615=1560$,$955+615=1570$
$456+647=1003$,$456+647=1103$
$615+555=1160$,$615+555=1170$
$443+735=1168$,$443+735=1178$
$997+152=1159$,$997+152=1149$
$842+555=1497$,$842+555=1397$
$947+248=1295$,$947+248=1195$
$941+557=1598$,$941+557=1498$
$158+864=1032$,$158+864=1022$
$827+866=1793$,$827+866=1693$
$901+197=1198$,$901+197=1098$
$858+441=1399$,$858+441=1299$
$725+567=1392$,$725+567=1292$
$220+979=1299$,$220+979=1199$
$932+665=1697$,$932+665=1597$
$821+777=1698$,$821+777=1598$
$845+354=1299$,$845+354=1199$
$555+625=1170$,$555+625=1180$
$439+663=1002$,$439+663=1102$
$933+633=1556$,$933+633=1566$
$824+574=1498$,$824+574=1398$
$927+872=1899$,$927+872=1799$
$940+359=1399$,$940+359=1299$
$800+898=1798$,$800+898=1698$
$904+495=1499$,$904+495=1399$
$613+685=1398$,$613+685=1298$
$941+354=1395$,$941+354=1295$
$843+955=1898$,$843+955=1798$
$847+851=1798$,$847+851=1698$
$954+444=1498$,$954+444=1398$
$897+112=1019$,$897+112=1009$
$901+898=1899$,$901+898=1799$
$916+982=1998$,$916+982=1898$
$795+603=1498$,$795+603=1398$
$635+525=1150$,$635+525=1160$
$755+735=1480$,$755+735=1490$
$936+834=1760$,$936+834=1770$
$260+989=1259$,$260+989=1249$
$514+531=945$,$514+531=1045$
$567+733=1200$,$567+733=1300$
$707+590=1397$,$707+590=1297$
$846+453=1399$,$846+453=1299$
$933+665=1698$,$933+665=1598$
$273+986=1269$,$273+986=1259$
$548+556=1004$,$548+556=1104$
$706+692=1498$,$706+692=1398$
$512+882=1494$,$512+882=1394$
$753+746=1599$,$753+746=1499$
$642+935=1567$,$642+935=1577$
$615+575=1180$,$615+575=1190$
$971+221=1292$,$971+221=1192$
$842+954=1896$,$842+954=1796$
$966+566=1542$,$966+566=1532$
$752+669=1521$,$752+669=1421$
$835+858=1793$,$835+858=1693$
$956+142=1198$,$956+142=1098$
$856+665=1531$,$856+665=1521$
$806+890=1796$,$806+890=1696$
$308+792=1000$,$308+792=1100$
$905+489=1494$,$905+489=1394$
$788+511=1399$,$788+511=1299$
$940+153=1193$,$940+153=1093$
$705+586=1391$,$705+586=1291$
$646+752=1498$,$646+752=1398$
$697+701=1498$,$697+701=1398$
$629+867=1596$,$629+867=1496$
$635+864=1599$,$635+864=1499$
$935+248=1283$,$935+248=1183$
$932+459=1491$,$932+459=1391$
$900+498=1498$,$900+498=1398$
$911+688=1699$,$911+688=1599$
$712+780=1592$,$712+780=1492$
$763+980=1753$,$763+980=1743$
$959+840=1899$,$959+840=1799$
$897+801=1798$,$897+801=1698$
$726+769=1595$,$726+769=1495$
$568+536=1004$,$568+536=1104$
$395+774=1069$,$395+774=1169$
$659+940=1699$,$659+940=1599$
$717+580=1397$,$717+580=1297$
$910+888=1898$,$910+888=1798$
$504+540=944$,$504+540=1044$
$833+659=1592$,$833+659=1492$
$980+217=1297$,$980+217=1197$
$797+582=1389$,$797+582=1379$
$761+339=1000$,$761+339=1100$
$653+447=1000$,$653+447=1100$
$753+741=1594$,$753+741=1494$
$916+483=1499$,$916+483=1399$
$628+965=1693$,$628+965=1593$
$845+453=1398$,$845+453=1298$
$612+881=1593$,$612+881=1493$
$805+890=1795$,$805+890=1695$
$684+615=1399$,$684+615=1299$
$443+636=1069$,$443+636=1079$
$602+697=1399$,$602+697=1299$
$808+390=1298$,$808+390=1198$
$525+535=1050$,$525+535=1060$
$944+252=1296$,$944+252=1196$
$905+293=1298$,$905+293=1198$
$569+531=1000$,$569+531=1100$
$864+895=1769$,$864+895=1759$
$929+265=1294$,$929+265=1194$
$904+595=1599$,$904+595=1499$
$539+661=1100$,$539+661=1200$
$633+966=1699$,$633+966=1599$
$761+990=1761$,$761+990=1751$
$887+811=1798$,$887+811=1698$
$573+827=1300$,$573+827=1400$
$578+523=1001$,$578+523=1101$
$933+263=1296$,$933+263=1196$
$845+853=1798$,$845+853=1698$
$511+888=1499$,$511+888=1399$
$793+406=1299$,$793+406=1199$
$244+933=1167$,$244+933=1177$
$227+969=1296$,$227+969=1196$
$565+938=1403$,$565+938=1503$
$905+792=1797$,$905+792=1697$
$729+764=1593$,$729+764=1493$
$845+353=1298$,$845+353=1198$
$557+544=1001$,$557+544=1101$
$745+725=1460$,$745+725=1470$
$724+571=1395$,$724+571=1295$
$732+649=1481$,$732+649=1381$
$929+169=1198$,$929+169=1098$
$431+868=1399$,$431+868=1299$
$724+874=1698$,$724+874=1598$
$641+751=1492$,$641+751=1392$
$725+869=1694$,$725+869=1594$
$641+750=1491$,$641+750=1391$
$986+113=1199$,$986+113=1099$
$933+516=1439$,$933+516=1449$
$833+634=1457$,$833+634=1467$
$658+741=1499$,$658+741=1399$
$869+968=1847$,$869+968=1837$
$575+926=1401$,$575+926=1501$
$997+303=1200$,$997+303=1300$
$975+245=1210$,$975+245=1220$
$911+287=1298$,$911+287=1198$
$242+932=1164$,$242+932=1174$
$243+835=1068$,$243+835=1078$
$952+547=1599$,$952+547=1499$
$757+346=1003$,$757+346=1103$
$527+868=1495$,$527+868=1395$
$527+872=1499$,$527+872=1399$
$795+503=1398$,$795+503=1298$
$435+764=1299$,$435+764=1199$
$673+590=1363$,$673+590=1263$
$401+798=1299$,$401+798=1199$
$919+383=1202$,$919+383=1302$
$239+861=1000$,$239+861=1100$
$309+990=1399$,$309+990=1299$
$841+850=1791$,$841+850=1691$
$921+276=1297$,$921+276=1197$
$795+703=1598$,$795+703=1498$
$959+240=1299$,$959+240=1199$
$701+693=1494$,$701+693=1394$
$236+924=1150$,$236+924=1160$
$486+714=1100$,$486+714=1200$
$833+864=1797$,$833+864=1697$
$603+589=1292$,$603+589=1192$
$524+675=1299$,$524+675=1199$
$507+692=1299$,$507+692=1199$
$534+865=1499$,$534+865=1399$
$897+152=1059$,$897+152=1049$
$806+993=1899$,$806+993=1799$
$747+749=1596$,$747+749=1496$
$841+353=1294$,$841+353=1194$
$349+752=1001$,$349+752=1101$
$991+206=1297$,$991+206=1197$
$700+695=1495$,$700+695=1395$
$843+748=1691$,$843+748=1591$
$831+859=1790$,$831+859=1690$
$809+885=1794$,$809+885=1694$
$862+900=1772$,$862+900=1762$
$840+559=1499$,$840+559=1399$
$535+859=1494$,$535+859=1394$
$720+579=1399$,$720+579=1299$
$717+982=1799$,$717+982=1699$
$307+793=1000$,$307+793=1100$
$654+540=1294$,$654+540=1194$
$441+852=1393$,$441+852=1293$
$735+562=1397$,$735+562=1297$
$355+746=1001$,$355+746=1101$
$805+590=1495$,$805+590=1395$
$829+865=1794$,$829+865=1694$
$608+791=1499$,$608+791=1399$
$621+578=1299$,$621+578=1199$
$925+925=1840$,$925+925=1850$
$547+553=1000$,$547+553=1100$
$625+435=1050$,$625+435=1060$
$857+742=1699$,$857+742=1599$
$892+607=1599$,$892+607=1499$
$808+888=1796$,$808+888=1696$
