74424/75000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_resampled', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'dropout': 0.0, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 5000, 'eval_interval': 100, 'min_lr': 5e-05, 'max_lr': 0.0005, 'warmup_iters': 150, 'lr_decay_iters': 5000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.99, 'seed': 2, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 75000, 'use_dollar_signs': True, 'resample_data': True, 'name': 'reversed_addition_dollar_signs_true_2_resampled'}
$260+952=1121$,$260+952=2121$
$880+972=1581$,$880+972=2581$
$699+819=7151$,$699+819=8151$
$870+852=1271$,$870+852=2271$
$668+519=6811$,$668+519=7811$
$860+772=1361$,$860+772=2361$
$890+192=1801$,$890+192=2801$
$290+972=1621$,$290+972=2621$
$398+909=6031$,$398+909=7031$
$780+952=1371$,$780+952=2371$
$899+349=7421$,$899+349=8421$
$580+952=1351$,$580+952=2351$
$970+892=1681$,$970+892=2681$
$290+852=1411$,$290+852=2411$
$960+772=1371$,$960+772=2371$
$680+982=1661$,$680+982=2661$
$940+742=1861$,$940+742=2861$
$780+972=1571$,$780+972=2571$
$990+492=1841$,$990+492=2841$
$830+842=1761$,$830+842=2761$
$470+762=1321$,$470+762=2321$
$898+209=6011$,$898+209=7011$
$961+792=3561$,$961+792=3571$
$709+519=7221$,$709+519=8221$
$399+609=7001$,$399+609=8001$
$380+992=1731$,$380+992=2731$
$640+752=1931$,$640+752=2931$
$688+329=6101$,$688+329=7101$
$490+762=1521$,$490+762=2521$
$599+529=7211$,$599+529=8211$
$990+842=1381$,$990+842=2381$
$930+872=1081$,$930+872=2081$
$629+519=7411$,$629+519=8411$
$680+992=1761$,$680+992=2761$
$190+952=1411$,$190+952=2411$
$790+862=1561$,$790+862=2561$
$780+503=3811$,$780+503=3821$
$798+809=6061$,$798+809=7061$
$598+919=6151$,$598+919=7151$
$930+772=1071$,$930+772=2071$
$920+842=1671$,$920+842=2671$
$299+609=709$,$299+609=809$
$479+309=787$,$479+309=887$
$149+229=773$,$149+229=873$
$209+329=735$,$209+329=835$
$649+309=759$,$649+309=859$
$599+329=729$,$599+329=829$
$368+109=674$,$368+109=774$
$449+209=756$,$449+209=856$
$599+209=708$,$599+209=808$
$188+129=613$,$188+129=713$
$389+219=706$,$389+219=806$
$139+319=754$,$139+319=854$
$198+229=624$,$198+229=724$
$329+209=735$,$329+209=835$
$599+239=738$,$599+239=838$
$409+490=999$,$409+490=998$
$169+119=782$,$169+119=882$
$589+349=739$,$589+349=839$
$268+129=693$,$268+129=793$
$589+129=717$,$589+129=817$
$288+619=609$,$288+619=709$
$399+359=757$,$399+359=857$
$329+119=744$,$329+119=844$
$409+129=735$,$409+129=835$
$619+229=748$,$619+229=848$
$509+309=718$,$509+309=818$
$569+139=707$,$569+139=807$
$149+329=774$,$149+329=874$
$789+209=799$,$789+209=899$
$379+509=788$,$379+509=888$
$288+219=605$,$288+219=705$
$769+119=788$,$769+119=888$
$139+119=752$,$139+119=852$
$239+319=755$,$239+319=855$
$688+219=609$,$688+219=709$
$109+309=714$,$109+309=814$
$268+319=685$,$268+319=785$
$379+119=794$,$379+119=894$
$378+219=695$,$378+219=795$
$489+239=727$,$489+239=827$
$229+519=747$,$229+519=847$
$179+139=713$,$179+139=813$
$499+109=706$,$499+109=806$
$229+419=746$,$229+419=846$
$339+219=755$,$339+219=855$
$379+209=785$,$379+209=885$
$379+319=796$,$379+319=896$
$329+339=766$,$329+339=866$
$199+339=735$,$199+339=835$
$378+129=605$,$378+129=705$
$679+319=799$,$679+319=899$
$129+339=764$,$129+339=864$
$109+319=724$,$109+319=824$
$689+109=797$,$689+109=897$
$189+269=754$,$189+269=854$
$109+119=722$,$109+119=822$
$278+119=693$,$278+119=793$
$179+429=706$,$179+429=806$
$649+329=779$,$649+329=879$
$469+409=778$,$469+409=878$
$159+429=785$,$159+429=885$
$359+329=786$,$359+329=886$
$149+339=784$,$149+339=884$
$648+119=667$,$648+119=767$
$409+119=725$,$409+119=825$
$309+229=735$,$309+229=835$
$249+129=773$,$249+129=873$
$159+529=786$,$159+529=886$
$178+129=603$,$178+129=703$
$108+583=096$,$108+583=196$
$369+519=788$,$369+519=888$
$289+119=704$,$289+119=804$
$719+209=729$,$719+209=829$
$459+129=785$,$459+129=885$
$429+229=756$,$429+229=856$
$188+119=603$,$188+119=703$
$179+619=797$,$179+619=897$
$679+139=718$,$679+139=818$
$109+329=734$,$109+329=834$
$319+519=738$,$319+519=838$
$569+239=708$,$569+239=808$
$199+219=714$,$199+219=814$
$189+239=724$,$189+239=824$
$609+209=718$,$609+209=818$
$188+229=614$,$188+229=714$
$129+539=766$,$129+539=866$
$197+319=515$,$197+319=615$
$499+319=718$,$499+319=818$
$529+129=756$,$529+129=856$
$579+129=707$,$579+129=807$
$709+239=749$,$709+239=849$
$469+119=785$,$469+119=885$
$269+519=787$,$269+519=887$
$339+329=766$,$339+329=866$
$349+219=765$,$349+219=865$
$158+129=682$,$158+129=782$
$388+139=625$,$388+139=725$
$269+319=785$,$269+319=885$
$75+539=417$,$75+539=416$
$529+49=775$,$529+49=875$
$789+69=758$,$789+69=858$
$129+29=751$,$129+29=851$
$119+99=712$,$119+99=812$
$749+29=777$,$749+29=877$
$308+89=693$,$308+89=793$
$949+29=779$,$949+29=879$
$518+99=616$,$518+99=716$
$43+599=247$,$43+599=246$
$369+69=734$,$369+69=834$
$80+579=957$,$80+579=956$
$589+79=766$,$589+79=866$
$92+569=167$,$92+569=166$
$81+529=017$,$81+529=016$
$93+539=237$,$93+539=236$
$429+49=774$,$429+49=874$
$829+69=798$,$829+69=898$
$169+39=702$,$169+39=802$
$799+29=728$,$799+29=828$
$61+599=067$,$61+599=066$
$319+39=753$,$319+39=853$
$92+559=157$,$92+559=156$
$629+69=796$,$629+69=896$
$50+589=937$,$50+589=936$
$73+539=217$,$73+539=216$
$607+99=507$,$607+99=607$
$200+23=312$,$200+23=322$
$579+39=716$,$579+39=816$
$579+59=736$,$579+59=836$
$138+99=632$,$138+99=732$
$307+99=504$,$307+99=604$
$429+89=715$,$429+89=815$
$359+29=783$,$359+29=883$
$499+19=715$,$499+19=815$
$639+29=766$,$639+29=866$
$899+29=729$,$899+29=829$
$41+649=097$,$41+649=096$
$88+579=767$,$88+579=766$
$538+99=636$,$538+99=736$
$799+49=748$,$799+49=848$
$609+89=796$,$609+89=896$
$73+529=207$,$73+529=206$
$89+319=704$,$89+319=804$
$409+29=734$,$409+29=834$
$769+19=787$,$769+19=887$
$84+579=367$,$84+579=366$
$45+589=437$,$45+589=436$
$169+93=362$,$169+93=262$
$400+22=214$,$400+22=224$
$88+559=747$,$88+559=746$
$509+69=775$,$509+69=875$
$629+29=756$,$629+29=856$
$919+29=749$,$919+29=849$
$72+589=167$,$72+589=166$
$76+599=577$,$76+599=576$
$69+319=783$,$69+319=883$
$749+99=748$,$749+99=848$
$64+599=367$,$64+599=366$
$688+19=607$,$688+19=707$
$699+99=797$,$699+99=897$
$198+29=622$,$198+29=722$
$118+53=071$,$118+53=171$
$84+539=327$,$84+539=326$
$89+429=715$,$89+429=815$
$429+39=764$,$429+39=864$
$49+219=762$,$49+219=862$
$179+19=791$,$179+19=891$
$69+539=807$,$69+539=806$
$65+108=271$,$65+108=371$
$67+579=647$,$67+579=646$
$78+119=691$,$78+119=791$
$98+839=7301,$98+839=739$
$35+599=437$,$35+599=436$
$519+39=755$,$519+39=855$
$919+39=759$,$919+39=859$
$729+49=777$,$729+49=877$
$21+599=027$,$21+599=026$
$849+59=709$,$849+59=809$
$299+69=763$,$299+69=863$
$779+29=708$,$779+29=808$
$78+529=707$,$78+529=706$
$539+99=736$,$539+99=836$
$720+80=007$,$720+80=008$
$559+99=756$,$559+99=856$
$408+89=694$,$408+89=794$
$63+559=227$,$63+559=226$
$88+549=737$,$88+549=736$
$29+108=631$,$29+108=731$
$681+99=977$,$681+99=087$
$469+49=715$,$469+49=815$
$909+69=779$,$909+69=879$
$839+29=768$,$839+29=868$
$879+99=779$,$879+99=879$
$680+99=877$,$680+99=977$
$28+119=641$,$28+119=741$
$11+93=301$,$11+93=401$
$49+69=711$,$49+69=811$
$91+83=371$,$91+83=471$
$563+0=466$,$563+0=365$
$90+92=181$,$90+92=281$
$661+9=966$,$661+9=076$
$199+9=702$,$199+9=802$
$876+9=488$,$876+9=588$
$439+9=744$,$439+9=844$
$6+310=614$,$6+310=613$
$367+9=573$,$367+9=673$
$359+9=763$,$359+9=863$
$361+9=963$,$361+9=073$
$280+7=682$,$280+7=782$
$299+9=703$,$299+9=803$
$1+559=066$,$1+559=065$
$1+430=135$,$1+430=134$
$91+82=271$,$91+82=371$
$81+92=271$,$81+92=371$
$783+0=487$,$783+0=387$
$663+0=367$,$663+0=366$
$9+108=611$,$9+108=711$
$90+82=171$,$90+82=271$
$7+176=281$,$7+176=381$
$550+6=555$,$550+6=655$
$99+29=721$,$99+29=821$
$79+59=731$,$79+59=831$
$90+83=271$,$90+83=371$
$69+49=711$,$69+49=811$
$782+9=097$,$782+9=197$
$81+93=371$,$81+93=471$
$99+49=741$,$99+49=841$
$452+0=255$,$452+0=254$
$140+2=141$,$140+2=241$
$370+6=573$,$370+6=673$
$1+960=069$,$1+960=169$
$899+9=709$,$899+9=809$
$90+52=141$,$90+52=241$
$70+82=151$,$70+82=251$
$91+72=261$,$91+72=361$
$7+166=271$,$7+166=371$
$850+6=558$,$850+6=658$
$461+9=964$,$461+9=074$
$80+72=151$,$80+72=251$
$391+9=993$,$391+9=004$
$39+69=701$,$39+69=801$
$652+9=066$,$652+9=166$
$532+0=236$,$532+0=235$
$69+39=701$,$69+39=801$
$240+8=742$,$240+8=842$
$570+8=775$,$570+8=875$
$180+2=181$,$180+2=281$
$19+99=711$,$19+99=811$
$327+9=533$,$327+9=633$
$210+8=712$,$210+8=812$
$290+2=192$,$290+2=292$
$949+1=159$,$949+1=059$
$91+62=251$,$91+62=351$
$80+92=171$,$80+92=271$
$81+83=361$,$81+83=461$
$1+589=096$,$1+589=095$
$39+89=721$,$39+89=821$
$520+9=825$,$520+9=925$
$92+90=181$,$92+90=281$
$91+92=281$,$91+92=381$
$29+99=721$,$29+99=821$
$313+5=814$,$313+5=813$
$9+197=601$,$9+197=602$
$256+9=462$,$256+9=562$
$160+8=761$,$160+8=861$
$869+1=178$,$869+1=078$
$885+1=788$,$885+1=688$
$7+390=794$,$7+390=793$
$789+6=697$,$789+6=597$
$382+9=093$,$382+9=193$
$90+72=161$,$90+72=261$
$99+19=711$,$99+19=811$
$895+1=798$,$895+1=698$
$91+93=381$,$91+93=481$
$740+8=746$,$740+8=847$
$347+9=553$,$347+9=653$
$7+410=715$,$7+410=714$
$49+99=741$,$49+99=841$
$70+72=141$,$70+72=241$
$907+1=909$,$907+1=809$
$49+89=731$,$49+89=831$
$692+0=396$,$692+0=296$
$89+19=701$,$89+19=801$
$637+9=546$,$637+9=646$
$79+39=711$,$79+39=811$
$39+79=711$,$39+79=811$
$9+539=745$,$9+539=845$
$505+0=506$,$505+0=505$
$970+7=679$,$970+7=779$
$80+62=141$,$80+62=241$
$697+9=507$,$697+9=607$
$300+8=703$,$300+8=803$
$4+310=414$,$4+310=413$
$49+79=721$,$49+79=821$
$70+92=161$,$70+92=261$
$499+4=205$,$499+4=305$
$128+4=131$,$128+4=231$
$39+99=731$,$39+99=831$
$89+39=721$,$89+39=821$
$89+59=741$,$89+59=841$
$29+89=711$,$29+89=811$
$920+2=129$,$920+2=229$
$29+79=701$,$29+79=801$
$288+4=192$,$288+4=292$
$19+19=73$,$19+19=83$
$69+29=79$,$69+29=89$
$20+29=93$,$20+29=94$
$39+39=77$,$39+39=87$
$19+79=79$,$19+79=89$
$29+19=74$,$29+19=84$
$19+59=77$,$19+59=87$
$59+19=77$,$59+19=87$
$29+29=75$,$29+29=85$
$19+49=76$,$19+49=86$
$49+29=77$,$49+29=87$
$29+39=76$,$29+39=86$
$59+39=79$,$59+39=89$
$39+29=76$,$39+29=86$
$19+39=75$,$19+39=85$
$19+69=78$,$19+69=88$
$28+4=13$,$28+4=23$
$79+4=28$,$79+4=38$
$24+0=52$,$24+0=42$
$61+9=96$,$61+9=07$
$9+38=64$,$9+38=74$
$60+6=56$,$60+6=66$
$20+4=32$,$20+4=42$
$69+7=57$,$69+7=67$
$20+3=22$,$20+3=32$
$88+3=09$,$88+3=19$
$77+5=18$,$77+5=28$
$10+4=31$,$10+4=41$
$89+9=69$,$89+9=89$
$9+67=57$,$9+67=67$
$9+57=56$,$9+57=66$
$9+39=74$,$9+39=84$
$80+9=78$,$80+9=98$
$69+8=67$,$69+8=77$
$39+8=64$,$39+8=74$
$58+4=16$,$58+4=26$
$7+49=55$,$7+49=65$
$48+4=15$,$48+4=25$
$48+8=55$,$48+8=65$
$18+3=02$,$18+3=12$
$81+9=98$,$81+9=09$
$38+4=14$,$38+4=24$
$9+28=63$,$9+28=73$
$46+9=45$,$46+9=55$
$29+7=53$,$29+7=63$
$89+8=69$,$89+8=79$
$38+9=64$,$38+9=74$
$59+8=66$,$59+8=76$
$58+9=66$,$58+9=76$
$90+9=79$,$90+9=99$
$8+59=66$,$8+59=76$
$88+9=69$,$88+9=79$
$66+9=47$,$66+9=57$
$49+9=65$,$49+9=85$
$30+3=23$,$30+3=33$
$70+8=77$,$70+8=87$
$37+9=54$,$37+9=64$
$9+48=65$,$9+48=75$
$90+8=79$,$90+8=89$
$8+47=45$,$8+47=55$
$49+7=55$,$49+7=65$
$69+9=77$,$69+9=87$
$9+27=53$,$9+27=63$
$50+3=25$,$50+3=35$
$22+9=03$,$22+9=13$
$20+5=42$,$20+5=52$
$8+57=46$,$8+57=56$
$40+3=24$,$40+3=34$
$70+9=87$,$70+9=97$
$87+9=59$,$87+9=69$
$70+1=16$,$70+1=17$
$59+9=76$,$59+9=86$
$93+0=49$,$93+0=39$
$8+29=63$,$8+29=73$
$40+5=44$,$40+5=54$
$32+9=04$,$32+9=14$
$7+39=54$,$7+39=64$
$62+9=07$,$62+9=17$
$90+4=39$,$90+4=49$
$60+9=86$,$60+9=96$
$60+7=66$,$60+7=76$
$9+36=44$,$9+36=54$
$84+0=58$,$84+0=48$
$72+9=08$,$72+9=18$
$64+0=56$,$64+0=46$
$80+6=58$,$80+6=68$
$9+29=73$,$9+29=83$
$90+3=29$,$90+3=39$
$80+8=78$,$80+8=88$
$27+9=53$,$27+9=63$
$40+6=54$,$40+6=64$
$65+9=37$,$65+9=47$
$11+4=41$,$11+4=51$
$94+0=59$,$94+0=49$
$59+3=16$,$59+3=26$
$51+4=45$,$51+4=55$
$50+6=55$,$50+6=65$
$8+49=65$,$8+49=75$
$88+4=19$,$88+4=29$
$9+68=67$,$9+68=77$
$60+2=16$,$60+2=26$
$10+8=71$,$10+8=81$
$50+8=75$,$50+8=85$
$75+9=38$,$75+9=48$
$30+8=73$,$30+8=83$
$82+9=09$,$82+9=19$
$31+9=93$,$31+9=04$
$39+7=54$,$39+7=64$
$71+4=47$,$71+4=57$
$78+4=18$,$78+4=28$
$90+5=49$,$90+5=59$
$70+7=67$,$70+7=77$
$80+7=68$,$80+7=78$
$9+89=79$,$9+89=89$
$39+3=14$,$39+3=24$
$79+9=68$,$79+9=88$
$18+9=62$,$18+9=72$
$79+3=18$,$79+3=28$
$71+9=97$,$71+9=08$
$59+7=56$,$59+7=66$
$60+4=36$,$60+4=46$
$8+37=44$,$8+37=54$
$16+3=81$,$16+3=91$
$10+5=41$,$10+5=51$
$28+9=63$,$28+9=73$
$10+3=21$,$10+3=31$
$30+6=53$,$30+6=63$
$70+3=27$,$70+3=37$
$36+9=44$,$36+9=54$
$86+9=49$,$86+9=59$
$70+5=47$,$70+5=57$
$89+4=29$,$89+4=39$
$41+4=44$,$41+4=54$
$68+9=67$,$68+9=77$
$57+9=56$,$57+9=66$
$48+9=65$,$48+9=75$
$90+7=59$,$90+7=79$
$29+3=13$,$29+3=23$
$30+4=33$,$30+4=43$
$70+2=17$,$70+2=27$
$19+3=12$,$19+3=22$
$69+3=17$,$69+3=27$
$8+38=54$,$8+38=64$
$70+6=57$,$70+6=67$
$12+9=02$,$12+9=12$
$18+4=12$,$18+4=22$
$85+0=68$,$85+0=58$
$60+3=26$,$60+3=36$
$78+8=58$,$78+8=68$
$19+9=72$,$19+9=82$
$9+37=54$,$9+37=64$
$49+3=15$,$49+3=25$
$74+0=57$,$74+0=47$
$60+8=76$,$60+8=86$
$50+5=45$,$50+5=55$
$21+9=92$,$21+9=03$
$20+8=72$,$20+8=82$
$40+4=34$,$40+4=44$
$89+3=19$,$89+3=29$
$9+58=66$,$9+58=76$
$91+4=49$,$91+4=59$
$61+4=46$,$61+4=56$
$19+7=52$,$19+7=62$
$939+79=7101$,$939+79=8101$
$979+49=7201$,$979+49=8201$
$62+999=0601$,$62+999=1601$
$82+999=0801$,$82+999=1801$
$959+49=7001$,$959+49=8001$
$9+93=301$,$9+93=201$
$99+8=601$,$99+8=701$
$99+1=101$,$99+1=001$
$98+4=101$,$98+4=201$
$9+99=701$,$9+99=801$
$99+3=101$,$99+3=201$
$8+99=601$,$8+99=701$
$91+9=99$,$91+9=001$
$99+4=201$,$99+4=301$
$97+9=501$,$97+9=601$
$92+8=99$,$92+8=001$
$9+92=201$,$9+92=101$
$99+7=501$,$99+7=601$
$92+9=001$,$92+9=101$
$99+9=601$,$99+9=801$
