43003/50000
{'task': 'plain_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 0, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': True, 'name': 'plain_addition_dollar_signs_true_0'}
$921+869=1780$,$921+869=1790$
$498+598=1097$,$498+598=1096$
$452+558=1009$,$452+558=1010$
$382+622=1003$,$382+622=1004$
$651+963=1613$,$651+963=1614$
$594+974=1560$,$594+974=1568$
$723+817=1530$,$723+817=1540$
$242+972=1213$,$242+972=1214$
$231+842=1072$,$231+842=1073$
$829+980=1819$,$829+980=1809$
$959+290=1259$,$959+290=1249$
$226+814=1030$,$226+814=1040$
$318+728=1047$,$318+728=1046$
$862+683=1544$,$862+683=1545$
$417+613=1020$,$417+613=1030$
$382+618=990$,$382+618=1000$
$152+991=1142$,$152+991=1143$
$757+922=1689$,$757+922=1679$
$846+783=1639$,$846+783=1629$
$752+658=1400$,$752+658=1410$
$483+962=1444$,$483+962=1445$
$911+602=1512$,$911+602=1513$
$752+468=1219$,$752+468=1220$
$343+917=1250$,$343+917=1260$
$741+719=1450$,$741+719=1460$
$936+436=1363$,$936+436=1372$
$924+406=1320$,$924+406=1330$
$994+104=1198$,$994+104=1098$
$341+759=1090$,$341+759=1100$
$742+388=1120$,$742+388=1130$
$562+702=1263$,$562+702=1264$
$542+856=1397$,$542+856=1398$
$601+613=1213$,$601+613=1214$
$865+140=905$,$865+140=1005$
$895+402=1397$,$895+402=1297$
$549+640=1199$,$549+640=1189$
$447+907=1355$,$447+907=1354$
$974+921=1995$,$974+921=1895$
$847+348=1295$,$847+348=1195$
$822+788=1600$,$822+788=1610$
$721+779=1590$,$721+779=1500$
$652+609=1250$,$652+609=1261$
$741+269=1000$,$741+269=1010$
$443+687=1120$,$443+687=1130$
$817+692=1519$,$817+692=1509$
$461+923=1383$,$461+923=1384$
$398+658=1057$,$398+658=1056$
$421+620=1031$,$421+620=1041$
$742+718=1459$,$742+718=1460$
$549+520=1079$,$549+520=1069$
$495+724=1229$,$495+724=1219$
$224+782=906$,$224+782=1006$
$442+982=1423$,$442+982=1424$
$872+857=1739$,$872+857=1729$
$137+867=1005$,$137+867=1004$
$551+779=1320$,$551+779=1330$
$472+763=1234$,$472+763=1235$
$336+926=1263$,$336+926=1262$
$852+388=1230$,$852+388=1240$
$562+903=1464$,$562+903=1465$
$472+682=1153$,$472+682=1154$
$802+998=1790$,$802+998=1800$
$851+942=1792$,$851+942=1793$
$988+966=1864$,$988+966=1954$
$142+912=1053$,$142+912=1054$
$542+508=1040$,$542+508=1050$
$333+708=1030$,$333+708=1041$
$258+788=1047$,$258+788=1046$
$969+760=1739$,$969+760=1729$
$741+356=1197$,$741+356=1097$
$442+683=1124$,$442+683=1125$
$141+951=1091$,$141+951=1092$
$712+305=1016$,$712+305=1017$
$722+388=1100$,$722+388=1110$
$331+672=1002$,$331+672=1003$
$112+904=1015$,$112+904=1016$
$791+403=1294$,$791+403=1194$
$712+868=1570$,$712+868=1580$
$597+932=1539$,$597+932=1529$
$984+609=1693$,$984+609=1593$
$432+718=1140$,$432+718=1150$
$571+839=1400$,$571+839=1410$
$502+973=1474$,$502+973=1475$
$687+543=1220$,$687+543=1230$
$721+929=1640$,$721+929=1650$
$928+967=1795$,$928+967=1895$
$609+690=1309$,$609+690=1299$
$703+832=1534$,$703+832=1535$
$843+667=1500$,$843+667=1510$
$256+905=1162$,$256+905=1161$
$431+622=1052$,$431+622=1053$
$292+738=1020$,$292+738=1030$
$641+441=1081$,$641+441=1082$
$852+468=1319$,$852+468=1320$
$212+912=1123$,$212+912=1124$
$723+942=1664$,$723+942=1665$
$495+803=1398$,$495+803=1298$
$552+948=1490$,$552+948=1500$
$602+862=1463$,$602+862=1464$
$406+946=1353$,$406+946=1352$
$970+879=1859$,$970+879=1849$
$218+998=1217$,$218+998=1216$
$802+215=1016$,$802+215=1017$
$732+898=1620$,$732+898=1630$
$786+534=1310$,$786+534=1320$
$459+590=1059$,$459+590=1049$
$593+962=1554$,$593+962=1555$
$412+613=1024$,$412+613=1025$
$942+688=1620$,$942+688=1630$
$432+768=1199$,$432+768=1200$
$702+812=1513$,$702+812=1514$
$814+186=990$,$814+186=1000$
$625+525=1140$,$625+525=1150$
$923+237=1150$,$923+237=1160$
$646+723=1379$,$646+723=1369$
$737+722=1469$,$737+722=1459$
$912+209=1120$,$912+209=1121$
$641+569=1200$,$641+569=1210$
$915+505=1410$,$915+505=1420$
$442+963=1404$,$442+963=1405$
$957+932=1899$,$957+932=1889$
$168+938=1107$,$168+938=1106$
$135+935=1061$,$135+935=1070$
$138+916=1055$,$138+916=1054$
$346+706=1053$,$346+706=1052$
$334+776=1100$,$334+776=1110$
$942+649=1691$,$942+649=1591$
$669+831=1490$,$669+831=1500$
$972+108=1070$,$972+108=1080$
$318+727=1046$,$318+727=1045$
$803+728=1530$,$803+728=1531$
$126+882=908$,$126+882=1008$
$861+822=1682$,$861+822=1683$
$555+445=900$,$555+445=1000$
$191+813=1003$,$191+813=1004$
$131+931=1061$,$131+931=1062$
$139+935=1064$,$139+935=1074$
$212+988=1190$,$212+988=1200$
$932+708=1630$,$932+708=1640$
$941+762=1702$,$941+762=1703$
$163+892=1054$,$163+892=1055$
$902+213=1114$,$902+213=1115$
$751+912=1662$,$751+912=1663$
$898+698=1597$,$898+698=1596$
$132+875=1006$,$132+875=1007$
$582+718=1290$,$582+718=1300$
$962+337=1399$,$962+337=1299$
$559+930=1499$,$559+930=1489$
$177+925=1103$,$177+925=1102$
$333+688=1011$,$333+688=1021$
$722+368=1080$,$722+368=1090$
$985+308=1393$,$985+308=1293$
$128+907=1026$,$128+907=1035$
$977+192=1179$,$977+192=1169$
$942+666=1607$,$942+666=1608$
$932+331=1253$,$932+331=1263$
$871+402=1272$,$871+402=1273$
$984+914=1998$,$984+914=1898$
$512+709=1220$,$512+709=1221$
$453+668=1110$,$453+668=1121$
$924+726=1640$,$924+726=1650$
$726+344=1060$,$726+344=1070$
$462+962=1423$,$462+962=1424$
$641+941=1581$,$641+941=1582$
$402+928=1320$,$402+928=1330$
$980+379=1369$,$980+379=1359$
$842+965=1806$,$842+965=1807$
$658+358=1017$,$658+358=1016$
$241+832=1072$,$241+832=1073$
$241+842=1082$,$241+842=1083$
$968+901=1879$,$968+901=1869$
$433+697=1120$,$433+697=1130$
$891+202=1193$,$891+202=1093$
$978+971=1959$,$978+971=1949$
$182+823=1004$,$182+823=1005$
$412+718=1120$,$412+718=1130$
$155+974=1139$,$155+974=1129$
$723+928=1641$,$723+928=1651$
$442+725=1166$,$442+725=1167$
$643+822=1464$,$643+822=1465$
$561+949=1500$,$561+949=1510$
$153+965=1117$,$153+965=1118$
$948+345=1393$,$948+345=1293$
$452+963=1414$,$452+963=1415$
$452+613=1064$,$452+613=1065$
$332+862=1193$,$332+862=1194$
$141+864=1004$,$141+864=1005$
$782+278=1069$,$782+278=1060$
$582+982=1563$,$582+982=1564$
$692+898=1580$,$692+898=1590$
$968+138=1107$,$968+138=1106$
$742+323=1064$,$742+323=1065$
$546+765=1312$,$546+765=1311$
$909+620=1539$,$909+620=1529$
$304+996=1200$,$304+996=1300$
$649+920=1579$,$649+920=1569$
$541+739=1270$,$541+739=1280$
$983+911=1994$,$983+911=1894$
$637+722=1369$,$637+722=1359$
$511+489=1090$,$511+489=1000$
$983+408=1491$,$983+408=1391$
$751+639=1380$,$751+639=1390$
$632+868=1490$,$632+868=1500$
$412+755=1166$,$412+755=1167$
$298+918=1217$,$298+918=1216$
$531+559=1080$,$531+559=1090$
$822+968=1780$,$822+968=1790$
$835+172=907$,$835+172=1007$
$984+912=1996$,$984+912=1896$
$531+569=1090$,$531+569=1100$
$157+846=1004$,$157+846=1003$
$555+974=1539$,$555+974=1529$
$892+901=1893$,$892+901=1793$
$113+941=105$,$113+941=1054$
$679+960=1649$,$679+960=1639$
$462+988=1440$,$462+988=1450$
$952+628=1570$,$952+628=1580$
$893+187=1070$,$893+187=1080$
$857+662=1529$,$857+662=1519$
$391+772=1162$,$391+772=1163$
$402+925=1326$,$402+925=1327$
$263+992=1254$,$263+992=1255$
$581+422=1002$,$581+422=1003$
$353+697=1040$,$353+697=1050$
$312+978=1280$,$312+978=1290$
$409+890=1309$,$409+890=1299$
$152+983=1134$,$152+983=1135$
$711+669=1370$,$711+669=1380$
$732+912=1643$,$732+912=1644$
$973+976=1959$,$973+976=1949$
$663+882=1544$,$663+882=1545$
$151+855=1005$,$151+855=1006$
$442+795=1236$,$442+795=1237$
$343+768=1100$,$343+768=1111$
$351+732=1082$,$351+732=1083$
$917+147=1065$,$917+147=1064$
$694+835=1539$,$694+835=1529$
$507+607=1115$,$507+607=1114$
$142+974=1115$,$142+974=1116$
$813+917=1720$,$813+917=1730$
$823+729=1542$,$823+729=1552$
$538+668=1207$,$538+668=1206$
$967+962=1939$,$967+962=1929$
$552+713=1264$,$552+713=1265$
$464+964=1438$,$464+964=1428$
$946+925=1872$,$946+925=1871$
$653+768=1420$,$653+768=1421$
$951+839=1780$,$951+839=1790$
$702+798=1590$,$702+798=1500$
$542+488=1020$,$542+488=1030$
$166+942=1107$,$166+942=1108$
$642+968=1600$,$642+968=1610$
$881+902=1782$,$881+902=1783$
$802+608=1400$,$802+608=1410$
$758+258=1017$,$758+258=1016$
$611+902=1512$,$611+902=1513$
$641+759=1390$,$641+759=1400$
$546+856=1403$,$546+856=1402$
$109+900=1019$,$109+900=1009$
$253+947=1190$,$253+947=1200$
$791+604=1495$,$791+604=1395$
$662+965=1626$,$662+965=1627$
$431+971=1401$,$431+971=1402$
$752+413=1164$,$752+413=1165$
$489+960=1459$,$489+960=1449$
$437+937=1375$,$437+937=1374$
$452+712=1163$,$452+712=1164$
$823+227=1040$,$823+227=1050$
$354+696=1040$,$354+696=1050$
$452+982=1433$,$452+982=1434$
$412+992=1403$,$412+992=1404$
$542+745=1286$,$542+745=1287$
$258+917=1176$,$258+917=1175$
$381+819=1290$,$381+819=1200$
$711+912=1622$,$711+912=1623$
$302+988=1280$,$302+988=1290$
$523+923=1436$,$523+923=1446$
$752+566=1317$,$752+566=1318$
$137+935=1063$,$137+935=1072$
$329+690=1029$,$329+690=1019$
$791+808=1699$,$791+808=1599$
$932+838=1760$,$932+838=1770$
$482+962=1443$,$482+962=1444$
$444+676=1110$,$444+676=1120$
$531+762=1292$,$531+762=1293$
$201+804=1004$,$201+804=1005$
$532+472=1003$,$532+472=1004$
$742+277=1018$,$742+277=1019$
$990+329=1329$,$990+329=1319$
$864+804=1660$,$864+804=1668$
$938+535=1463$,$938+535=1473$
$898+800=1798$,$898+800=1698$
$798+628=1427$,$798+628=1426$
$741+919=1650$,$741+919=1660$
$531+983=1513$,$531+983=1514$
$329+680=1019$,$329+680=1009$
$256+946=1203$,$256+946=1202$
$326+806=1122$,$326+806=1132$
$299+940=1249$,$299+940=1239$
$412+776=1187$,$412+776=1188$
$641+752=1392$,$641+752=1393$
$642+466=1107$,$642+466=1108$
$976+673=1659$,$976+673=1649$
$151+919=1060$,$151+919=1070$
$921+831=1742$,$921+831=1752$
$668+452=1110$,$668+452=1120$
$462+736=1197$,$462+736=1198$
$112+978=1080$,$112+978=1090$
$892+307=1299$,$892+307=1199$
$435+705=1130$,$435+705=1140$
$611+909=1510$,$611+909=1520$
$501+611=1111$,$501+611=1112$
$509+907=1417$,$509+907=1416$
$655+845=1400$,$655+845=1500$
$432+985=1416$,$432+985=1417$
$927+896=1923$,$927+896=1823$
$921+192=1112$,$921+192=1113$
$732+748=1470$,$732+748=1480$
$441+955=1395$,$441+955=1396$
$493+952=1444$,$493+952=1445$
$541+652=1192$,$541+652=1193$
$445+724=1179$,$445+724=1169$
$823+637=1450$,$823+637=1460$
$641+741=1381$,$641+741=1382$
$452+775=1226$,$452+775=1227$
$979+366=1355$,$979+366=1345$
$522+521=1033$,$522+521=1043$
$515+835=1340$,$515+835=1350$
$852+568=1419$,$852+568=1420$
$443+658=1100$,$443+658=1101$
$633+938=1561$,$633+938=1571$
$912+128=1030$,$912+128=1040$
$642+909=1550$,$642+909=1551$
$742+932=1673$,$742+932=1674$
$518+508=1027$,$518+508=1026$
$993+472=1464$,$993+472=1465$
$642+778=1419$,$642+778=1420$
$832+422=1253$,$832+422=1254$
$393+787=1170$,$393+787=1180$
$892+807=1799$,$892+807=1699$
$831+909=1730$,$831+909=1740$
$212+905=1116$,$212+905=1117$
$907+102=1019$,$907+102=1009$
$326+905=1221$,$326+905=1231$
$872+322=1193$,$872+322=1194$
$362+763=1124$,$362+763=1125$
$324+836=1150$,$324+836=1160$
$961+131=1091$,$961+131=1092$
$831+959=1780$,$831+959=1790$
$907+483=1380$,$907+483=1390$
$421+719=1130$,$421+719=1140$
$352+998=1340$,$352+998=1350$
$848+591=1449$,$848+591=1439$
$501+852=1352$,$501+852=1353$
$211+919=1120$,$211+919=1130$
$341+751=1091$,$341+751=1092$
$422+773=1194$,$422+773=1195$
$212+878=1080$,$212+878=1090$
$960+299=1269$,$960+299=1259$
$664+994=1650$,$664+994=1658$
$712+502=1213$,$712+502=1214$
$732+622=1353$,$732+622=1354$
$715+285=900$,$715+285=1000$
$401+752=1152$,$401+752=1153$
$192+923=1114$,$192+923=1115$
$671+932=1602$,$671+932=1603$
$346+916=1263$,$346+916=1262$
$207+915=1123$,$207+915=1122$
$621+842=1462$,$621+842=1463$
$482+518=1090$,$482+518=1000$
$143+902=1044$,$143+902=1045$
$431+989=1410$,$431+989=1420$
$752+263=1014$,$752+263=1015$
$933+887=1810$,$933+887=1820$
$543+892=1434$,$543+892=1435$
$242+948=1180$,$242+948=1190$
$492+673=1164$,$492+673=1165$
$312+702=1013$,$312+702=1014$
$979+860=1849$,$979+860=1839$
$158+878=1037$,$158+878=1036$
$513+941=145$,$513+941=1454$
$892+622=1513$,$892+622=1514$
$141+869=1000$,$141+869=1010$
$882+308=1180$,$882+308=1190$
$424+766=1180$,$424+766=1190$
$771+812=1582$,$771+812=1583$
$533+717=1240$,$533+717=1250$
$176+824=990$,$176+824=1000$
$702+898=1590$,$702+898=1600$
$942+142=1083$,$942+142=1084$
$481+899=1370$,$481+899=1380$
$211+862=1072$,$211+862=1073$
$542+938=1470$,$542+938=1480$
$786+244=1020$,$786+244=1030$
$421+759=1170$,$421+759=1180$
$481+923=1403$,$481+923=1404$
$642+722=1363$,$642+722=1364$
$633+577=1200$,$633+577=1210$
$523+529=1042$,$523+529=1052$
$261+939=1190$,$261+939=1200$
$394+800=1294$,$394+800=1194$
$651+549=1190$,$651+549=1200$
$210+975=1085$,$210+975=1185$
$439+830=1279$,$439+830=1269$
$142+888=1020$,$142+888=1030$
$562+832=1393$,$562+832=1394$
$162+935=1096$,$162+935=1097$
$492+612=1103$,$492+612=1104$
$422+662=1083$,$422+662=1084$
$892+798=1680$,$892+798=1690$
$151+931=1081$,$151+931=1082$
$990+579=1579$,$990+579=1569$
$342+725=1066$,$342+725=1067$
$809+600=1419$,$809+600=1409$
$322+913=1234$,$322+913=1235$
$852+166=1017$,$852+166=1018$
$208+901=1119$,$208+901=1109$
$593+797=1380$,$593+797=1390$
$148+907=1056$,$148+907=1055$
$543+717=1250$,$543+717=1260$
$727+823=1540$,$727+823=1550$
$348+708=1057$,$348+708=1056$
$411+609=1010$,$411+609=1020$
$493+608=1190$,$493+608=1101$
$693+872=1564$,$693+872=1565$
$542+776=1317$,$542+776=1318$
$823+687=1500$,$823+687=1510$
$446+936=1383$,$446+936=1382$
$463+707=1160$,$463+707=1170$
$903+662=1564$,$903+662=1565$
$814+275=989$,$814+275=1089$
$753+722=1474$,$753+722=1475$
$122+882=904$,$122+882=1004$
$394+635=1039$,$394+635=1029$
$965+774=1749$,$965+774=1739$
$552+618=1160$,$552+618=1170$
$511+862=1372$,$511+862=1373$
$291+723=1013$,$291+723=1014$
$223+823=1036$,$223+823=1046$
$791+401=1292$,$791+401=1192$
$391+789=1170$,$391+789=1180$
$312+748=1050$,$312+748=1060$
$536+623=1169$,$536+623=1159$
$302+803=1104$,$302+803=1105$
$864+265=1139$,$864+265=1129$
$741+342=1082$,$741+342=1083$
$450+901=1350$,$450+901=1351$
$978+691=1679$,$978+691=1669$
$926+136=1063$,$926+136=1062$
$417+905=1323$,$417+905=1322$
$357+822=1189$,$357+822=1179$
$241+965=1205$,$241+965=1206$
$573+928=1591$,$573+928=1501$
$751+341=1091$,$751+341=1092$
$849+446=1395$,$849+446=1295$
$743+507=1240$,$743+507=1250$
$251+922=1172$,$251+922=1173$
$893+601=1594$,$893+601=1494$
$969+470=1449$,$969+470=1439$
$389+980=1379$,$389+980=1369$
$893+887=1770$,$893+887=1780$
$964+995=1969$,$964+995=1959$
$933+197=1120$,$933+197=1130$
$992+806=1898$,$992+806=1798$
$592+601=1293$,$592+601=1193$
$897+501=1498$,$897+501=1398$
$256+746=1003$,$256+746=1002$
$810+480=1280$,$810+480=1290$
$272+802=1073$,$272+802=1074$
$582+418=1090$,$582+418=1000$
$398+698=1097$,$398+698=1096$
$738+598=1337$,$738+598=1336$
$302+908=1200$,$302+908=1210$
$741+739=1470$,$741+739=1480$
$333+827=1150$,$333+827=1160$
$942+973=1914$,$942+973=1915$
$322+733=1054$,$322+733=1055$
$951+869=1810$,$951+869=1820$
$902+188=1080$,$902+188=1090$
$254+846=1090$,$254+846=1100$
$639+660=1309$,$639+660=1299$
$718+928=1647$,$718+928=1646$
$951+122=1072$,$951+122=1073$
$326+924=1240$,$326+924=1250$
$313+737=1040$,$313+737=1050$
$359+910=1279$,$359+910=1269$
$652+965=1616$,$652+965=1617$
$461+962=1422$,$461+962=1423$
$945+394=1349$,$945+394=1339$
$814+916=1720$,$814+916=1730$
$782+718=1590$,$782+718=1500$
$912+629=1540$,$912+629=1541$
$251+832=1082$,$251+832=1083$
$634+866=1400$,$634+866=1500$
$531+965=1495$,$531+965=1496$
$842+302=1143$,$842+302=1144$
$445+575=1010$,$445+575=1020$
$858+621=1489$,$858+621=1479$
$132+931=1062$,$132+931=1063$
$401+972=1372$,$401+972=1373$
$971+131=1101$,$971+131=1102$
$611+792=1402$,$611+792=1403$
$531+649=1170$,$531+649=1180$
$158+917=1076$,$158+917=1075$
$909+790=1709$,$909+790=1699$
$314+686=900$,$314+686=1000$
$331+731=1061$,$331+731=1062$
$892+698=1580$,$892+698=1590$
$945+684=1639$,$945+684=1629$
$210+912=1022$,$210+912=1122$
$432+925=1356$,$432+925=1357$
$693+604=1397$,$693+604=1297$
$694+404=1198$,$694+404=1098$
