37404/50000
{'task': 'reversed_addition', 'decoder': True, 'data_dir': 'data/addition', 'model_dir': 'models', 'results_dir': 'results/15k_dollar_signs', 'resume': False, 'n_embd': 384, 'n_layer': 6, 'n_head': 6, 'block_size': 64, 'batch_size': 64, 'test_batch_size': 2048, 'max_iters': 4000, 'eval_interval': 100, 'min_lr': 6e-05, 'max_lr': 0.0006, 'warmup_iters': 2000, 'lr_decay_iters': 600000, 'weight_decay': 0.1, 'beta1': 0.9, 'beta2': 0.95, 'seed': 1, 'n_digits': 3, 'n_train': 15000, 'n_val': 10000, 'n_test': 50000, 'use_dollar_signs': True, 'name': 'reversed_addition_dollar_signs_true_1'}
$101+604=508$,$101+604=507$
$273+887=511$,$273+887=611$
$700+490=1911,$700+490=911$
$299+366=565$,$299+366=566$
$279+467=646$,$279+467=647$
$944+766=161$,$944+766=171$
$433+717=521$,$433+717=511$
$112+540=257$,$112+540=256$
$960+490=1541,$960+490=541$
$517+139=655$,$517+139=656$
$469+146=515$,$469+146=516$
$151+551=208$,$151+551=207$
$392+284=675$,$392+284=676$
$267+438=506$,$267+438=507$
$120+990=1111,$120+990=111$
$436+292=826$,$436+292=827$
$676+604=831$,$676+604=821$
$226+215=143$,$226+215=144$
$104+522=627$,$104+522=626$
$434+114=844$,$434+114=845$
$347+235=284$,$347+235=285$
$861+949=171$,$861+949=181$
$316+395=116$,$316+395=117$
$815+915=291$,$815+915=371$
$144+628=278$,$144+628=277$
$324+337=165$,$324+337=166$
$351+347=895$,$351+347=896$
$297+863=6111,$297+863=611$
$905+605=1151,$905+605=151$
$314+209=324$,$314+209=325$
$340+406=646$,$340+406=647$
$382+708=9011,$382+708=901$
$819+371=9111,$819+371=911$
$153+531=487$,$153+531=486$
$191+663=459$,$191+663=458$
$142+623=568$,$142+623=567$
$285+684=959$,$285+684=969$
$396+303=995$,$396+303=996$
$553+336=989$,$553+336=988$
$773+173=549$,$773+173=649$
$340+588=929$,$340+588=829$
$258+289=744$,$258+289=745$
$458+208=665$,$458+208=666$
$389+475=458$,$389+475=468$
$365+291=655$,$365+291=656$
$267+241=804$,$267+241=805$
$393+514=609$,$393+514=709$
$249+376=525$,$249+376=526$
$163+599=268$,$163+599=267$
$181+999=8111,$181+999=811$
$379+373=256$,$379+373=257$
$227+636=358$,$227+636=368$
$900+190=1$
$,$900+190=901$
$480+660=1411,$480+660=411$
$237+287=424$,$237+287=425$
$154+569=328$,$154+569=327$
$293+214=604$,$293+214=705$
$390+381=176$,$390+381=177$
$323+380=306$,$323+380=307$
$456+564=2011,$456+564=201$
$270+446=616$,$270+446=617$
$169+507=666$,$169+507=676$
$385+199=475$,$385+199=485$
$623+359=299$,$623+359=289$
$506+493=9901,$506+493=999$
$640+650=1921,$640+650=921$
$292+303=594$,$292+303=595$
$223+967=9111,$223+967=911$
$150+641=198$,$150+641=197$
$310+257=764$,$310+257=765$
$439+105=444$,$439+105=445$
$476+209=585$,$476+209=586$
$698+462=621$,$698+462=611$
$888+892=861$,$888+892=871$
$179+708=778$,$179+708=788$
$123+499=227$,$123+499=226$
$282+493=477$,$282+493=577$
$778+412=9111,$778+412=911$
$250+307=754$,$250+307=755$
$112+520=237$,$112+520=236$
$218+962=8111,$218+962=811$
$313+295=805$,$313+295=806$
$480+206=685$,$480+206=686$
$374+404=777$,$374+404=877$
$415+494=908$,$415+494=909$
$960+400=1631,$960+400=631$
$416+233=945$,$416+233=946$
$692+192=479$,$692+192=488$
$427+122=944$,$427+122=945$
$510+104=415$,$510+104=416$
$365+252=715$,$365+252=716$
$591+549=421$,$591+549=411$
$163+722=589$,$163+722=588$
$336+226=264$,$336+226=265$
$319+294=315$,$319+294=316$
$679+441=221$,$679+441=211$
$278+425=306$,$278+425=307$
$932+228=6111,$932+228=611$
$512+395=7001,$512+395=709$
$419+149=864$,$419+149=865$
$429+217=645$,$429+217=646$
$477+195=275$,$477+195=276$
$223+304=625$,$223+304=725$
$154+622=678$,$154+622=677$
$368+391=956$,$368+391=957$
$223+285=804$,$223+285=805$
$201+422=327$,$201+422=326$
$297+211=804$,$297+211=805$
$710+660=1731,$710+660=731$
$946+544=951$,$946+544=941$
$378+320=895$,$378+320=896$
$728+752=941$,$728+752=841$
$829+951=961$,$829+951=871$
$376+142=814$,$376+142=815$
$174+187=153$,$174+187=163$
$278+206=474$,$278+206=484$
$377+186=354$,$377+186=365$
$225+865=9011,$225+865=901$
$248+270=814$,$248+270=815$
$446+296=246$,$446+296=247$
$289+315=405$,$289+315=406$
$330+381=116$,$330+381=117$
$788+402=9111,$788+402=911$
$720+360=1801,$720+360=801$
$234+273=704$,$234+273=705$
$106+686=298$,$106+686=297$
$896+514=1141,$896+514=141$
$474+209=385$,$474+209=386$
$114+367=284$,$114+367=184$
$214+299=314$,$214+299=315$
$222+858=8011,$222+858=801$
$704+234=739$,$704+234=839$
$346+163=904$,$346+163=905$
$481+699=8111,$481+699=811$
$397+168=564$,$397+168=565$
$640+530=1721,$640+530=711$
$323+384=706$,$323+384=707$
$249+366=515$,$249+366=516$
$142+731=379$,$142+731=378$
$101+118=913$,$101+118=912$
$273+492=467$,$273+492=567$
$553+467=211$,$553+467=201$
$385+234=915$,$385+234=916$
$520+710=1321,$520+710=321$
$356+392=846$,$356+392=847$
$452+558=201$,$452+558=101$
$320+291=115$,$320+291=116$
$371+301=275$,$371+301=276$
$306+339=545$,$306+339=546$
$106+617=328$,$106+617=327$
$311+327=835$,$311+327=836$
$784+636=1241,$784+636=241$
$657+853=251$,$657+853=151$
$328+321=945$,$328+321=946$
$285+476=157$,$285+476=167$
$920+220=1411,$920+220=411$
$430+336=666$,$430+336=667$
$425+126=154$,$425+126=155$
$340+336=675$,$340+336=676$
$298+203=104$,$298+203=105$
$496+229=526$,$496+229=527$
$380+354=436$,$380+354=437$
$419+128=744$,$419+128=745$
$578+403=89$,$578+403=189$
$496+471=7601,$496+471=769$
$557+342=999$,$557+342=998$
$935+515=551$,$935+515=541$
$573+467=411$,$573+467=401$
$519+671=921$,$519+671=911$
$351+198=944$,$351+198=945$
$746+364=1111,$746+364=111$
$350+910=1621,$350+910=621$
$510+205=515$,$510+205=517$
$110+633=348$,$110+633=347$
$267+325=294$,$267+325=295$
$255+262=714$,$255+262=715$
$373+362=536$,$373+362=537$
$386+277=365$,$386+277=366$
$981+299=8211,$981+299=821$
$622+708=341$,$622+708=331$
$210+307=714$,$210+307=715$
$306+267=374$,$306+267=375$
$332+269=105$,$332+269=106$
$387+238=525$,$387+238=526$
$399+179=874$,$399+179=875$
$829+751=951$,$829+751=851$
$231+650=189$,$231+650=188$
$194+320=414$,$194+320=415$
$700+370=1701,$700+370=701$
$960+220=1811,$960+220=811$
$331+212=344$,$331+212=345$
$430+492=2201,$430+492=229$
$105+668=378$,$105+668=377$
$111+172=381$,$111+172=382$
$317+282=994$,$317+282=995$
$446+229=575$,$446+229=576$
$344+157=104$,$344+157=105$
$346+365=116$,$346+365=117$
$681+609=931$,$681+609=921$
$328+377=506$,$328+377=507$
$430+174=405$,$430+174=406$
$470+226=695$,$470+226=696$
$103+598=108$,$103+598=107$
$377+238=515$,$377+238=516$
$429+538=759$,$429+538=769$
$365+352=716$,$365+352=717$
$109+109=802$,$109+109=812$
$395+257=255$,$395+257=256$
$307+245=254$,$307+245=255$
$112+814=529$,$112+814=629$
$362+187=944$,$362+187=945$
$399+149=844$,$399+149=845$
$362+244=605$,$362+244=606$
$395+347=246$,$395+347=247$
$361+264=525$,$361+264=526$
$547+452=9901,$547+452=999$
$355+157=214$,$355+157=215$
$151+161=214$,$151+161=213$
$490+208=895$,$490+208=896$
$397+290=785$,$397+290=786$
$825+545=741$,$825+545=731$
$227+297=424$,$227+297=425$
$102+424=626$,$102+424=625$
$426+116=244$,$426+116=245$
$932+978=181$,$932+978=191$
$499+255=456$,$499+255=457$
$233+306=934$,$233+306=935$
$266+409=566$,$266+409=576$
$336+398=436$,$336+398=437$
$274+297=174$,$274+297=175$
$318+389=706$,$318+389=707$
$264+307=174$,$264+307=175$
$350+710=1601,$350+710=601$
$378+376=456$,$378+376=457$
$416+258=475$,$416+258=476$
$307+276=384$,$307+276=385$
$342+312=455$,$342+312=456$
$152+519=177$,$152+519=176$
$476+287=366$,$476+287=367$
$456+107=364$,$456+107=365$
$480+299=976$,$480+299=977$
$188+276=454$,$188+276=464$
$347+282=925$,$347+282=926$
$361+173=434$,$361+173=435$
$366+279=545$,$366+279=546$
$315+277=294$,$315+277=295$
$324+158=294$,$324+158=284$
$458+187=545$,$458+187=546$
$482+479=159$,$482+479=169$
$417+195=215$,$417+195=216$
$450+271=126$,$450+271=127$
$486+270=656$,$486+270=657$
$335+313=845$,$335+313=846$
$143+645=888$,$143+645=887$
$304+243=744$,$304+243=745$
$625+515=4511,$625+515=411$
$399+219=815$,$399+219=816$
$285+875=511$,$285+875=611$
$101+661=268$,$101+661=267$
$391+308=995$,$391+308=996$
$335+985=221$,$335+985=231$
$279+408=776$,$279+408=786$
$825+785=1161,$825+785=161$
$252+203=454$,$252+203=554$
$297+302=994$,$297+302=995$
$289+316=505$,$289+316=506$
$395+292=785$,$395+292=786$
$880+680=1651,$880+680=651$
$649+481=321$,$649+481=311$
$823+158=199$,$823+158=189$
$557+104=66$,$557+104=166$
$369+417=686$,$369+417=687$
$297+252=944$,$297+252=945$
$789+321=11$,$789+321=111$
$416+263=975$,$416+263=976$
$335+191=624$,$335+191=625$
$531+351=289$,$531+351=288$
$514+666=821$,$514+666=811$
$130+265=594$,$130+265=593$
$915+245=621$,$915+245=611$
$404+205=905$,$404+205=906$
$329+108=724$,$329+108=734$
$342+329=175$,$342+329=176$
$349+357=606$,$349+357=607$
$610+520=1311,$610+520=311$
$269+106=563$,$269+106=573$
$839+971=171$,$839+971=181$
$560+560=1211,$560+560=211$
$390+403=396$,$390+403=397$
$505+885=981$,$505+885=931$
$259+303=264$,$259+303=265$
$104+550=457$,$104+550=456$
$131+583=418$,$131+583=417$
$376+352=826$,$376+352=827$
$373+303=575$,$373+303=676$
$900+130=1301,$900+130=301$
$298+219=714$,$298+219=715$
$955+115=9901,$955+115=701$
$230+302=234$,$230+302=235$
$241+304=544$,$241+304=545$
$846+264=1111,$846+264=111$
$742+214=559$,$742+214=659$
$343+209=254$,$343+209=255$
$765+865=351$,$765+865=361$
$280+950=1321,$280+950=321$
$210+295=504$,$210+295=505$
$185+179=453$,$185+179=463$
$340+198=834$,$340+198=835$
$224+786=1101,$224+786=101$
$174+866=49$,$174+866=401$
$394+211=505$,$394+211=506$
$669+691=641$,$669+691=631$
$707+963=751$,$707+963=761$
$589+237=618$,$589+237=628$
$435+212=745$,$435+212=746$
$465+240=506$,$465+240=507$
$123+358=194$,$123+358=184$
$440+920=1631,$440+920=631$
$110+627=738$,$110+627=737$
$365+443=807$,$365+443=808$
$318+194=214$,$318+194=215$
$225+815=49$,$225+815=401$
$348+248=694$,$348+248=695$
$349+388=736$,$349+388=737$
$451+191=245$,$451+191=246$
$490+184=475$,$490+184=476$
$804+856=651$,$804+856=661$
$343+348=195$,$343+348=196$
$875+585=541$,$875+585=641$
$531+499=311$,$531+499=301$
$227+107=423$,$227+107=433$
$451+195=645$,$451+195=646$
$542+618=621$,$542+618=611$
$113+508=127$,$113+508=126$
$511+117=827$,$511+117=826$
$102+636=838$,$102+636=837$
$112+632=448$,$112+632=447$
$903+287=9111,$903+287=911$
$570+102=275$,$570+102=276$
$231+286=714$,$231+286=715$
$497+126=325$,$497+126=326$
$142+649=198$,$142+649=197$
$387+216=305$,$387+216=306$
$386+387=376$,$386+387=377$
$245+277=224$,$245+277=225$
$103+502=507$,$103+502=506$
$284+223=704$,$284+223=705$
$542+451=3901,$542+451=399$
$444+107=154$,$444+107=155$
$150+644=498$,$150+644=497$
$278+230=804$,$278+230=805$
$946+764=161$,$946+764=171$
$322+327=945$,$322+327=946$
$340+357=795$,$340+357=796$
$387+260=745$,$387+260=746$
$384+203=784$,$384+203=785$
$348+171=914$,$348+171=915$
$354+220=474$,$354+220=475$
$345+284=925$,$345+284=926$
$372+123=494$,$372+123=594$
$290+740=1301,$290+740=301$
$710+970=1861,$710+970=861$
$154+738=299$,$154+738=298$
$321+186=704$,$321+186=705$
$163+867=39$,$163+867=301$
$370+334=406$,$370+334=407$
$359+229=884$,$359+229=885$
$347+256=305$,$347+256=306$
$260+241=104$,$260+241=105$
$246+371=715$,$246+371=716$
$335+306=145$,$335+306=146$
$330+261=194$,$330+261=195$
$312+215=724$,$312+215=725$
$905+105=1101,$905+105=101$
$306+362=865$,$306+362=866$
$355+262=715$,$355+262=716$
$321+206=724$,$321+206=725$
$740+420=1611,$740+420=611$
$370+306=675$,$370+306=676$
$302+602=309$,$302+602=409$
$458+195=355$,$458+195=356$
$570+118=885$,$570+118=886$
$410+255=565$,$410+255=566$
$942+878=271$,$942+878=281$
$358+341=995$,$358+341=996$
$397+120=714$,$397+120=715$
$930+290=1211,$930+290=221$
$202+213=414$,$202+213=514$
$593+393=6801,$593+393=689$
$239+105=442$,$239+105=443$
$570+980=1551,$570+980=551$
$455+283=836$,$455+283=837$
$591+402=3901,$591+402=399$
$348+397=546$,$348+397=547$
$343+170=314$,$343+170=315$
$279+279=854$,$279+279=855$
$184+327=215$,$184+327=115$
$142+611=358$,$142+611=357$
$263+573=538$,$263+573=638$
$650+620=1821,$650+620=721$
$387+332=916$,$387+332=917$
$327+269=694$,$327+269=695$
$965+155=221$,$965+155=211$
$300+394=495$,$300+394=496$
$223+683=509$,$223+683=609$
$271+272=344$,$271+272=345$
$181+685=669$,$181+685=668$
$427+221=845$,$427+221=846$
$401+593=4901,$401+593=499$
$345+324=965$,$345+324=966$
$352+206=854$,$352+206=855$
$249+209=844$,$249+209=854$
$370+291=165$,$370+291=166$
$120+838=849$,$120+838=859$
$520+720=1421,$520+720=421$
$680+870=1551,$680+870=551$
$349+169=814$,$349+169=815$
$260+990=1521,$260+990=521$
$329+375=406$,$329+375=407$
$276+285=155$,$276+285=165$
$356+362=816$,$356+362=817$
$362+604=569$,$362+604=669$
$551+599=521$,$551+599=511$
$396+115=114$,$396+115=115$
$960+410=1731,$960+410=731$
$676+334=11$,$676+334=101$
$134+582=618$,$134+582=617$
$932+898=371$,$932+898=381$
$124+559=397$,$124+559=386$
$405+271=675$,$405+271=676$
$111+594=508$,$111+594=507$
$452+858=231$,$452+858=131$
$317+199=614$,$317+199=615$
$885+995=781$,$885+995=881$
$362+147=904$,$362+147=905$
$351+240=194$,$351+240=195$
$197+394=94$,$197+394=195$
$240+990=1211,$240+990=321$
$550+810=1631,$550+810=631$
$373+593=569$,$373+593=669$
$383+193=575$,$383+193=675$
$341+333=475$,$341+333=476$
$992+188=8111,$992+188=811$
$347+180=724$,$347+180=725$
$100+225=524$,$100+225=523$
$707+923=351$,$707+923=361$
$387+160=744$,$387+160=745$
$227+377=405$,$227+377=406$
$426+209=535$,$426+209=536$
$393+200=394$,$393+200=395$
$374+367=146$,$374+367=147$
$379+333=216$,$379+333=217$
$349+163=214$,$349+163=215$
$394+107=104$,$394+107=105$
$590+700=1921,$590+700=921$
$881+609=951$,$881+609=941$
$430+262=295$,$430+262=296$
$317+392=906$,$317+392=907$
$365+267=235$,$365+267=236$
$805+365=721$,$805+365=711$
$400+149=944$,$400+149=945$
$836+354=9111,$836+354=911$
$150+860=1101,$150+860=101$
$239+203=243$,$239+203=244$
$151+613=468$,$151+613=467$
$820+190=1101,$820+190=101$
$430+101=134$,$430+101=135$
$372+295=765$,$372+295=766$
$194+916=1111,$194+916=111$
$135+658=398$,$135+658=397$
$803+193=599$,$803+193=699$
$468+722=9111,$468+722=911$
$161+655=619$,$161+655=618$
$337+497=428$,$337+497=438$
$279+298=774$,$279+298=775$
$363+184=744$,$363+184=745$
$178+187=553$,$178+187=563$
$240+336=674$,$240+336=675$
$364+322=685$,$364+322=686$
$385+251=635$,$385+251=636$
$328+333=165$,$328+333=166$
$335+336=175$,$335+336=176$
$924+556=941$,$924+556=841$
$825+705=2351,$825+705=351$
$134+634=868$,$134+634=867$
$246+286=234$,$246+286=235$
$916+264=8111,$916+264=811$
$310+242=254$,$310+242=255$
$270+317=784$,$270+317=785$
$397+310=706$,$397+310=707$
$338+239=774$,$338+239=775$
$376+220=694$,$376+220=695$
$344+199=344$,$344+199=345$
$760+520=1821,$760+520=821$
$233+290=324$,$233+290=325$
$250+960=1111,$250+960=121$
$770+890=1661,$770+890=661$
$298+105=303$,$298+105=304$
$340+271=115$,$340+271=116$
$177+288=554$,$177+288=564$
$388+298=685$,$388+298=686$
$379+299=875$,$379+299=876$
$127+504=236$,$127+504=136$
$400+188=884$,$400+188=885$
$330+259=984$,$330+259=985$
$270+237=704$,$270+237=705$
$777+104=88$,$777+104=188$
$790+230=1201,$790+230=201$
$830+600=1341,$830+600=341$
$932+258=9111,$932+258=911$
$355+334=985$,$355+334=986$
$712+468=8111,$712+468=811$
$324+184=804$,$324+184=805$
$370+286=655$,$370+286=656$
$213+392=406$,$213+392=506$
$378+236=415$,$378+236=416$
$490+850=1431,$490+850=431$
$371+172=344$,$371+172=345$
$345+304=945$,$345+304=946$
$127+106=322$,$127+106=332$
$288+250=834$,$288+250=835$
$698+942=451$,$698+942=461$
$632+265=799$,$632+265=798$
$363+382=546$,$363+382=547$
$111+640=158$,$111+640=157$
$530+111=145$,$530+111=146$
$258+922=8111,$258+922=811$
$144+855=9001,$144+855=999$
$389+189=865$,$389+189=875$
$380+293=375$,$380+293=376$
$710+670=1831,$710+670=831$
$268+346=415$,$268+346=416$
$637+304=49$,$637+304=149$
$369+152=124$,$369+152=125$
$772+144=519$,$772+144=619$
$373+324=795$,$373+324=796$
$390+223=315$,$390+223=316$
$357+351=806$,$357+351=807$
$589+400=9801,$589+400=989$
$278+689=759$,$278+689=769$
$411+153=464$,$411+153=465$
$395+259=455$,$395+259=456$
$430+960=1931,$430+960=931$
$388+199=775$,$388+199=785$
$480+710=1911,$480+710=911$
$373+248=125$,$373+248=126$
$775+895=661$,$775+895=761$
$256+257=314$,$256+257=315$
$265+476=146$,$265+476=147$
$594+816=1141,$594+816=141$
$110+663=378$,$110+663=377$
$542+447=9801,$542+447=989$
$791+839=351$,$791+839=361$
$515+915=231$,$515+915=341$
$383+228=115$,$383+228=116$
$626+504=321$,$626+504=311$
$456+157=315$,$456+157=316$
$470+189=955$,$470+189=956$
$410+630=1401,$410+630=401$
$859+851=271$,$859+851=171$
$104+613=718$,$104+613=717$
$192+550=248$,$192+550=247$
$657+423=8011,$657+423=801$
$349+174=324$,$349+174=325$
$860+590=151$,$860+590=541$
$389+364=356$,$389+364=357$
$525+565=99$,$525+565=901$
$236+914=521$,$236+914=511$
$385+290=575$,$385+290=576$
$489+215=406$,$489+215=407$
$335+935=621$,$335+935=721$
$476+250=626$,$476+250=627$
$242+276=814$,$242+276=815$
$417+148=564$,$417+148=565$
$332+282=415$,$332+282=416$
$191+633=429$,$191+633=428$
$250+358=805$,$250+358=806$
$509+320=929$,$509+320=928$
$585+585=721$,$585+585=711$
$276+884=511$,$276+884=611$
$594+317=219$,$594+317=119$
$325+210=534$,$325+210=535$
$373+392=467$,$373+392=567$
$840+940=1871,$840+940=871$
$205+203=704$,$205+203=804$
$856+254=211$,$856+254=111$
$364+283=745$,$364+283=746$
$330+212=244$,$330+212=245$
$113+620=338$,$113+620=337$
$174+946=201$,$174+946=211$
$480+990=1741,$480+990=741$
$490+357=747$,$490+357=748$
$246+289=534$,$246+289=535$
$346+373=916$,$346+373=917$
$367+392=956$,$367+392=957$
$335+278=315$,$335+278=316$
$304+361=565$,$304+361=566$
$347+188=534$,$347+188=535$
$525+655=821$,$525+655=811$
$151+668=919$,$151+668=918$
$268+496=457$,$268+496=467$
$399+114=314$,$399+114=315$
$369+278=745$,$369+278=746$
$567+204=77$,$567+204=177$
$400+248=845$,$400+248=846$
$341+392=336$,$341+392=337$
$457+207=465$,$457+207=466$
$374+393=766$,$374+393=767$
$418+186=405$,$418+186=406$
$183+522=508$,$183+522=507$
$970+710=1861,$970+710=861$
$109+292=103$,$109+292=104$
$865+625=951$,$865+625=941$
$380+262=245$,$380+262=246$
$296+386=285$,$296+386=286$
$277+364=145$,$277+364=146$
$386+209=594$,$386+209=595$
$535+755=931$,$535+755=921$
$151+672=329$,$151+672=328$
$303+604=609$,$303+604=709$
$502+317=919$,$502+317=918$
$250+258=804$,$250+258=805$
$325+224=944$,$325+224=945$
$362+291=355$,$362+291=356$
$216+964=8111,$216+964=811$
$253+145=804$,$253+145=893$
$860+980=1481,$860+980=481$
$984+786=671$,$984+786=771$
$122+591=318$,$122+591=317$
$357+346=306$,$357+346=307$
$349+389=836$,$349+389=837$
$787+983=761$,$787+983=771$
$870+310=1811,$870+310=811$
$388+286=475$,$388+286=476$
$360+232=294$,$360+232=295$
$500+690=1911,$500+690=911$
$735+685=1241,$735+685=241$
$103+540=347$,$103+540=346$
$237+737=469$,$237+737=479$
$460+152=215$,$460+152=216$
$516+119=535$,$516+119=536$
$400+112=214$,$400+112=215$
$363+206=964$,$363+206=965$
$254+147=114$,$254+147=104$
$306+308=415$,$306+308=416$
$388+275=365$,$388+275=366$
$480+119=994$,$480+119=995$
$828+282=11$,$828+282=111$
$457+156=315$,$457+156=316$
$231+879=1111,$231+879=111$
$372+808=8111,$372+808=811$
$142+908=591$,$142+908=501$
$487+126=315$,$487+126=316$
$519+343=269$,$519+343=268$
$320+211=134$,$320+211=135$
$380+263=345$,$380+263=346$
$774+436=1121,$774+436=121$
$177+589=657$,$177+589=667$
$514+337=258$,$514+337=158$
$810+700=1151,$810+700=151$
$164+304=764$,$164+304=864$
$398+231=925$,$398+231=926$
$330+365=595$,$330+365=596$
$152+623=578$,$152+623=577$
$377+284=165$,$377+284=166$
$289+689=869$,$289+689=879$
$476+296=276$,$476+296=277$
$120+549=967$,$120+549=966$
$339+395=436$,$339+395=437$
$183+532=518$,$183+532=517$
$653+244=799$,$653+244=798$
$376+246=225$,$376+246=226$
$388+227=515$,$388+227=516$
$875+485=531$,$875+485=631$
$673+193=568$,$673+193=668$
$433+110=344$,$433+110=345$
$796+964=661$,$796+964=671$
$457+241=895$,$457+241=896$
$596+401=7901,$596+401=799$
$347+378=526$,$347+378=527$
$938+242=8111,$938+242=811$
$387+254=145$,$387+254=146$
$886+194=701$,$886+194=801$
$480+312=296$,$480+312=297$
$586+196=277$,$586+196=287$
$125+636=168$,$125+636=167$
$329+206=534$,$329+206=535$
$379+283=265$,$379+283=266$
$399+390=986$,$399+390=987$
$346+315=165$,$346+315=166$
$377+296=375$,$377+296=376$
$326+198=424$,$326+198=425$
$397+116=314$,$397+116=315$
$360+194=454$,$360+194=455$
$275+287=255$,$275+287=265$
$103+636=938$,$103+636=937$
$550+820=1731,$550+820=731$
$220+282=204$,$220+282=205$
$254+287=144$,$254+287=145$
$440+193=335$,$440+193=336$
$355+296=155$,$355+296=156$
$500+550=1501,$500+550=501$
$345+171=614$,$345+171=615$
$360+274=435$,$360+274=436$
$374+487=158$,$374+487=168$
$309+801=11$,$309+801=111$
$339+394=336$,$339+394=337$
$128+638=657$,$128+638=667$
$119+715=428$,$119+715=438$
$466+282=846$,$466+282=847$
$469+169=835$,$469+169=836$
$233+651=489$,$233+651=488$
$367+276=345$,$367+276=346$
$256+347=305$,$256+347=306$
$231+630=169$,$231+630=168$
$985+885=671$,$985+885=781$
$352+738=9011,$352+738=901$
$790+990=1871,$790+990=871$
$875+645=1251,$875+645=251$
$112+655=768$,$112+655=767$
